prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l2n1n1_l4p1n1,9.229,32,10,5334,3936,146,39,19,39,8x32,2x32,25.539,3950,3950,0,0,4743,12,0,10
io2_l2n1n1_l4p1n1_d1d2,9.428,32,18,5274,6171,147,51,23,51,8x32,2x32,29.885,4513,4513,0,0,4253,12,0,18
io2_l2n1n1_l4p2n1,9.298,32,10,8755,6045,274,71,19,71,8x32,2x32,31.984,6570,6570,0,0,7924,16,0,10
io2_l2n1n1_l4p2n1_d1d2,9.229,32,20,10219,6428,275,51,24,51,8x32,2x32,35.514,6164,6164,0,0,9040,12,0,20
io2_l2n1n2_l4n1n1,8.419,32,8,1027,1715,25,10,20,10,8x32,2x32,17.366,866,866,0,0,762,16,0,8
io2_l2n1n2_l4n1n1_d1d2,8.572,32,8,1069,2280,26,19,21,19,8x32,2x32,16.77,1021,1021,0,0,928,16,0,8
io2_l2n1n2_l4n1n2,8.419,32,10,1266,1877,27,10,21,10,8x32,2x32,19.069,1066,1066,0,0,958,16,0,10
io2_l2n1n2_l4n1n2_d1d2,8.572,32,8,1099,2234,28,14,21,14,8x32,2x32,16.822,950,950,0,0,870,16,0,8
io2_l2n1n2_l4n1p1,8.419,32,8,1046,1760,26,10,21,10,8x32,2x32,17.475,879,879,0,0,774,16,0,8
io2_l2n1n2_l4n1p1_d1d2,8.572,32,8,1088,2325,27,19,22,19,8x32,2x32,16.378,980,980,0,0,859,16,0,8
io2_l2n1n2_l4n1p2,8.419,32,10,1522,2028,28,10,22,10,8x32,2x32,19.561,1104,1095,0,9,930,16,0,10
io2_l2n1n2_l4n1p2_d1d2,8.572,32,10,1755,2655,29,14,23,14,8x32,2x32,19.526,1226,1217,0,9,1067,16,0,10
io2_l2n1n2_l4p1n1,9.229,32,10,5393,3996,149,40,19,40,8x32,2x32,29.451,4126,4126,0,0,4765,16,0,10
io2_l2n1n2_l4p1n1_d1d2,9.206,32,18,5332,6150,150,44,23,44,8x32,2x32,30.829,4490,4490,0,0,4340,12,0,18
io2_l2n1n2_l4p2n1,9.298,32,10,8814,6105,277,72,19,72,8x32,2x32,35.819,6706,6706,0,0,7949,16,0,10
io2_l2n1n2_l4p2n1_d1d2,9.382,32,20,10277,6405,278,44,24,44,8x32,2x32,36.555,6042,6042,0,0,9194,12,0,20
io2_l2n1p1_l4n1n1,8.419,32,5,859,1707,24,13,21,13,8x32,2x32,17.895,881,881,0,0,736,16,0,5
io2_l2n1p1_l4n1n1_d1d2,8.419,32,5,926,2386,25,38,22,38,8x32,2x32,18.07,1140,1140,0,0,764,16,0,5
io2_l2n1p1_l4n1n2,8.419,32,10,1258,1992,26,13,23,13,8x32,2x32,21.383,1144,1144,0,0,996,16,0,10
io2_l2n1p1_l4n1n2_d1d2,8.419,32,5,956,2340,27,33,22,33,8x32,2x32,18.049,1103,1103,0,0,791,16,0,5
io2_l2n1p1_l4n1p1,8.419,32,5,878,1752,25,13,22,13,8x32,2x32,17.625,887,887,0,0,750,16,0,5
io2_l2n1p1_l4n1p1_d1d2,8.419,32,5,945,2431,26,38,23,38,8x32,2x32,17.875,1072,1072,0,0,775,16,0,5
io2_l2n1p1_l4n1p2,8.419,32,10,1514,2129,27,13,24,13,8x32,2x32,21.788,1182,1173,0,9,970,16,0,10
io2_l2n1p1_l4n1p2_d1d2,8.419,32,10,1772,2869,28,33,25,33,8x32,2x32,22.256,1379,1370,0,9,1060,16,0,10
io2_l2n1p1_l4p1n1,9.229,32,10,5385,4116,148,43,21,43,8x32,2x32,28.886,4002,4002,0,0,4798,12,0,10
io2_l2n1p1_l4p1n1_d1d2,9.206,32,18,5366,6393,149,63,25,63,8x32,2x32,34.007,4590,4590,0,0,4375,12,0,18
io2_l2n1p1_l4p2n1,9.298,32,10,8806,6225,276,75,21,75,8x32,2x32,35.166,6736,6736,0,0,7988,12,0,10
io2_l2n1p1_l4p2n1_d1d2,9.229,32,20,10311,6650,277,63,26,63,8x32,2x32,41.38,6050,6050,0,0,9210,16,0,20
io2_l2n1p2_l4n1n1,8.847,32,5,954,1769,28,14,22,14,8x32,2x32,18.988,986,986,0,0,769,16,0,5
io2_l2n1p2_l4n1n1_d1d2,8.847,32,5,1067,2356,28,30,22,30,8x32,2x32,17.867,1180,1180,0,0,907,16,0,5
io2_l2n1p2_l4n1n2,8.847,32,10,1353,2054,30,14,24,14,8x32,2x32,22.187,1225,1225,0,0,1027,16,0,10
io2_l2n1p2_l4n1n2_d1d2,8.858,32,5,1097,2309,30,25,22,25,8x32,2x32,18.267,1198,1198,0,0,934,16,0,5
io2_l2n1p2_l4n1p1,8.847,32,5,973,1814,29,14,23,14,8x32,2x32,19.305,997,997,0,0,782,16,0,5
io2_l2n1p2_l4n1p1_d1d2,8.847,32,5,1086,2401,29,30,23,30,8x32,2x32,17.553,1123,1123,0,0,919,16,0,5
io2_l2n1p2_l4n1p2,8.847,32,10,1609,2205,31,14,25,14,8x32,2x32,22.973,1260,1251,0,9,1001,16,0,10
io2_l2n1p2_l4n1p2_d1d2,8.847,32,10,1913,2854,31,25,25,25,8x32,2x32,21.95,1434,1425,0,9,1203,16,0,10
io2_l2n1p2_l4p1n1,9.251,32,10,5448,4172,152,44,22,44,8x32,2x32,32.945,4054,4054,0,0,4794,16,0,10
io2_l2n1p2_l4p1n1_d1d2,9.229,32,18,5444,6346,152,55,25,55,8x32,2x32,33.879,4623,4623,0,0,4450,12,0,18
io2_l2n1p2_l4p2n1,9.321,32,10,8869,6281,280,76,22,76,8x32,2x32,37.098,6904,6904,0,0,7985,12,0,10
io2_l2n1p2_l4p2n1_d1d2,9.251,32,20,10389,6599,280,55,26,55,8x32,2x32,40.014,6077,6077,0,0,9279,16,0,20
io2_l2p1n1_l4n1n1,9.298,32,182,13452,15039,230,70,97,70,8x32,2x32,105.663,7420,7420,0,0,7544,16,0,182
io2_l2p1n1_l4n1n1_d1d2,9.24,32,176,17959,20289,222,80,87,80,8x32,2x32,112.311,10676,10676,0,0,12361,16,0,176
io2_l2p1n1_l4n1n2,9.298,32,184,13691,15200,232,70,98,70,8x32,2x32,105.695,7510,7510,0,0,7711,12,0,184
io2_l2p1n1_l4n1n2_d1d2,9.451,32,176,17861,20225,224,75,87,75,8x32,2x32,114.349,10858,10858,0,0,15080,16,0,176
io2_l2p1n1_l4n1p1,9.298,32,182,13471,15084,231,70,98,70,8x32,2x32,106.104,7414,7414,0,0,7546,16,0,182
io2_l2p1n1_l4n1p1_d1d2,9.24,32,176,17850,20318,223,80,88,80,8x32,2x32,113.813,10654,10654,0,0,15061,16,0,176
io2_l2p1n1_l4n1p2,9.298,32,184,13947,15351,233,70,99,70,8x32,2x32,106.831,7650,7641,0,9,7744,12,0,184
io2_l2p1n1_l4n1p2_d1d2,9.24,32,178,18511,20645,225,75,89,75,8x32,2x32,117.336,10911,10902,0,9,17975,16,0,178
io2_l2p1n1_l4p1n1,9.263,32,184,17951,17332,354,100,96,100,8x32,2x32,116.217,10621,10621,0,0,11685,16,0,184
io2_l2p1n1_l4p1n1_d1d2,9.543,32,84,16542,19772,346,105,55,105,8x32,2x32,83.531,11605,11605,0,0,14509,16,0,84
io2_l2p1n1_l4p2n1,9.508,32,148,19611,18004,482,132,84,132,8x32,2x32,107.258,12729,12729,0,0,14209,16,0,148
io2_l2p1n1_l4p2n1_d1d2,9.298,32,47,19829,18354,474,105,43,105,8x32,2x32,77.739,13392,13392,0,0,18399,16,0,47
io2_l2p2n1_l4n1n1,8.835,32,26,15843,11683,358,70,46,70,8x32,2x32,143.124,8834,7639,0,1195,12474,16,0,26
io2_l2p2n1_l4n1n1_d1d2,8.813,32,52,20646,17526,350,75,48,75,8x32,2x32,163.58,10611,8970,0,1641,15847,16,0,52
io2_l2p2n1_l4n1n2,8.835,32,26,15855,11633,360,70,46,70,8x32,2x32,165.511,8750,7555,0,1195,12476,16,0,26
io2_l2p2n1_l4n1n2_d1d2,9.206,32,52,20676,17475,352,70,48,70,8x32,2x32,170.805,11414,9773,0,1641,15658,16,0,52
io2_l2p2n1_l4n1p1,8.835,32,26,15862,11728,359,70,47,70,8x32,2x32,145.102,8957,7762,0,1195,12543,16,0,26
io2_l2p2n1_l4n1p1_d1d2,8.813,32,52,20658,17571,351,75,49,75,8x32,2x32,162.545,10737,9096,0,1641,15803,16,0,52
io2_l2p2n1_l4n1p2,8.835,32,26,16111,11784,361,70,47,70,8x32,2x32,182.764,8783,7579,0,1204,12443,16,0,26
io2_l2p2n1_l4n1p2_d1d2,8.813,32,52,21105,17701,353,70,49,70,8x32,2x32,235.391,11038,9388,0,1650,15659,8,0,52
io2_l2p2n1_l4p1n1,8.905,32,26,19502,13690,482,100,44,100,8x32,2x32,198.804,11654,10459,0,1195,16036,16,0,26
io2_l2p2n1_l4p1n1_d1d2,8.835,32,52,23655,20648,474,100,46,100,8x32,2x32,260.569,13679,12038,0,1641,18119,16,0,52
io2_l2p2n1_l4p2n1,8.999,32,26,22923,15791,610,132,44,132,8x32,2x32,207.863,14865,13673,0,1192,19277,16,0,26
io2_l2p2n1_l4p2n1_d1d2,8.858,32,52,28245,20625,602,100,46,100,8x32,2x32,272.325,15450,13809,0,1641,22610,16,0,52
io4_l2n1n1_l4n1n1,8.419,32,5,812,1659,22,9,19,9,14x32,4x32,13.43,808,808,0,0,646,16,0,5
io4_l2n1n1_l4n1n1_d1d2,8.419,64,5,986,3462,23,9,20,9,14x32,4x32,28.238,1581,1581,0,0,646,0,64,5
io4_l2n1n1_l4n1n2,8.419,32,5,846,1799,24,12,19,12,14x32,4x32,13.654,859,859,0,0,655,16,0,5
io4_l2n1n1_l4n1n2_d1d2,8.419,64,5,1033,3650,25,12,20,12,14x32,4x32,28.499,1648,1648,0,0,688,0,64,5
io4_l2n1n1_l4n1n4,8.419,32,20,2047,2672,28,9,25,9,14x32,4x32,23.454,1638,1638,0,0,1493,16,0,20
io4_l2n1n1_l4n1n4_d1d2,8.858,64,5,1202,3203,29,9,20,9,14x32,4x32,29.084,1709,1709,0,0,760,0,64,5
io4_l2n1n1_l4n1p1,8.419,32,5,831,1704,23,9,20,9,14x32,4x32,13.881,835,835,0,0,662,16,0,5
io4_l2n1n1_l4n1p1_d1d2,8.419,64,5,1007,3507,24,9,21,9,14x32,4x32,28.332,1601,1601,0,0,661,0,64,5
io4_l2n1n1_l4n1p2,8.419,32,10,1282,2164,25,12,22,12,14x32,4x32,17.352,1118,1118,0,0,987,16,0,10
io4_l2n1n1_l4n1p2_d1d2,8.419,64,10,1458,4003,26,12,23,12,14x32,4x32,31.305,1939,1939,0,0,986,0,64,10
io4_l2n1n1_l4n1p4,8.419,32,20,2430,2862,29,9,26,9,14x32,4x32,24.06,1683,1674,0,9,1401,16,0,20
io4_l2n1n1_l4n1p4_d1d2,8.419,80,20,3502,5393,30,9,27,9,14x32,4x32,41.867,2477,2467,0,10,1530,16,48,20
io4_l2n1n1_l4p1n1,9.206,32,20,7153,4649,146,23,23,23,14x32,4x32,31.836,4654,4654,0,0,6163,12,0,20
io4_l2n1n1_l4p1n1_d1d2,8.813,96,40,7594,11445,147,23,32,23,14x32,4x32,53.342,5628,5628,0,0,5514,16,32,40
io4_l2n1n1_l4p2n1,9.229,32,20,10288,6499,274,39,23,39,14x32,4x32,37.107,7014,7014,0,0,9056,14,0,20
io4_l2n1n1_l4p2n1_d1d2,8.813,96,78,13720,15729,275,26,47,26,14x32,4x32,90.73,11335,11335,0,0,10721,32,32,78
io4_l2n1n1_l4p4n1,9.298,32,20,17021,10191,530,71,23,71,14x32,4x32,50.592,12313,12313,0,0,15254,16,0,20
io4_l2n1n1_l4p4n1_d1d2,9.206,96,80,26273,15379,531,23,48,23,14x32,4x32,91.869,15845,15845,0,0,22833,16,32,80
io4_l2n1n2_l4n1n1,8.419,32,8,1056,1948,25,13,20,13,14x32,4x32,17.822,981,981,0,0,822,16,0,8
io4_l2n1n2_l4n1n1_d1d2,8.419,64,8,1241,4006,26,12,21,12,14x32,4x32,30.028,1710,1710,0,0,834,0,64,8
io4_l2n1n2_l4n1n2,8.419,32,8,1090,2088,27,16,20,16,14x32,4x32,17.685,1016,1016,0,0,830,16,0,8
io4_l2n1n2_l4n1n2_d1d2,8.419,64,8,1288,4194,28,15,21,15,14x32,4x32,30.322,1790,1790,0,0,876,0,64,8
io4_l2n1n2_l4n1n4,8.419,32,20,2131,2838,31,13,25,13,14x32,4x32,26.131,1786,1786,0,0,1604,16,0,20
io4_l2n1n2_l4n1n4_d1d2,8.858,64,8,1457,3554,32,12,21,12,14x32,4x32,30.523,1849,1849,0,0,948,0,64,8
io4_l2n1n2_l4n1p1,8.419,32,8,1075,1993,26,13,21,13,14x32,4x32,18.109,986,986,0,0,837,16,0,8
io4_l2n1n2_l4n1p1_d1d2,8.419,64,8,1262,3427,27,12,22,12,14x32,4x32,29.411,1740,1740,0,0,845,0,64,8
io4_l2n1n2_l4n1p2,8.419,32,10,1366,2330,28,16,22,16,14x32,4x32,19.443,1274,1274,0,0,1100,16,0,10
io4_l2n1n2_l4n1p2_d1d2,8.419,64,10,1553,3704,29,15,23,15,14x32,4x32,31.405,2029,2029,0,0,1110,0,64,10
io4_l2n1n2_l4n1p4,8.419,32,20,2514,3028,32,13,26,13,14x32,4x32,26.241,1799,1790,0,9,1513,16,0,20
io4_l2n1n2_l4n1p4_d1d2,8.419,80,20,3597,4902,33,12,27,12,14x32,4x32,41.721,2569,2559,0,10,1654,16,48,20
io4_l2n1n2_l4p1n1,9.206,32,20,7205,4789,149,27,23,27,14x32,4x32,36.015,4669,4669,0,0,6240,16,0,20
io4_l2n1n2_l4p1n1_d1d2,8.813,96,40,7657,10549,150,26,32,26,14x32,4x32,55.539,5652,5652,0,0,5606,16,32,40
io4_l2n1n2_l4p2n1,9.229,32,20,10340,6641,277,43,23,43,14x32,4x32,42.812,7255,7255,0,0,9111,16,0,20
io4_l2n1n2_l4p2n1_d1d2,8.813,96,78,13783,15600,278,29,47,29,14x32,4x32,91.168,11774,11774,0,0,10815,32,32,78
io4_l2n1n2_l4p4n1,9.298,32,20,17073,10333,533,75,23,75,14x32,4x32,51.264,12162,12162,0,0,16044,16,0,20
io4_l2n1n2_l4p4n1_d1d2,9.206,96,80,26336,15262,534,26,48,26,14x32,4x32,93.659,15784,15784,0,0,22957,16,32,80
io4_l2n1n4_l4n1n1,8.493,32,14,1591,2318,32,12,23,12,14x32,4x32,21.56,1240,1240,0,0,1042,16,0,14
io4_l2n1n4_l4n1n1_d1d2,8.59,64,14,1697,4428,32,9,23,9,14x32,4x32,33.061,1962,1962,0,0,1159,0,64,14
io4_l2n1n4_l4n1n2,8.847,32,14,1625,2458,34,15,23,15,14x32,4x32,22.015,1295,1295,0,0,1042,16,0,14
io4_l2n1n4_l4n1n2_d1d2,8.602,64,14,1744,4616,34,12,23,12,14x32,4x32,33.481,2030,2030,0,0,1197,0,64,14
io4_l2n1n4_l4n1n4,8.493,32,20,2346,2998,38,12,26,12,14x32,4x32,25.291,1906,1906,0,0,1703,16,0,20
io4_l2n1n4_l4n1n4_d1d2,8.858,64,14,1913,3880,38,9,23,9,14x32,4x32,33.364,2026,2026,0,0,1277,0,64,14
io4_l2n1n4_l4n1p1,8.493,32,14,1610,2363,33,12,24,12,14x32,4x32,21.623,1245,1245,0,0,1053,16,0,14
io4_l2n1n4_l4n1p1_d1d2,8.59,64,14,1718,3753,33,9,24,9,14x32,4x32,32.93,1920,1920,0,0,1171,0,64,14
io4_l2n1n4_l4n1p2,8.493,32,16,1901,2700,35,15,25,15,14x32,4x32,23.56,1512,1512,0,0,1312,16,0,16
io4_l2n1n4_l4n1p2_d1d2,8.59,64,16,2009,4030,35,12,25,12,14x32,4x32,34.373,2222,2222,0,0,1440,0,64,16
io4_l2n1n4_l4n1p4,8.493,32,20,2729,3188,39,12,27,12,14x32,4x32,26.264,1928,1919,0,9,1598,16,0,20
io4_l2n1n4_l4n1p4_d1d2,8.59,80,20,3733,4982,39,9,27,9,14x32,4x32,40.813,2617,2607,0,10,1851,16,48,20
io4_l2n1n4_l4p1n1,9.218,32,20,7356,4912,156,26,24,26,14x32,4x32,35.932,4803,4803,0,0,6255,16,0,20
io4_l2n1n4_l4p1n1_d1d2,8.813,96,40,7793,10607,156,23,32,23,14x32,4x32,57.859,5839,5839,0,0,5801,16,32,40
io4_l2n1n4_l4p2n1,9.24,32,20,10491,6768,284,42,24,42,14x32,4x32,42.379,7145,7145,0,0,9173,16,0,20
io4_l2n1n4_l4p2n1_d1d2,8.813,96,78,13917,15176,284,26,47,26,14x32,4x32,90.008,11443,11443,0,0,11006,32,32,78
io4_l2n1n4_l4p4n1,9.31,32,20,17224,10460,540,74,24,74,14x32,4x32,52.518,12512,12512,0,0,15356,14,0,20
io4_l2n1n4_l4p4n1_d1d2,9.206,96,80,26472,15308,540,23,48,23,14x32,4x32,97.607,15825,15825,0,0,23237,16,32,80
io4_l2n1p1_l4n1n1,8.419,32,5,897,1868,24,12,21,12,14x32,4x32,18.579,984,984,0,0,736,16,0,5
io4_l2n1p1_l4n1n1_d1d2,8.419,64,5,1075,3743,25,12,22,12,14x32,4x32,39.479,1766,1766,0,0,734,0,64,5
io4_l2n1p1_l4n1n2,8.419,32,5,931,2008,26,15,21,15,14x32,4x32,18.507,1036,1036,0,0,745,16,0,5
io4_l2n1p1_l4n1n2_d1d2,8.419,64,5,1122,3931,27,15,22,15,14x32,4x32,39.42,1832,1832,0,0,776,0,64,5
io4_l2n1p1_l4n1n4,8.419,32,20,2132,2881,30,12,27,12,14x32,4x32,28.462,1816,1816,0,0,1577,16,0,20
io4_l2n1p1_l4n1n4_d1d2,8.858,64,5,1291,3484,31,12,22,12,14x32,4x32,41.451,1888,1888,0,0,852,0,64,5
io4_l2n1p1_l4n1p1,8.419,32,5,916,1913,25,12,22,12,14x32,4x32,17.897,984,984,0,0,747,16,0,5
io4_l2n1p1_l4n1p1_d1d2,8.419,64,5,1096,3356,26,12,23,12,14x32,4x32,39.486,1778,1778,0,0,749,0,64,5
io4_l2n1p1_l4n1p2,8.419,32,10,1367,2373,27,15,24,15,14x32,4x32,21.693,1283,1283,0,0,1067,16,0,10
io4_l2n1p1_l4n1p2_d1d2,8.419,64,10,1547,3756,28,15,25,15,14x32,4x32,42.902,2114,2114,0,0,1076,0,64,10
io4_l2n1p1_l4n1p4,8.419,32,20,2515,3057,31,12,28,12,14x32,4x32,29.003,1857,1848,0,9,1487,16,0,20
io4_l2n1p1_l4n1p4_d1d2,8.419,80,20,3591,4940,32,12,29,12,14x32,4x32,52.806,2695,2685,0,10,1619,16,48,20
io4_l2n1p1_l4p1n1,9.206,32,20,7206,4831,148,26,25,26,14x32,4x32,35.353,4700,4700,0,0,6216,12,0,20
io4_l2n1p1_l4p1n1_d1d2,8.813,96,40,7651,10559,149,26,34,26,14x32,4x32,60.831,5828,5828,0,0,5568,16,32,40
io4_l2n1p1_l4p2n1,9.229,32,20,10341,6685,276,42,25,42,14x32,4x32,45.657,7194,7194,0,0,9086,16,0,20
io4_l2n1p1_l4p2n1_d1d2,8.813,96,78,13777,15611,277,29,49,29,14x32,4x32,91.703,10859,10859,0,0,10970,16,32,78
io4_l2n1p1_l4p4n1,9.298,32,20,17074,10377,532,74,25,74,14x32,4x32,54.338,12630,12630,0,0,15360,16,0,20
io4_l2n1p1_l4p4n1_d1d2,9.206,96,80,26330,15261,533,26,50,26,14x32,4x32,100.729,15791,15791,0,0,22885,16,32,80
io4_l2n1p2_l4n1n1,8.847,32,5,993,2011,28,16,22,16,14x32,4x32,19.983,1094,1094,0,0,826,16,0,5
io4_l2n1p2_l4n1n1_d1d2,8.847,64,5,1171,4122,28,15,22,15,14x32,4x32,34.114,1860,1860,0,0,837,0,64,5
io4_l2n1p2_l4n1n2,8.858,32,5,1027,2150,30,19,22,19,14x32,4x32,19.881,1145,1145,0,0,841,16,0,5
io4_l2n1p2_l4n1n2_d1d2,8.858,64,5,1218,4309,30,18,22,18,14x32,4x32,33.867,1946,1946,0,0,873,0,64,5
io4_l2n1p2_l4n1n4,8.847,32,20,2228,3024,34,16,28,16,14x32,4x32,28.82,1948,1948,0,0,1673,16,0,20
io4_l2n1p2_l4n1n4_d1d2,8.602,64,5,1387,3664,34,15,22,15,14x32,4x32,34.585,1963,1963,0,0,947,0,64,5
io4_l2n1p2_l4n1p1,8.847,32,5,1012,2056,29,16,23,16,14x32,4x32,19.29,1103,1103,0,0,838,16,0,5
io4_l2n1p2_l4n1p1_d1d2,8.847,64,5,1192,3543,29,15,23,15,14x32,4x32,34.291,1875,1875,0,0,848,0,64,5
io4_l2n1p2_l4n1p2,8.847,32,10,1463,2516,31,19,25,19,14x32,4x32,22.441,1406,1406,0,0,1163,16,0,10
io4_l2n1p2_l4n1p2_d1d2,8.847,64,10,1643,3943,31,18,25,18,14x32,4x32,37.239,2216,2216,0,0,1172,0,64,10
io4_l2n1p2_l4n1p4,8.847,32,20,2611,3214,35,16,29,16,14x32,4x32,29.654,1974,1965,0,9,1578,16,0,20
io4_l2n1p2_l4n1p4_d1d2,8.847,80,20,3687,5141,35,15,29,15,14x32,4x32,47.582,2727,2717,0,10,1720,16,48,20
io4_l2n1p2_l4p1n1,9.229,32,20,7270,4966,152,30,26,30,14x32,4x32,40.027,4902,4902,0,0,6279,16,0,20
io4_l2n1p2_l4p1n1_d1d2,8.835,96,40,7715,10739,152,29,34,29,14x32,4x32,59.517,5871,5871,0,0,5639,16,32,40
io4_l2n1p2_l4p2n1,9.251,32,20,10405,6822,280,46,26,46,14x32,4x32,47.314,7349,7349,0,0,9236,16,0,20
io4_l2n1p2_l4p2n1_d1d2,8.835,96,78,13841,15791,280,32,49,32,14x32,4x32,87.59,11840,11840,0,0,10855,16,32,78
io4_l2n1p2_l4p4n1,9.321,32,20,17138,10514,536,78,26,78,14x32,4x32,58.962,12716,12716,0,0,16280,16,0,20
io4_l2n1p2_l4p4n1_d1d2,9.229,96,80,26394,15456,536,29,50,29,14x32,4x32,108.185,16104,16104,0,0,22888,32,32,80
io4_l2n1p4_l4n1n1,8.493,32,5,1198,2150,36,15,24,15,14x32,4x32,19.172,1156,1156,0,0,913,16,0,5
io4_l2n1p4_l4n1n1_d1d2,8.59,64,5,1365,4229,34,12,22,12,14x32,4x32,30.635,1885,1885,0,0,1028,0,64,5
io4_l2n1p4_l4n1n2,8.813,32,5,1232,2287,38,18,24,18,14x32,4x32,19.232,1230,1230,0,0,913,16,0,5
io4_l2n1p4_l4n1n2_d1d2,8.813,64,5,1412,4414,36,15,22,15,14x32,4x32,30.361,1920,1920,0,0,1068,0,64,5
io4_l2n1p4_l4n1n4,8.493,32,20,2433,3163,42,15,30,15,14x32,4x32,28.436,2007,2007,0,0,1760,16,0,20
io4_l2n1p4_l4n1n4_d1d2,8.835,64,5,1581,3673,40,12,22,12,14x32,4x32,30.877,2006,2006,0,0,1146,0,64,5
io4_l2n1p4_l4n1p1,8.493,32,5,1217,2195,37,15,25,15,14x32,4x32,19.234,1160,1160,0,0,925,16,0,5
io4_l2n1p4_l4n1p1_d1d2,8.59,64,5,1386,3554,35,12,23,12,14x32,4x32,30.147,1903,1903,0,0,1041,0,64,5
io4_l2n1p4_l4n1p2,8.493,32,10,1668,2655,39,18,27,18,14x32,4x32,22.249,1468,1468,0,0,1250,16,0,10
io4_l2n1p4_l4n1p2_d1d2,8.59,64,10,1837,3954,37,15,25,15,14x32,4x32,34.465,2242,2242,0,0,1365,0,64,10
io4_l2n1p4_l4n1p4,8.493,32,20,2816,3353,43,15,31,15,14x32,4x32,29.102,2032,2023,0,9,1665,16,0,20
io4_l2n1p4_l4n1p4_d1d2,8.59,80,20,3881,5152,41,12,29,12,14x32,4x32,43.206,2750,2740,0,10,1913,16,48,20
io4_l2n1p4_l4p1n1,8.876,32,20,7411,5116,160,29,28,29,14x32,4x32,38.211,4797,4797,0,0,6303,16,0,20
io4_l2n1p4_l4p1n1_d1d2,8.813,96,40,7845,10742,158,26,34,26,14x32,4x32,57.209,5990,5990,0,0,5771,16,32,40
io4_l2n1p4_l4p2n1,8.898,32,20,10546,6957,288,45,28,45,14x32,4x32,43.834,7474,7474,0,0,9205,16,0,20
io4_l2n1p4_l4p2n1_d1d2,8.813,96,78,13969,15314,286,29,49,29,14x32,4x32,84.776,11459,11459,0,0,10978,16,32,78
io4_l2n1p4_l4p4n1,8.968,32,20,17279,10649,544,77,28,77,14x32,4x32,55.294,12795,12795,0,0,15553,16,0,20
io4_l2n1p4_l4p4n1_d1d2,8.973,96,80,26524,15478,542,26,50,26,14x32,4x32,94.937,16061,16061,0,0,23199,16,32,80
io4_l2p1n1_l4n1n1,9.069,32,17,2311,6526,230,38,42,38,14x32,4x32,28.809,2040,2040,0,0,1725,16,0,17
io4_l2p1n1_l4n1n1_d1d2,9.286,96,26,2988,10493,217,38,32,38,14x32,4x32,48.118,2828,2828,0,0,2111,32,32,26
