prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l2n1p2_l4n1n2_d1d2,8.858,32,5,1087,2316,31,28,23,28,6x32,2x32,17.68,1227,1227,0,0,999,16,0,5
io2_l2n1p2_l4n1p1,8.847,32,5,994,1799,29,16,23,16,6x32,2x32,17.46,977,977,0,0,728,16,0,5
io2_l2n1p2_l4n1p1_d1d2,8.847,32,5,1101,2442,30,33,24,33,6x32,2x32,17.416,1231,1231,0,0,980,16,0,5
io2_l2n1p2_l4n1p2,8.847,32,10,1555,2164,31,16,25,16,6x32,2x32,20.701,1211,1202,0,9,963,16,0,10
io2_l2n1p2_l4n1p2_d1d2,8.847,32,10,1839,2901,32,28,26,28,6x32,2x32,22.178,1459,1450,0,9,1278,16,0,10
io2_l2n1p2_l4p1n1,9.251,32,10,5471,4153,152,46,22,46,6x32,2x32,30.575,4167,4167,0,0,4772,16,0,10
io2_l2n1p2_l4p1n1_d1d2,9.229,32,18,5446,6377,153,58,26,58,6x32,2x32,34.535,4627,4627,0,0,4427,16,0,18
io2_l2n1p2_l4p2n1,9.321,32,10,8892,6246,280,78,22,78,6x32,2x32,37.872,6905,6905,0,0,8035,16,0,10
io2_l2n1p2_l4p2n1_d1d2,9.251,32,20,10391,6630,281,58,27,58,6x32,2x32,41.221,6208,6208,0,0,9226,12,0,20
io2_l2p1n1_l4n1n1,9.263,32,152,11292,13451,210,104,67,104,6x32,2x32,90.03,6161,6161,0,0,6395,16,0,152
io2_l2p1n1_l4n1n1_d1d2,9.058,32,176,17212,20389,211,114,76,114,6x32,2x32,112.349,10215,10215,0,0,14390,16,0,176
io2_l2p1n1_l4n1n2,9.263,32,154,11550,13587,212,104,68,104,6x32,2x32,91.392,6323,6323,0,0,6607,16,0,154
io2_l2p1n1_l4n1n2_d1d2,9.451,32,176,17259,20353,213,109,76,109,6x32,2x32,110.888,10279,10279,0,0,11633,16,0,176
io2_l2p1n1_l4n1p1,9.263,32,152,11302,13510,211,104,68,104,6x32,2x32,91.121,6208,6208,0,0,6414,16,0,152
io2_l2p1n1_l4n1p1_d1d2,9.058,32,176,17273,20482,212,114,77,114,6x32,2x32,110.748,10258,10258,0,0,11574,16,0,176
io2_l2p1n1_l4n1p2,9.263,32,154,11742,13742,213,104,69,104,6x32,2x32,92.606,6313,6304,0,9,6549,16,0,154
io2_l2p1n1_l4n1p2_d1d2,9.058,32,178,17851,20813,214,109,78,109,6x32,2x32,113.226,10477,10468,0,9,11809,16,0,178
io2_l2p1n1_l4p1n1,9.309,32,184,17667,17150,334,134,76,134,6x32,2x32,115.467,10510,10510,0,0,11390,16,0,184
io2_l2p1n1_l4p1n1_d1d2,9.543,32,24,13472,17280,335,139,24,139,6x32,2x32,58.855,10483,10483,0,0,14804,16,0,24
io2_l2p1n1_l4p2n1,9.437,32,121,17440,16613,462,166,55,166,6x32,2x32,96.827,11952,11952,0,0,12926,16,0,121
io2_l2p1n1_l4p2n1_d1d2,9.332,32,104,22129,20947,463,139,51,139,6x32,2x32,96.84,13863,13863,0,0,18295,16,0,104
io2_l2p2n1_l4n1n1,8.835,32,26,15729,12030,338,136,26,136,6x32,2x32,142.75,8803,7611,0,1192,12377,16,0,26
io2_l2p2n1_l4n1n1_d1d2,8.966,32,52,20569,17690,339,109,37,109,6x32,2x32,162.45,11241,9600,0,1641,15580,16,0,52
io2_l2p2n1_l4n1n2,8.835,32,26,15760,11980,340,136,26,136,6x32,2x32,162.822,8521,7329,0,1192,12339,16,0,26
io2_l2p2n1_l4n1n2_d1d2,9.206,32,52,20616,17651,341,104,37,104,6x32,2x32,167.996,10664,9023,0,1641,15621,12,0,52
io2_l2p2n1_l4n1p1,8.835,32,26,15771,12111,339,136,27,136,6x32,2x32,157.529,8808,7616,0,1192,12407,16,0,26
io2_l2p2n1_l4n1p1_d1d2,8.966,32,52,20630,17781,340,109,38,109,6x32,2x32,188.369,11500,9859,0,1641,15604,16,0,52
io2_l2p2n1_l4n1p2,8.835,32,26,15952,12129,341,136,27,136,6x32,2x32,185.764,8542,7341,0,1201,12378,16,0,26
io2_l2p2n1_l4n1p2_d1d2,8.813,32,52,20981,17893,342,104,38,104,6x32,2x32,238.581,11099,9449,0,1650,15646,16,0,52
io2_l2p2n1_l4p1n1,8.905,32,26,19420,14077,462,166,24,166,6x32,2x32,198.606,11462,10270,0,1192,15885,16,0,26
io2_l2p2n1_l4p1n1_d1d2,8.835,32,52,23607,20824,463,134,35,134,6x32,2x32,249.581,13535,11894,0,1641,18087,16,0,52
io2_l2p2n1_l4p2n1,8.999,32,26,22841,16146,590,198,24,198,6x32,2x32,203.027,14209,13014,0,1195,19508,16,0,26
io2_l2p2n1_l4p2n1_d1d2,8.858,32,52,28197,20801,591,134,35,134,6x32,2x32,259.56,15339,13698,0,1641,22551,14,0,52
io4_l2n1n1_l4n1n1,8.419,32,5,776,1756,25,16,22,16,10x32,4x32,13.073,795,795,0,0,609,16,0,5
io4_l2n1n1_l4n1n1_d1d2,8.419,64,5,972,3397,26,16,23,16,10x32,4x32,27.552,1597,1597,0,0,627,0,64,5
io4_l2n1n1_l4n1n2,8.419,32,5,828,1908,27,19,22,19,10x32,4x32,13.273,866,866,0,0,640,16,0,5
io4_l2n1n1_l4n1n2_d1d2,8.419,64,5,1008,3537,28,19,23,19,10x32,4x32,27.89,1662,1662,0,0,669,0,64,5
io4_l2n1n1_l4n1n4,8.419,32,20,2029,2787,31,16,28,16,10x32,4x32,22.853,1760,1760,0,0,1361,16,0,20
io4_l2n1n1_l4n1n4_d1d2,8.858,64,5,1142,3114,32,16,23,16,10x32,4x32,28.815,1736,1736,0,0,743,0,64,5
io4_l2n1n1_l4n1p1,8.419,32,5,837,1851,26,16,23,16,10x32,4x32,13.115,878,878,0,0,643,16,0,5
io4_l2n1n1_l4n1p1_d1d2,8.419,64,5,997,3468,27,16,24,16,10x32,4x32,27.746,1678,1678,0,0,652,0,64,5
io4_l2n1n1_l4n1p2,8.419,32,5,899,1989,28,19,23,19,10x32,4x32,13.618,987,987,0,0,721,16,0,5
io4_l2n1n1_l4n1p2_d1d2,8.419,64,5,1064,3642,29,19,24,19,10x32,4x32,28.161,1812,1812,0,0,728,0,64,5
io4_l2n1n1_l4n1p4,8.419,32,20,2348,3011,32,16,29,16,10x32,4x32,23.901,1705,1696,0,9,1393,16,0,20
io4_l2n1n1_l4n1p4_d1d2,8.419,80,20,3506,5568,33,16,30,16,10x32,4x32,40.841,2468,2458,0,10,1543,16,48,20
io4_l2n1n1_l4p1n1,9.206,32,20,7147,4783,149,30,26,30,10x32,4x32,32.862,4657,4657,0,0,6164,16,0,20
io4_l2n1n1_l4p1n1_d1d2,8.813,96,40,7598,11492,150,30,35,30,10x32,4x32,59.784,5550,5550,0,0,5521,32,32,40
io4_l2n1n1_l4p2n1,9.229,32,20,10282,6680,277,46,26,46,10x32,4x32,40.002,7164,7164,0,0,9057,16,0,20
io4_l2n1n1_l4p2n1_d1d2,8.813,96,78,13724,15752,278,33,50,33,10x32,4x32,87.143,11430,11430,0,0,10820,26,32,78
io4_l2n1n1_l4p4n1,9.298,32,20,17015,10324,533,78,26,78,10x32,4x32,53.167,12421,12421,0,0,15464,16,0,20
io4_l2n1n1_l4p4n1_d1d2,9.206,96,80,26277,15402,534,30,51,30,10x32,4x32,106.685,15714,15714,0,0,22819,32,32,80
io4_l2n1n2_l4n1n1,8.419,32,8,1041,2070,28,19,23,19,10x32,4x32,16.222,950,950,0,0,806,16,0,8
io4_l2n1n2_l4n1n1_d1d2,8.419,64,8,1226,3731,29,17,24,17,10x32,4x32,28.826,1734,1734,0,0,815,0,64,8
io4_l2n1n2_l4n1n2,8.419,32,8,1093,2222,30,22,23,22,10x32,4x32,16.427,1027,1027,0,0,836,16,0,8
io4_l2n1n2_l4n1n2_d1d2,8.419,64,8,1262,3871,31,20,24,20,10x32,4x32,29.303,1798,1798,0,0,854,0,64,8
io4_l2n1n2_l4n1n4,8.419,32,20,2134,2978,34,19,28,19,10x32,4x32,24.761,1840,1840,0,0,1494,16,0,20
io4_l2n1n2_l4n1n4_d1d2,8.858,64,8,1396,3351,35,17,24,17,10x32,4x32,30.162,1886,1886,0,0,928,0,64,8
io4_l2n1n2_l4n1p1,8.419,32,8,1102,2165,29,19,24,19,10x32,4x32,16.381,997,997,0,0,876,16,0,8
io4_l2n1n2_l4n1p1_d1d2,8.419,64,8,1251,3802,30,17,25,17,10x32,4x32,28.689,1807,1807,0,0,841,0,64,8
io4_l2n1n2_l4n1p2,8.419,32,8,1164,2294,31,22,24,22,10x32,4x32,16.899,1111,1111,0,0,914,16,0,8
io4_l2n1n2_l4n1p2_d1d2,8.419,64,8,1318,3967,32,20,25,20,10x32,4x32,29.534,1919,1919,0,0,912,0,64,8
io4_l2n1n2_l4n1p4,8.419,32,20,2453,3202,35,19,29,19,10x32,4x32,25.018,1775,1766,0,9,1526,16,0,20
io4_l2n1n2_l4n1p4_d1d2,8.419,80,20,3600,5779,36,17,30,17,10x32,4x32,40.978,2549,2539,0,10,1666,16,48,20
io4_l2n1n2_l4p1n1,9.206,32,20,7220,4948,152,33,26,33,10x32,4x32,35.048,4571,4571,0,0,6263,16,0,20
io4_l2n1n2_l4p1n1_d1d2,8.813,96,40,7660,11682,153,31,35,31,10x32,4x32,60.892,5655,5655,0,0,5606,32,32,40
io4_l2n1n2_l4p2n1,9.229,32,20,10355,6847,280,49,26,49,10x32,4x32,42.733,7194,7194,0,0,9125,16,0,20
io4_l2n1n2_l4p2n1_d1d2,8.813,96,78,13786,15941,281,34,50,34,10x32,4x32,89.338,11050,11050,0,0,10803,32,32,78
io4_l2n1n2_l4p4n1,9.298,32,20,17088,10491,536,81,26,81,10x32,4x32,57.903,12156,12156,0,0,16115,16,0,20
io4_l2n1n2_l4p4n1_d1d2,9.206,96,80,26339,15603,537,31,51,31,10x32,4x32,103.828,15853,15853,0,0,22844,32,32,80
io4_l2n1n4_l4n1n1,8.493,32,14,1495,2298,34,16,25,16,10x32,4x32,19.979,1123,1123,0,0,876,16,0,14
io4_l2n1n4_l4n1n1_d1d2,8.59,64,14,1683,4363,35,16,26,16,10x32,4x32,31.85,1919,1919,0,0,1142,0,64,14
io4_l2n1n4_l4n1n2,8.562,32,14,1547,2450,36,19,25,19,10x32,4x32,20.477,1183,1183,0,0,924,16,0,14
io4_l2n1n4_l4n1n2_d1d2,8.602,64,14,1719,4503,37,19,26,19,10x32,4x32,32.097,1979,1979,0,0,1182,0,64,14
io4_l2n1n4_l4n1n4,8.493,32,20,2268,2960,40,16,28,16,10x32,4x32,25.241,1913,1913,0,0,1437,16,0,20
io4_l2n1n4_l4n1n4_d1d2,8.858,64,14,1853,3791,41,16,26,16,10x32,4x32,32.522,2074,2074,0,0,1253,0,64,14
io4_l2n1n4_l4n1p1,8.493,32,14,1556,2393,35,16,26,16,10x32,4x32,20.603,1191,1191,0,0,937,16,0,14
io4_l2n1n4_l4n1p1_d1d2,8.59,64,14,1708,3714,36,16,27,16,10x32,4x32,32.944,2003,2003,0,0,1166,0,64,14
io4_l2n1n4_l4n1p2,8.562,32,14,1618,2522,37,19,26,19,10x32,4x32,20.58,1279,1279,0,0,986,16,0,14
io4_l2n1n4_l4n1p2_d1d2,8.602,64,14,1775,3783,38,19,27,19,10x32,4x32,32.859,2167,2167,0,0,1240,0,64,14
io4_l2n1n4_l4n1p4,8.493,32,20,2587,3184,41,16,29,16,10x32,4x32,26.104,1850,1841,0,9,1472,16,0,20
io4_l2n1n4_l4n1p4_d1d2,8.59,80,20,3737,5157,42,16,30,16,10x32,4x32,40.025,2625,2615,0,10,1862,16,48,20
io4_l2n1n4_l4p1n1,9.206,32,20,7354,4896,158,30,26,30,10x32,4x32,35.785,4904,4904,0,0,6200,16,0,20
io4_l2n1n4_l4p1n1_d1d2,8.813,96,40,7797,10654,159,30,35,30,10x32,4x32,59.537,5715,5715,0,0,5803,32,32,40
io4_l2n1n4_l4p2n1,9.229,32,20,10489,6799,286,46,26,46,10x32,4x32,41.039,7235,7235,0,0,9115,16,0,20
io4_l2n1n4_l4p2n1_d1d2,8.813,96,78,13923,15679,287,33,50,33,10x32,4x32,89.147,11245,11245,0,0,11010,32,32,78
io4_l2n1n4_l4p4n1,9.298,32,20,17222,10443,542,78,26,78,10x32,4x32,57.143,12430,12430,0,0,15303,16,0,20
io4_l2n1n4_l4p4n1_d1d2,9.206,96,80,26476,15331,543,30,51,30,10x32,4x32,104.61,15761,15761,0,0,22979,32,32,80
io4_l2n1p1_l4n1n1,8.419,32,5,891,1965,27,19,24,19,10x32,4x32,17.343,955,955,0,0,735,16,0,5
io4_l2n1p1_l4n1n1_d1d2,8.419,64,5,1061,3662,28,19,25,19,10x32,4x32,39.542,1771,1771,0,0,722,0,64,5
io4_l2n1p1_l4n1n2,8.419,32,5,943,2117,29,22,24,22,10x32,4x32,18.712,1050,1050,0,0,762,16,0,5
io4_l2n1p1_l4n1n2_d1d2,8.419,64,5,1097,3810,30,22,25,22,10x32,4x32,39.589,1871,1871,0,0,764,0,64,5
io4_l2n1p1_l4n1n4,8.419,32,20,2144,2996,33,19,30,19,10x32,4x32,28.409,1927,1927,0,0,1512,16,0,20
io4_l2n1p1_l4n1n4_d1d2,8.858,64,5,1231,3391,34,19,25,19,10x32,4x32,39.844,1911,1911,0,0,835,0,64,5
io4_l2n1p1_l4n1p1,8.419,32,5,952,2056,28,19,25,19,10x32,4x32,17.973,1064,1064,0,0,763,16,0,5
io4_l2n1p1_l4n1p1_d1d2,8.419,64,5,1086,3301,29,19,26,19,10x32,4x32,38.923,1881,1881,0,0,746,0,64,5
io4_l2n1p1_l4n1p2,8.419,32,5,982,2179,30,22,25,22,10x32,4x32,17.99,1181,1181,0,0,801,16,0,5
io4_l2n1p1_l4n1p2_d1d2,8.419,64,5,1121,3364,31,22,26,22,10x32,4x32,39.222,2010,2010,0,0,788,0,64,5
io4_l2n1p1_l4n1p4,8.419,32,20,2463,3206,34,19,31,19,10x32,4x32,28.721,1858,1849,0,9,1514,16,0,20
io4_l2n1p1_l4n1p4_d1d2,8.419,80,20,3595,5115,35,19,32,19,10x32,4x32,51.805,2640,2630,0,10,1633,16,48,20
io4_l2n1p1_l4p1n1,9.206,32,20,7230,4969,151,33,28,33,10x32,4x32,38.114,4612,4612,0,0,6322,16,0,20
io4_l2n1p1_l4p1n1_d1d2,8.813,96,40,7655,10622,152,33,37,33,10x32,4x32,72.224,5858,5858,0,0,5583,32,32,40
io4_l2n1p1_l4p2n1,9.229,32,20,10365,6866,279,49,28,49,10x32,4x32,44.145,7215,7215,0,0,9186,16,0,20
io4_l2n1p1_l4p2n1_d1d2,8.813,96,78,13781,15650,280,36,52,36,10x32,4x32,99.543,11584,11584,0,0,10801,28,32,78
io4_l2n1p1_l4p4n1,9.298,32,20,17083,10510,535,81,28,81,10x32,4x32,62.187,12358,12358,0,0,15384,16,0,20
io4_l2n1p1_l4p4n1_d1d2,9.206,96,80,26334,15300,536,33,53,33,10x32,4x32,119.478,15888,15888,0,0,22935,32,32,80
io4_l2n1p2_l4n1n1,8.847,32,5,986,2114,30,22,24,22,10x32,4x32,17.535,1084,1084,0,0,826,16,0,5
io4_l2n1p2_l4n1n1_d1d2,8.847,64,5,1157,3831,31,20,25,20,10x32,4x32,32.94,1860,1860,0,0,820,0,64,5
io4_l2n1p2_l4n1n2,8.858,32,5,1038,2265,32,25,24,25,10x32,4x32,18.357,1157,1157,0,0,861,16,0,5
io4_l2n1p2_l4n1n2_d1d2,8.858,64,5,1193,3978,33,23,25,23,10x32,4x32,33.48,1970,1970,0,0,863,0,64,5
io4_l2n1p2_l4n1n4,8.847,32,20,2239,3145,36,22,30,22,10x32,4x32,28.231,2123,2123,0,0,1579,16,0,20
io4_l2n1p2_l4n1n4_d1d2,8.602,64,5,1327,3457,37,20,25,20,10x32,4x32,33.806,2007,2007,0,0,934,0,64,5
io4_l2n1p2_l4n1p1,8.847,32,5,1047,2205,31,22,25,22,10x32,4x32,17.84,1173,1173,0,0,859,16,0,5
io4_l2n1p2_l4n1p1_d1d2,8.847,64,5,1182,3374,32,20,26,20,10x32,4x32,33.01,1970,1970,0,0,850,0,64,5
io4_l2n1p2_l4n1p2,8.858,32,5,1077,2327,33,25,25,25,10x32,4x32,18.43,1318,1318,0,0,890,16,0,5
io4_l2n1p2_l4n1p2_d1d2,8.858,64,5,1217,3436,34,23,26,23,10x32,4x32,33.52,2081,2081,0,0,889,0,64,5
io4_l2n1p2_l4n1p4,8.847,32,20,2558,3369,37,22,31,22,10x32,4x32,28.106,1970,1961,0,9,1608,16,0,20
io4_l2n1p2_l4n1p4_d1d2,8.847,80,20,3691,5202,38,20,32,20,10x32,4x32,46.292,2738,2728,0,10,1735,16,48,20
io4_l2n1p2_l4p1n1,9.229,32,20,7293,5110,154,36,28,36,10x32,4x32,38.708,4690,4690,0,0,6381,16,0,20
io4_l2n1p2_l4p1n1_d1d2,8.835,96,40,7719,10688,155,34,37,34,10x32,4x32,65.706,5989,5989,0,0,5647,32,32,40
io4_l2n1p2_l4p2n1,9.251,32,20,10428,7009,282,52,28,52,10x32,4x32,45.705,7376,7376,0,0,9174,16,0,20
io4_l2n1p2_l4p2n1_d1d2,8.835,96,78,13845,15716,283,37,52,37,10x32,4x32,95.02,11398,11398,0,0,11110,32,32,78
io4_l2n1p2_l4p4n1,9.321,32,20,17147,10653,538,84,28,84,10x32,4x32,58.366,12700,12700,0,0,15466,16,0,20
io4_l2n1p2_l4p4n1_d1d2,9.229,96,80,26398,15381,539,34,53,34,10x32,4x32,110.398,16044,16044,0,0,22958,32,32,80
io4_l2n1p4_l4n1n1,8.493,32,5,1179,2027,36,19,24,19,10x32,4x32,16.409,1091,1091,0,0,770,16,0,5
io4_l2n1p4_l4n1n1_d1d2,8.59,64,5,1351,4148,37,19,25,19,10x32,4x32,29.547,1878,1878,0,0,1012,0,64,5
io4_l2n1p4_l4n1n2,8.813,32,5,1231,2176,38,22,24,22,10x32,4x32,16.322,1136,1136,0,0,794,16,0,5
io4_l2n1p4_l4n1n2_d1d2,8.813,64,5,1387,4293,39,22,25,22,10x32,4x32,29.488,1967,1967,0,0,1056,0,64,5
io4_l2n1p4_l4n1n4,8.493,32,20,2432,3058,42,19,30,19,10x32,4x32,25.708,2040,2040,0,0,1545,16,0,20
io4_l2n1p4_l4n1n4_d1d2,8.835,64,5,1521,3580,43,19,25,19,10x32,4x32,30.086,2028,2028,0,0,1127,0,64,5
io4_l2n1p4_l4n1p1,8.493,32,5,1240,2118,37,19,25,19,10x32,4x32,16.618,1184,1184,0,0,799,16,0,5
io4_l2n1p4_l4n1p1_d1d2,8.59,64,5,1376,3499,38,19,26,19,10x32,4x32,29.262,1969,1969,0,0,1036,0,64,5
io4_l2n1p4_l4n1p2,8.813,32,5,1270,2238,39,22,25,22,10x32,4x32,17.508,1279,1279,0,0,896,16,0,5
io4_l2n1p4_l4n1p2_d1d2,8.813,64,5,1411,3559,40,22,26,22,10x32,4x32,30.324,2092,2092,0,0,1078,0,64,5
io4_l2n1p4_l4n1p4,8.493,32,20,2751,3282,43,19,31,19,10x32,4x32,26.958,1963,1954,0,9,1607,16,0,20
io4_l2n1p4_l4n1p4_d1d2,8.59,80,20,3885,5327,44,19,32,19,10x32,4x32,42.253,2750,2740,0,10,1923,16,48,20
io4_l2n1p4_l4p1n1,8.876,32,20,7422,5034,160,33,28,33,10x32,4x32,35.291,4775,4775,0,0,6249,16,0,20
io4_l2n1p4_l4p1n1_d1d2,8.813,96,40,7849,10805,161,33,37,33,10x32,4x32,62.18,6069,6069,0,0,5790,32,32,40
io4_l2n1p4_l4p2n1,8.898,32,20,10557,6918,288,49,28,49,10x32,4x32,42.736,7188,7188,0,0,9078,16,0,20
io4_l2n1p4_l4p2n1_d1d2,8.813,96,78,13973,15353,289,36,52,36,10x32,4x32,91.661,11489,11489,0,0,11021,32,32,78
io4_l2n1p4_l4p4n1,8.968,32,20,17277,10562,544,81,28,81,10x32,4x32,55.838,12993,12993,0,0,15348,16,0,20
io4_l2n1p4_l4p4n1_d1d2,8.973,96,80,26528,15517,545,33,53,33,10x32,4x32,104.446,15827,15827,0,0,23005,32,32,80
io4_l2p1n1_l4n1n1,8.835,32,14,1874,5438,212,60,23,60,10x32,4x32,22.482,1298,1298,0,0,1159,16,0,14
io4_l2p1n1_l4n1n1_d1d2,9.286,96,26,2949,10441,213,60,28,60,10x32,4x32,46.303,2803,2803,0,0,2070,32,32,26
