prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l2p1n1_l5p1n1_l8n1n2,9.19,56,8,5186,12537,324,136,67,136,34.681,3678,3678,0,0,4565,28,0,8
io2_l2p1n1_l5p1n1_l8n1n2_d1d2,9.639,56,14,16765,23737,307,150,52,150,59.506,11504,11504,0,0,16184,28,0,14
io2_l2p1n1_l5p1n1_l8n1p1,9.069,56,8,5186,12731,324,139,69,139,34.991,3786,3786,0,0,4505,28,0,8
io2_l2p1n1_l5p1n1_l8n1p1_d1d2,9.245,56,14,16813,24058,307,169,54,169,62.273,11606,11606,0,0,16182,28,0,14
io2_l2p1n1_l5p1n1_l8n1p2,9.463,56,8,5249,12760,327,140,70,140,35.422,3785,3785,0,0,4553,28,0,8
io2_l2p1n1_l5p1n1_l8n1p2_d1d2,9.639,56,14,16879,23980,309,161,54,161,60.125,11744,11744,0,0,16325,28,0,14
io2_l2p1n1_l5p1n1_l8p1n1,9.438,56,8,4923,16343,467,196,86,196,34.611,3540,3540,0,0,4133,28,0,8
io2_l2p1n1_l5p1n1_l8p1n1_d1d2,9.392,56,14,23853,32751,441,211,62,211,68.864,16352,16352,0,0,27171,28,0,14
io2_l2p1n1_l5p1n1_l8p2n1,9.022,56,20,16622,21581,595,196,91,196,53.616,9269,8077,0,1192,12981,28,0,20
io2_l2p1n1_l5p1n1_l8p2n1_d1d2,9.282,56,40,33374,38175,569,206,73,206,87.503,21549,19908,0,1641,29534,28,0,40
io2_l2p2n1_l5p2n1_l8n1n1,8.905,56,20,17575,16577,578,135,72,135,92.108,11566,9182,0,2384,17541,28,0,20
io2_l2p2n1_l5p2n1_l8n1n1_d1d2,8.988,56,40,23311,26209,561,147,63,147,105.302,16877,13595,0,3282,22231,24,0,40
io2_l2p2n1_l5p2n1_l8n1n2,9.002,56,20,17577,16608,580,136,72,136,94.589,11731,9347,0,2384,17449,28,0,20
io2_l2p2n1_l5p2n1_l8n1n2_d1d2,9.382,56,40,23370,26154,563,140,63,140,106.585,15919,12637,0,3282,22306,28,0,40
io2_l2p2n1_l5p2n1_l8n1p1,8.905,56,20,17641,16769,580,139,74,139,93.669,11632,9248,0,2384,17586,28,0,20
io2_l2p2n1_l5p2n1_l8n1p1_d1d2,8.835,56,40,23418,26447,563,159,65,159,110.357,16921,13639,0,3282,22508,28,0,40
io2_l2p2n1_l5p2n1_l8n1p2,9.298,56,20,17640,16816,583,140,75,140,93.948,11791,9407,0,2384,17497,28,0,20
io2_l2p2n1_l5p2n1_l8n1p2_d1d2,9.229,56,40,23510,26389,565,151,65,151,112.594,16843,13561,0,3282,22425,28,0,40
io2_l2p2n1_l5p2n1_l8p1n1,9.415,56,20,18270,21836,723,196,91,196,95.476,12748,10364,0,2384,17960,28,0,20
io2_l2p2n1_l5p2n1_l8p1n1_d1d2,9.285,56,40,30216,36540,697,201,73,201,126.591,22216,18934,0,3282,29067,28,0,40
io2_l2p2n1_l5p2n1_l8p2n1,8.999,56,20,19906,21661,851,196,91,196,191.36,15920,12344,0,3576,22960,28,0,20
io2_l2p2n1_l5p2n1_l8p2n1_d1d2,8.858,56,40,27061,34293,825,196,73,196,301.487,22782,17859,0,4923,29369,28,0,40
io4_l2n1n1_l5n1n1_l8n1n1,8.419,56,5,996,2244,32,13,28,13,16.829,1099,1099,0,0,793,28,0,5
io4_l2n1n1_l5n1n1_l8n1n1_d1d2,8.419,112,5,1256,4949,33,13,29,13,39.143,2388,2388,0,0,794,0,112,5
io4_l2n1n1_l5n1n1_l8n1n2,8.419,56,8,1252,2503,34,17,29,17,18.479,1242,1242,0,0,980,24,0,8
io4_l2n1n1_l5n1n1_l8n1n2_d1d2,8.419,112,8,1509,4647,35,16,30,16,42.198,2504,2504,0,0,979,0,112,8
io4_l2n1n1_l5n1n1_l8n1n4,8.847,56,8,1443,2597,39,16,30,16,18.893,1338,1338,0,0,1168,24,0,8
io4_l2n1n1_l5n1n1_l8n1n4_d1d2,8.602,112,14,1967,4913,39,13,32,13,45.354,2659,2659,0,0,1306,0,112,14
io4_l2n1n1_l5n1n1_l8n1p1,8.419,56,5,1063,2446,34,16,30,16,16.821,1241,1241,0,0,861,28,0,5
io4_l2n1n1_l5n1n1_l8n1p1_d1d2,8.419,112,5,1325,5223,35,16,31,16,39.158,2549,2549,0,0,867,0,112,5
io4_l2n1n1_l5n1n1_l8n1p2,8.419,56,5,1191,2598,37,20,31,20,17.728,1433,1433,0,0,993,24,0,5
io4_l2n1n1_l5n1n1_l8n1p2_d1d2,8.419,112,5,1453,5611,37,19,31,19,40.652,2694,2694,0,0,997,0,112,5
io4_l2n1n1_l5n1n1_l8n1p4,8.858,56,5,1396,2740,43,19,33,19,18.522,1466,1466,0,0,1207,24,0,5
io4_l2n1n1_l5n1n1_l8n1p4_d1d2,8.858,112,5,1647,5721,41,16,31,16,40.884,2712,2712,0,0,1187,0,112,5
io4_l2n1n1_l5n1n1_l8p1n1,8.945,56,11,2026,6793,177,42,49,42,22.483,1849,1849,0,0,1600,24,0,11
io4_l2n1n1_l5n1n1_l8p1n1_d1d2,9.206,112,14,2321,10751,164,42,37,42,45.971,2827,2827,0,0,1579,0,112,14
io4_l2n1n1_l5n1n1_l8p2n1,9.392,56,8,6711,8324,305,45,48,45,32.929,4829,4829,0,0,5768,28,0,8
io4_l2n1n1_l5n1n1_l8p2n1_d1d2,9.322,120,26,8239,13404,292,45,41,45,62.2,6859,6859,0,0,6562,0,104,26
io4_l2n1n1_l5n1n1_l8p4n1,9.229,56,40,28621,16757,561,42,61,42,64.088,13252,10876,0,2376,22350,25,0,40
io4_l2n1n1_l5n1n1_l8p4n1_d1d2,9.206,144,80,40646,26768,548,42,64,42,105.696,19846,16636,0,3210,29619,16,80,80
io4_l2n1n2_l5n1n2_l8n1n1,8.493,56,8,1316,2636,36,21,29,21,21.505,1332,1332,0,0,1038,28,0,8
io4_l2n1n2_l5n1n2_l8n1n1_d1d2,8.59,112,8,1570,5851,37,19,30,19,39.138,2551,2551,0,0,1037,0,112,8
io4_l2n1n2_l5n1n2_l8n1n2,8.505,56,8,1380,2751,38,25,29,25,22.201,1410,1410,0,0,1097,28,0,8
io4_l2n1n2_l5n1n2_l8n1n2_d1d2,8.602,112,8,1631,5021,39,22,30,22,40.095,2607,2607,0,0,1096,0,112,8
io4_l2n1n2_l5n1n2_l8n1n4,8.847,56,8,1571,2845,43,24,30,24,23.889,1488,1488,0,0,1282,28,0,8
io4_l2n1n2_l5n1n2_l8n1n4_d1d2,8.419,112,14,2089,5287,43,19,32,19,43.917,2752,2752,0,0,1424,0,112,14
io4_l2n1n2_l5n1n2_l8n1p1,8.493,56,8,1383,2838,38,24,31,24,22.615,1505,1505,0,0,1107,28,0,8
io4_l2n1n2_l5n1n2_l8n1p1_d1d2,8.59,112,8,1639,5117,39,22,32,22,39.917,2736,2736,0,0,1109,0,112,8
io4_l2n1n2_l5n1n2_l8n1p2,8.505,56,8,1479,2975,41,28,32,28,23.07,1619,1619,0,0,1205,28,0,8
io4_l2n1n2_l5n1n2_l8n1p2_d1d2,8.602,112,8,1735,5298,41,25,32,25,40.661,2823,2823,0,0,1206,0,112,8
io4_l2n1n2_l5n1n2_l8n1p4,8.858,56,8,1684,3117,47,27,34,27,24.076,1646,1646,0,0,1418,28,0,8
io4_l2n1n2_l5n1n2_l8n1p4_d1d2,8.858,112,8,1929,5312,45,22,32,22,41.922,2839,2839,0,0,1399,0,112,8
io4_l2n1n2_l5n1n2_l8p1n1,8.968,56,11,2144,7041,181,50,49,50,26.33,1965,1965,0,0,1699,28,0,11
io4_l2n1n2_l5n1n2_l8p1n1_d1d2,9.206,112,14,2443,10213,168,48,37,48,44.709,2878,2878,0,0,1698,0,112,14
io4_l2n1n2_l5n1n2_l8p2n1,9.392,56,8,6839,8518,309,53,48,53,35.955,4692,4692,0,0,5856,28,0,8
io4_l2n1n2_l5n1n2_l8p2n1_d1d2,9.322,120,26,8361,12954,296,51,41,51,59.895,6923,6923,0,0,6677,0,104,26
io4_l2n1n2_l5n1n2_l8p4n1,9.229,56,40,28749,16999,565,50,61,50,65.637,13053,10677,0,2376,22508,24,0,40
io4_l2n1n2_l5n1n2_l8p4n1_d1d2,9.206,144,80,40768,25672,552,48,64,48,99.377,20182,16972,0,3210,29839,0,68,80
io4_l2n1n4_l5n1n4_l8n1n1,8.881,56,8,1634,2808,46,19,31,19,23.275,1438,1438,0,0,1090,28,0,8
io4_l2n1n4_l5n1n4_l8n1n1_d1d2,8.419,112,14,2166,6353,45,13,32,13,44.08,2701,2701,0,0,1500,0,112,14
io4_l2n1n4_l5n1n4_l8n1n2,8.881,56,8,1698,2923,48,23,31,23,24.435,1504,1504,0,0,1148,28,0,8
io4_l2n1n4_l5n1n4_l8n1n2_d1d2,8.557,112,14,2227,5331,47,16,32,16,44.332,2756,2756,0,0,1556,0,112,14
io4_l2n1n4_l5n1n4_l8n1n4,8.482,56,8,1825,3014,53,22,32,22,24.178,1564,1564,0,0,1268,28,0,8
io4_l2n1n4_l5n1n4_l8n1n4_d1d2,8.579,112,14,2365,5355,51,13,32,13,44.334,2730,2730,0,0,1695,0,112,14
io4_l2n1n4_l5n1n4_l8n1p1,8.881,56,8,1701,3010,48,22,33,22,23.941,1608,1608,0,0,1157,28,0,8
io4_l2n1n4_l5n1n4_l8n1p1_d1d2,8.419,112,14,2235,5427,47,16,34,16,45.764,2881,2881,0,0,1569,0,112,14
io4_l2n1n4_l5n1n4_l8n1p2,8.46,56,8,1765,3137,51,26,34,26,24.809,1673,1673,0,0,1221,28,0,8
io4_l2n1n4_l5n1n4_l8n1p2_d1d2,8.557,112,14,2331,5608,49,19,34,19,45.529,2980,2980,0,0,1667,0,112,14
io4_l2n1n4_l5n1n4_l8n1p4,8.813,56,8,1938,3279,57,25,36,25,24.477,1642,1642,0,0,1404,28,0,8
io4_l2n1n4_l5n1n4_l8n1p4_d1d2,8.858,112,14,2525,5634,53,16,34,16,45.552,2992,2992,0,0,1859,0,112,14
io4_l2n1n4_l5n1n4_l8p1n1,9.321,56,11,2440,7195,191,48,51,48,27.559,2054,2054,0,0,1734,28,0,11
io4_l2n1n4_l5n1n4_l8p1n1_d1d2,9.206,112,14,2719,10265,176,42,37,42,45.277,2858,2858,0,0,1966,0,112,14
io4_l2n1n4_l5n1n4_l8p2n1,9.437,56,8,7093,8604,319,51,50,51,35.914,4729,4729,0,0,5780,28,0,8
io4_l2n1n4_l5n1n4_l8p2n1_d1d2,9.322,120,26,8637,12894,304,45,41,45,60.249,6928,6928,0,0,6951,0,104,26
io4_l2n1n4_l5n1n4_l8p4n1,9.274,56,40,29003,17154,575,48,63,48,68.922,13545,11169,0,2376,22481,28,0,40
io4_l2n1n4_l5n1n4_l8p4n1_d1d2,9.206,144,80,41044,25680,560,42,64,42,105.535,20379,17169,0,3210,30076,24,76,80
io4_l2n1p1_l5n1p1_l8n1n1,8.419,56,5,1130,2648,36,19,32,19,21.035,1423,1423,0,0,933,28,0,5
io4_l2n1p1_l5n1p1_l8n1n1_d1d2,8.419,112,5,1394,5497,37,19,33,19,48.308,2698,2698,0,0,939,0,112,5
io4_l2n1p1_l5n1p1_l8n1n2,8.419,56,8,1386,2907,38,23,33,23,22.543,1535,1535,0,0,1117,24,0,8
io4_l2n1p1_l5n1p1_l8n1n2_d1d2,8.419,112,8,1647,5195,39,22,34,22,50.575,2857,2857,0,0,1118,0,112,8
io4_l2n1p1_l5n1p1_l8n1n4,8.847,56,8,1577,3001,43,22,34,22,23.345,1627,1627,0,0,1303,24,0,8
io4_l2n1p1_l5n1p1_l8n1n4_d1d2,8.602,112,14,2105,5461,43,19,36,19,54.275,3007,3007,0,0,1446,0,112,14
io4_l2n1p1_l5n1p1_l8n1p1,8.419,56,5,1197,2850,38,22,34,22,22.037,1552,1552,0,0,1004,28,0,5
io4_l2n1p1_l5n1p1_l8n1p1_d1d2,8.419,112,5,1463,5147,39,22,35,22,48.446,2863,2863,0,0,1015,0,112,5
io4_l2n1p1_l5n1p1_l8n1p2,8.419,56,5,1325,3002,41,26,35,26,21.519,1696,1696,0,0,1129,24,0,5
io4_l2n1p1_l5n1p1_l8n1p2_d1d2,8.419,112,5,1591,5343,41,25,35,25,49.112,3022,3022,0,0,1137,0,112,5
io4_l2n1p1_l5n1p1_l8n1p4,8.858,56,5,1530,3144,47,25,37,25,22.349,1749,1749,0,0,1331,24,0,5
io4_l2n1p1_l5n1p1_l8n1p4_d1d2,8.858,112,5,1785,5357,45,22,35,22,50.615,3015,3015,0,0,1331,0,112,5
io4_l2n1p1_l5n1p1_l8p1n1,8.945,56,11,2160,7181,181,48,53,48,26.889,2124,2124,0,0,1716,24,0,11
io4_l2n1p1_l5n1p1_l8p1n1_d1d2,9.206,112,14,2459,10323,168,48,41,48,54.78,3120,3120,0,0,1719,0,112,14
io4_l2n1p1_l5n1p1_l8p2n1,9.392,56,8,6845,8744,309,51,52,51,37.844,4958,4958,0,0,5881,28,0,8
io4_l2n1p1_l5n1p1_l8p2n1_d1d2,9.322,120,26,8377,13144,296,51,45,51,70.463,7165,7165,0,0,6700,0,104,26
io4_l2n1p1_l5n1p1_l8p4n1,9.229,56,40,28748,17141,565,48,65,48,65.916,13095,10719,0,2376,22491,20,0,40
io4_l2n1p1_l5n1p1_l8p4n1_d1d2,9.206,144,80,40784,25780,552,48,68,48,113.073,20108,16898,0,3210,29734,16,80,80
io4_l2n1p2_l5n1p2_l8n1n1,8.847,56,5,1322,2931,42,27,34,27,22.654,1635,1635,0,0,1127,28,0,5
io4_l2n1p2_l5n1p2_l8n1n1_d1d2,8.847,112,5,1586,6252,41,25,33,25,42.873,2909,2909,0,0,1127,0,112,5
io4_l2n1p2_l5n1p2_l8n1n2,8.847,56,8,1546,3175,44,31,35,31,25.569,1770,1770,0,0,1280,28,0,8
io4_l2n1p2_l5n1p2_l8n1n2_d1d2,8.847,112,8,1807,5551,43,28,34,28,45.089,3000,3000,0,0,1282,0,112,8
io4_l2n1p2_l5n1p2_l8n1n4,8.881,56,8,1705,3258,49,30,36,30,26.391,1787,1787,0,0,1431,28,0,8
io4_l2n1p2_l5n1p2_l8n1n4_d1d2,8.847,112,14,2265,5817,47,25,36,25,49.714,3150,3150,0,0,1610,0,112,14
io4_l2n1p2_l5n1p2_l8n1p1,8.847,56,5,1389,3133,44,30,36,30,23.725,1743,1743,0,0,1193,28,0,5
io4_l2n1p2_l5n1p2_l8n1p1_d1d2,8.847,112,5,1655,5518,43,28,35,28,43.3,3042,3042,0,0,1204,0,112,5
io4_l2n1p2_l5n1p2_l8n1p2,8.858,56,5,1453,3262,47,34,37,34,24.533,1836,1836,0,0,1257,28,0,5
io4_l2n1p2_l5n1p2_l8n1p2_d1d2,8.858,112,5,1719,5691,45,31,35,31,43.432,3150,3150,0,0,1265,0,112,5
io4_l2n1p2_l5n1p2_l8n1p4,8.419,56,5,1658,3394,53,33,39,33,24.828,1899,1899,0,0,1459,28,0,5
io4_l2n1p2_l5n1p2_l8n1p4_d1d2,8.419,112,5,1913,5695,49,28,35,28,44.701,3168,3168,0,0,1458,0,112,5
io4_l2n1p2_l5n1p2_l8p1n1,9.298,56,11,2288,7433,187,56,55,56,29.575,2274,2274,0,0,1837,28,0,11
io4_l2n1p2_l5n1p2_l8p1n1_d1d2,9.229,112,14,2619,10679,172,54,41,54,51.01,3250,3250,0,0,1881,0,112,14
io4_l2n1p2_l5n1p2_l8p2n1,9.415,56,8,6973,8964,315,59,54,59,40.547,4993,4993,0,0,5992,28,0,8
io4_l2n1p2_l5n1p2_l8p2n1_d1d2,9.344,120,26,8505,13452,300,57,45,57,66.091,7321,7321,0,0,6835,0,104,26
io4_l2n1p2_l5n1p2_l8p4n1,9.251,56,40,28883,17398,571,56,67,56,70.316,13409,11033,0,2376,22606,25,0,40
io4_l2n1p2_l5n1p2_l8p4n1_d1d2,9.229,144,80,40912,26118,556,54,68,54,102.907,20246,17036,0,3210,29856,0,80,80
io4_l2n1p4_l5n1p4_l8n1n1,8.419,56,5,1668,3187,54,25,38,25,23.302,1651,1651,0,0,1229,28,0,5
io4_l2n1p4_l5n1p4_l8n1n1_d1d2,8.419,112,5,1910,6444,49,19,33,19,41.31,2877,2877,0,0,1449,0,112,5
io4_l2n1p4_l5n1p4_l8n1n2,8.46,56,8,1892,3431,56,29,39,29,25.275,1774,1774,0,0,1383,28,0,8
io4_l2n1p4_l5n1p4_l8n1n2_d1d2,8.557,112,8,2131,5551,51,22,34,22,42.22,2966,2966,0,0,1604,0,112,8
io4_l2n1p4_l5n1p4_l8n1n4,8.824,56,8,2019,3504,61,28,40,28,26.15,1825,1825,0,0,1505,28,0,8
io4_l2n1p4_l5n1p4_l8n1n4_d1d2,8.579,112,14,2589,5813,55,19,36,19,45.659,3113,3113,0,0,1932,0,112,14
io4_l2n1p4_l5n1p4_l8n1p1,8.419,56,5,1735,3389,56,28,40,28,23.574,1897,1897,0,0,1278,28,0,5
io4_l2n1p4_l5n1p4_l8n1p1_d1d2,8.419,112,5,1979,5518,51,22,35,22,40.153,2999,2999,0,0,1527,0,112,5
io4_l2n1p4_l5n1p4_l8n1p2,8.813,56,5,1799,3514,59,32,41,32,24.296,2002,2002,0,0,1342,28,0,5
io4_l2n1p4_l5n1p4_l8n1p2_d1d2,8.813,112,5,2043,5687,53,25,35,25,42.199,3136,3136,0,0,1591,0,112,5
io4_l2n1p4_l5n1p4_l8n1p4,8.835,56,5,1940,3634,65,31,43,31,24.839,2045,2045,0,0,1481,28,0,5
io4_l2n1p4_l5n1p4_l8n1p4_d1d2,8.835,112,5,2173,5679,57,22,35,22,41.661,3094,3094,0,0,1722,0,112,5
io4_l2n1p4_l5n1p4_l8p1n1,9.343,56,11,2624,7684,199,54,59,54,29.443,2407,2407,0,0,1914,28,0,11
io4_l2n1p4_l5n1p4_l8p1n1_d1d2,8.824,112,14,2943,10675,180,48,41,48,46.963,3212,3212,0,0,2203,0,112,14
io4_l2n1p4_l5n1p4_l8p2n1,9.022,56,8,7245,9144,327,57,58,57,37.933,5122,5122,0,0,6035,28,0,8
io4_l2n1p4_l5n1p4_l8p2n1_d1d2,8.952,120,26,8765,13376,308,51,45,51,61.554,7320,7320,0,0,7103,0,104,26
io4_l2n1p4_l5n1p4_l8p4n1,8.847,56,40,29165,17658,583,54,71,54,71.395,13737,11361,0,2376,22736,28,0,40
io4_l2n1p4_l5n1p4_l8p4n1_d1d2,8.824,144,80,41172,26148,564,48,68,48,99.587,20077,16867,0,3210,30117,0,80,80
io4_l2p1n1_l5p1n1_l8n1n1,9.496,56,11,2652,10767,322,71,68,71,29.34,2372,2372,0,0,1868,28,0,11
io4_l2p1n1_l5p1n1_l8n1n1_d1d2,9.286,176,26,4026,17570,295,71,46,71,68.174,4088,4088,0,0,2943,64,48,26
io4_l2p1n1_l5p1n1_l8n1n2,9.496,56,11,2716,10866,324,75,68,75,30.187,2447,2447,0,0,1927,28,0,11
