prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l2p1n1_l5p1n1_l7p2n1,9.437,56,152,15419,22315,635,196,111,196,104.404,9925,9925,0,0,10090,24,0,152
io2_l2p1n1_l5p1n1_l7p2n1_d1d2,9.367,56,58,24102,29776,618,174,64,174,87.204,17599,17599,0,0,23443,28,0,58
io2_l2p2n1_l5p2n1_l7n1n1,8.905,56,26,22935,18779,639,134,71,134,184.105,14192,11805,0,2387,19780,28,0,26
io2_l2p2n1_l5p2n1_l7n1n1_d1d2,8.988,56,52,29924,28348,622,139,64,139,233.194,17946,14664,0,3282,25033,26,0,52
io2_l2p2n1_l5p2n1_l7n1n2,8.905,56,26,22925,18729,641,134,71,134,197.291,14150,11763,0,2387,19739,28,0,26
io2_l2p2n1_l5p2n1_l7n1n2_d1d2,9.229,56,52,29951,28309,624,134,64,134,238.129,18099,14817,0,3282,25075,28,0,52
io2_l2p2n1_l5p2n1_l7n1p1,8.905,56,26,23237,18987,640,134,72,134,209.777,14042,11646,0,2396,20262,28,0,26
io2_l2p2n1_l5p2n1_l7n1p1_d1d2,8.988,56,52,30629,28748,623,139,65,139,286.627,18029,14737,0,3292,25073,26,0,52
io2_l2p2n1_l5p2n1_l7n1p2,8.905,56,26,23053,18840,642,134,72,134,211.301,14237,11841,0,2396,19740,28,0,26
io2_l2p2n1_l5p2n1_l7n1p2_d1d2,8.835,56,52,30400,28561,625,134,65,134,302.282,18362,15071,0,3291,25144,28,0,52
io2_l2p2n1_l5p2n1_l7p1n1,8.952,56,26,24542,20430,763,164,69,164,219.644,15669,13282,0,2387,21163,28,0,26
io2_l2p2n1_l5p2n1_l7p1n1_d1d2,8.858,56,52,32023,31039,746,164,62,164,310.28,19877,16595,0,3282,26640,24,0,52
io2_l2p2n1_l5p2n1_l7p2n1,8.999,56,26,24473,21585,891,196,69,196,213.996,15538,13151,0,2387,21810,28,0,26
io2_l2p2n1_l5p2n1_l7p2n1_d1d2,8.858,56,52,33110,31201,874,164,62,164,309.408,21113,17831,0,3282,28316,26,0,52
io4_l2n1n1_l5n1n1_l7n1n1,8.419,56,5,986,2170,30,12,25,12,17.411,1065,1065,0,0,792,28,0,5
io4_l2n1n1_l5n1n1_l7n1n1_d1d2,8.419,112,5,1100,4831,31,12,26,12,37.802,2250,2250,0,0,759,0,112,5
io4_l2n1n1_l5n1n1_l7n1n2,8.847,56,5,1000,2322,32,15,25,15,17.418,1096,1096,0,0,817,28,0,5
io4_l2n1n1_l5n1n1_l7n1n2_d1d2,8.847,112,5,1229,5019,33,15,26,15,38.736,2309,2309,0,0,831,0,112,5
io4_l2n1n1_l5n1n1_l7n1n4,8.419,56,20,2181,3183,36,12,31,12,26.254,1968,1968,0,0,1507,28,0,20
io4_l2n1n1_l5n1n1_l7n1n4_d1d2,8.419,112,20,2346,5404,37,12,32,12,47.656,3119,3119,0,0,1626,0,112,20
io4_l2n1n1_l5n1n1_l7n1p1,8.419,56,5,1481,2474,31,12,26,12,17.308,1104,1094,0,10,812,28,0,5
io4_l2n1n1_l5n1n1_l7n1p1_d1d2,8.419,112,5,1423,5039,32,12,27,12,38.349,2291,2279,0,12,804,0,112,5
io4_l2n1n1_l5n1n1_l7n1p2,8.419,56,10,1899,2934,33,15,28,15,21.349,1436,1426,0,10,1101,28,0,10
io4_l2n1n1_l5n1n1_l7n1p2_d1d2,8.419,112,10,1974,5599,34,15,29,15,41.441,2624,2612,0,12,1100,0,112,10
io4_l2n1n1_l5n1n1_l7n1p4,8.419,56,20,2308,3293,37,12,32,12,26.456,2004,1995,0,9,1541,28,0,20
io4_l2n1n1_l5n1n1_l7n1p4_d1d2,8.419,112,20,2610,6442,38,12,33,12,48.049,3186,3176,0,10,1675,0,112,20
io4_l2n1n1_l5n1n1_l7p1n1,8.824,56,40,7019,6418,154,26,37,26,47.959,5314,5314,0,0,5918,28,0,40
io4_l2n1n1_l5n1n1_l7p1n1_d1d2,8.824,160,40,7162,13126,155,26,38,26,75.056,6672,6672,0,0,5898,48,64,40
io4_l2n1n1_l5n1n1_l7p2n1,9.218,56,40,7630,7730,282,42,37,42,48.53,5517,5517,0,0,6464,28,0,40
io4_l2n1n1_l5n1n1_l7p2n1_d1d2,8.824,160,80,13586,16896,283,29,54,29,94.81,11438,11438,0,0,11339,42,48,80
io4_l2n1n1_l5n1n1_l7p4n1,9.24,56,40,7287,9594,538,74,37,74,47.762,5733,5733,0,0,6037,28,0,40
io4_l2n1n1_l5n1n1_l7p4n1_d1d2,8.824,160,160,26429,22527,539,26,86,26,157.168,19578,19578,0,0,22330,46,64,160
io4_l2n1n2_l5n1n2_l7n1n1,8.493,56,8,1294,2574,35,20,26,20,21.971,1323,1323,0,0,1022,28,0,8
io4_l2n1n2_l5n1n2_l7n1n1_d1d2,8.59,112,8,1416,5745,36,18,27,18,38.937,2468,2468,0,0,1000,0,112,8
io4_l2n1n2_l5n1n2_l7n1n2,8.847,56,8,1308,2726,37,23,26,23,22.38,1392,1392,0,0,1033,28,0,8
io4_l2n1n2_l5n1n2_l7n1n2_d1d2,8.847,112,8,1545,5933,38,21,27,21,38.948,2518,2518,0,0,1074,0,112,8
io4_l2n1n2_l5n1n2_l7n1n4,8.493,56,20,2329,3464,41,20,31,20,30.468,2170,2170,0,0,1678,28,0,20
io4_l2n1n2_l5n1n2_l7n1n4_d1d2,8.59,112,20,2502,5811,42,18,32,18,49.053,3254,3254,0,0,1808,0,112,20
io4_l2n1n2_l5n1n2_l7n1p1,8.493,56,8,1789,2878,36,20,27,20,21.7,1404,1394,0,10,1046,28,0,8
io4_l2n1n2_l5n1n2_l7n1p1_d1d2,8.59,112,8,1739,4993,37,18,28,18,40.08,2464,2452,0,12,1045,0,112,8
io4_l2n1n2_l5n1n2_l7n1p2,8.55,56,10,2047,3215,38,23,28,23,24.945,1624,1614,0,10,1270,28,0,10
io4_l2n1n2_l5n1n2_l7n1p2_d1d2,8.59,112,10,2130,5334,39,21,29,21,41.363,2798,2786,0,12,1283,0,112,10
io4_l2n1n2_l5n1n2_l7n1p4,8.493,56,20,2456,3574,42,20,32,20,30.985,2201,2192,0,9,1711,28,0,20
io4_l2n1n2_l5n1n2_l7n1p4_d1d2,8.59,112,20,2766,5985,43,18,33,18,49.368,3293,3283,0,10,1850,0,112,20
io4_l2n1n2_l5n1n2_l7p1n1,8.824,56,40,7167,6678,159,34,37,34,51.769,5492,5492,0,0,6092,28,0,40
io4_l2n1n2_l5n1n2_l7p1n1_d1d2,8.824,160,40,7318,12263,160,32,38,32,75.073,6815,6815,0,0,6081,48,64,40
io4_l2n1n2_l5n1n2_l7p2n1,9.218,56,40,7778,7990,287,50,37,50,53.017,5681,5681,0,0,6644,28,0,40
io4_l2n1n2_l5n1n2_l7p2n1_d1d2,8.824,160,80,13742,16801,288,35,54,35,102.835,11448,11448,0,0,11779,48,64,80
io4_l2n1n2_l5n1n2_l7p4n1,9.24,56,40,7435,9870,543,82,37,82,50.445,5737,5737,0,0,6221,28,0,40
io4_l2n1n2_l5n1n2_l7p4n1_d1d2,8.824,160,160,26585,22433,544,32,86,32,158.234,20360,20360,0,0,22709,46,64,160
io4_l2n1n4_l5n1n4_l7n1n1,8.881,56,14,1988,3027,47,18,30,18,27.212,1612,1612,0,0,1389,28,0,14
io4_l2n1n4_l5n1n4_l7n1n1_d1d2,8.419,112,14,2010,6271,46,12,29,12,44.754,2636,2636,0,0,1460,0,112,14
io4_l2n1n4_l5n1n4_l7n1n2,8.517,56,14,2002,3192,49,21,30,21,27.389,1645,1645,0,0,1399,28,0,14
io4_l2n1n4_l5n1n4_l7n1n2_d1d2,8.847,112,14,2139,6475,48,15,29,15,44.401,2710,2710,0,0,1533,0,112,14
io4_l2n1n4_l5n1n4_l7n1n4,8.881,56,20,2703,3707,53,18,33,18,30.128,2333,2333,0,0,1923,28,0,20
io4_l2n1n4_l5n1n4_l7n1n4_d1d2,8.419,112,20,2776,5899,52,12,32,12,48.922,3346,3346,0,0,2139,0,112,20
io4_l2n1n4_l5n1n4_l7n1p1,8.881,56,14,2483,3331,48,18,31,18,26.1,1680,1670,0,10,1414,28,0,14
io4_l2n1n4_l5n1n4_l7n1p1_d1d2,8.419,112,14,2333,5327,47,12,30,12,44.519,2721,2709,0,12,1505,0,112,14
io4_l2n1n4_l5n1n4_l7n1p2,8.881,56,16,2741,3668,50,21,32,21,28.31,1898,1888,0,10,1636,28,0,16
io4_l2n1n4_l5n1n4_l7n1p2_d1d2,8.419,112,16,2724,5668,49,15,31,15,45.866,2996,2984,0,12,1744,0,112,16
io4_l2n1n4_l5n1n4_l7n1p4,8.881,56,20,2830,3817,54,18,34,18,31.06,2366,2357,0,9,1954,28,0,20
io4_l2n1n4_l5n1n4_l7n1p4_d1d2,8.419,112,20,3040,6073,53,12,33,12,49.515,3384,3374,0,10,2184,0,112,20
io4_l2n1n4_l5n1n4_l7p1n1,8.858,56,40,7445,6886,171,32,39,32,52.783,5804,5804,0,0,6236,28,0,40
io4_l2n1n4_l5n1n4_l7p1n1_d1d2,8.824,160,40,7592,12327,170,26,38,26,75.767,7035,7035,0,0,6412,48,64,40
io4_l2n1n4_l5n1n4_l7p2n1,9.251,56,40,8056,8214,299,48,39,48,51.969,5825,5825,0,0,6807,25,0,40
io4_l2n1n4_l5n1n4_l7p2n1_d1d2,8.824,160,80,14016,16865,298,29,54,29,94.657,11301,11301,0,0,11903,36,48,80
io4_l2n1n4_l5n1n4_l7p4n1,9.274,56,40,7713,10078,555,80,39,80,50.893,5771,5771,0,0,6440,28,0,40
io4_l2n1n4_l5n1n4_l7p4n1_d1d2,8.824,160,160,26859,22499,554,26,86,26,158.277,19287,19287,0,0,22549,48,64,160
io4_l2n1p1_l5n1p1_l7n1n1,8.419,56,5,1138,2581,34,18,29,18,21.816,1434,1434,0,0,948,28,0,5
io4_l2n1p1_l5n1p1_l7n1n1_d1d2,8.419,112,5,1258,5386,35,18,30,18,49.088,2630,2630,0,0,918,0,112,5
io4_l2n1p1_l5n1p1_l7n1n2,8.847,56,5,1152,2733,36,21,29,21,22.744,1461,1461,0,0,955,28,0,5
io4_l2n1p1_l5n1p1_l7n1n2_d1d2,8.847,112,5,1387,5574,37,21,30,21,49.21,2680,2680,0,0,993,0,112,5
io4_l2n1p1_l5n1p1_l7n1n4,8.419,56,20,2333,3594,40,18,35,18,32.423,2300,2300,0,0,1662,28,0,20
io4_l2n1p1_l5n1p1_l7n1n4_d1d2,8.419,112,20,2504,5959,41,18,36,18,60.072,3521,3521,0,0,1792,0,112,20
io4_l2n1p1_l5n1p1_l7n1p1,8.419,56,5,1633,2885,35,18,30,18,22.479,1436,1426,0,10,965,28,0,5
io4_l2n1p1_l5n1p1_l7n1p1_d1d2,8.419,112,5,1581,5018,36,18,31,18,49.139,2674,2662,0,12,965,0,112,5
io4_l2n1p1_l5n1p1_l7n1p2,8.419,56,10,2051,3345,37,21,32,21,26.003,1806,1796,0,10,1262,28,0,10
io4_l2n1p1_l5n1p1_l7n1p2_d1d2,8.419,112,10,2132,5482,38,21,33,21,53.397,2976,2964,0,12,1258,0,112,10
io4_l2n1p1_l5n1p1_l7n1p4,8.419,56,20,2460,3704,41,18,36,18,32.936,2372,2363,0,9,1701,28,0,20
io4_l2n1p1_l5n1p1_l7n1p4_d1d2,8.419,112,20,2768,6133,42,18,37,18,60.734,3524,3514,0,10,1830,0,112,20
io4_l2n1p1_l5n1p1_l7p1n1,8.824,56,40,7139,6802,158,32,41,32,53.347,5674,5674,0,0,6045,28,0,40
io4_l2n1p1_l5n1p1_l7p1n1_d1d2,8.824,160,40,7288,12370,159,32,42,32,86.523,7046,7046,0,0,6028,48,64,40
io4_l2n1p1_l5n1p1_l7p2n1,9.218,56,40,7750,8118,286,48,41,48,54.487,5853,5853,0,0,6597,28,0,40
io4_l2n1p1_l5n1p1_l7p2n1_d1d2,8.824,160,80,13712,16908,287,35,58,35,103.63,11423,11423,0,0,11604,44,48,80
io4_l2n1p1_l5n1p1_l7p4n1,9.24,56,40,7407,9982,542,80,41,80,54.478,6086,6086,0,0,6181,28,0,40
io4_l2n1p1_l5n1p1_l7p4n1_d1d2,8.824,160,160,26555,22539,543,32,90,32,155.834,20312,20312,0,0,22469,33,48,160
io4_l2n1p2_l5n1p2_l7n1n1,8.881,56,5,1298,2850,41,26,31,26,24.059,1585,1585,0,0,1105,28,0,5
io4_l2n1p2_l5n1p2_l7n1n1_d1d2,8.881,112,5,1418,6127,40,24,30,24,43.618,2768,2768,0,0,1079,0,112,5
io4_l2n1p2_l5n1p2_l7n1n2,8.562,56,5,1312,2999,43,29,31,29,24.908,1693,1693,0,0,1120,28,0,5
io4_l2n1p2_l5n1p2_l7n1n2_d1d2,8.602,112,5,1547,6312,42,27,30,27,44.649,2782,2782,0,0,1150,0,112,5
io4_l2n1p2_l5n1p2_l7n1n4,8.881,56,20,2493,3863,47,26,37,26,34.207,2484,2484,0,0,1824,28,0,20
io4_l2n1p2_l5n1p2_l7n1n4_d1d2,8.881,112,20,2664,6316,46,24,36,24,55.256,3682,3682,0,0,1955,0,112,20
io4_l2n1p2_l5n1p2_l7n1p1,8.881,56,5,1793,3154,42,26,32,26,24.812,1617,1607,0,10,1125,28,0,5
io4_l2n1p2_l5n1p2_l7n1p1_d1d2,8.881,112,5,1741,5375,41,24,31,24,44.061,2781,2769,0,12,1122,0,112,5
io4_l2n1p2_l5n1p2_l7n1p2,8.881,56,10,2211,3614,44,29,34,29,28.349,1974,1964,0,10,1419,28,0,10
io4_l2n1p2_l5n1p2_l7n1p2_d1d2,8.881,112,10,2292,5839,43,27,33,27,49.053,3091,3079,0,12,1418,0,112,10
io4_l2n1p2_l5n1p2_l7n1p4,8.881,56,20,2620,3973,48,26,38,26,34.383,2515,2506,0,9,1857,28,0,20
io4_l2n1p2_l5n1p2_l7n1p4_d1d2,8.881,112,20,2928,6490,47,24,37,24,55.08,3674,3664,0,10,1992,0,112,20
io4_l2n1p2_l5n1p2_l7p1n1,8.858,56,40,7299,7065,165,40,43,40,55.32,5792,5792,0,0,6204,28,0,40
io4_l2n1p2_l5n1p2_l7p1n1_d1d2,8.858,160,40,7448,12719,164,38,42,38,82.604,7119,7119,0,0,6193,48,64,40
io4_l2n1p2_l5n1p2_l7p2n1,9.251,56,40,7910,8381,293,56,43,56,57.21,5957,5957,0,0,6777,28,0,40
io4_l2n1p2_l5n1p2_l7p2n1_d1d2,8.858,160,80,13872,17257,292,41,58,41,107.438,11880,11880,0,0,11648,44,64,80
io4_l2n1p2_l5n1p2_l7p4n1,9.274,56,40,7567,10245,549,88,43,88,55.07,6049,6049,0,0,6361,28,0,40
io4_l2n1p2_l5n1p2_l7p4n1_d1d2,8.858,160,160,26715,22890,548,38,90,38,163.991,20569,20569,0,0,22577,45,64,160
io4_l2n1p4_l5n1p4_l7n1n1,8.847,56,5,1644,3108,55,24,35,24,24.927,1682,1682,0,0,1343,28,0,5
io4_l2n1p4_l5n1p4_l7n1n1_d1d2,8.847,112,5,1742,6321,50,18,30,18,41.011,2779,2779,0,0,1401,0,112,5
io4_l2n1p4_l5n1p4_l7n1n2,8.858,56,5,1658,3257,57,27,35,27,24.604,1769,1769,0,0,1353,28,0,5
io4_l2n1p4_l5n1p4_l7n1n2_d1d2,8.858,112,5,1871,6506,52,21,30,21,42.141,2762,2762,0,0,1471,0,112,5
io4_l2n1p4_l5n1p4_l7n1n4,8.847,56,20,2839,4121,61,24,41,24,33.95,2574,2574,0,0,2060,28,0,20
io4_l2n1p4_l5n1p4_l7n1n4_d1d2,8.847,112,20,2988,6318,56,18,36,18,51.228,3669,3669,0,0,2277,0,112,20
io4_l2n1p4_l5n1p4_l7n1p1,8.847,56,5,2139,3412,56,24,36,24,24.479,1709,1699,0,10,1363,28,0,5
io4_l2n1p4_l5n1p4_l7n1p1_d1d2,8.847,112,5,2065,5377,51,18,31,18,41.832,2732,2720,0,12,1444,0,112,5
io4_l2n1p4_l5n1p4_l7n1p2,8.847,56,10,2557,3872,58,27,38,27,28.031,2035,2025,0,10,1652,28,0,10
io4_l2n1p4_l5n1p4_l7n1p2_d1d2,8.847,112,10,2616,5841,53,21,33,21,44.958,3124,3112,0,12,1746,0,112,10
io4_l2n1p4_l5n1p4_l7n1p4,8.847,56,20,2966,4231,62,24,42,24,34.739,2608,2599,0,9,2093,28,0,20
io4_l2n1p4_l5n1p4_l7n1p4_d1d2,8.847,112,20,3252,6492,57,18,37,18,53.266,3682,3672,0,10,2319,0,112,20
io4_l2n1p4_l5n1p4_l7p1n1,9.229,56,40,7581,7311,179,38,47,38,53.032,6101,6101,0,0,6353,28,0,40
io4_l2n1p4_l5n1p4_l7p1n1_d1d2,9.229,160,40,7708,12709,174,32,42,32,77.541,6974,6974,0,0,6449,48,64,40
io4_l2n1p4_l5n1p4_l7p2n1,9.24,56,40,8192,8627,307,54,47,54,54.697,6146,6146,0,0,6941,28,0,40
io4_l2n1p4_l5n1p4_l7p2n1_d1d2,9.229,160,80,14132,17247,302,35,58,35,104.211,11200,11200,0,0,11883,48,64,80
io4_l2n1p4_l5n1p4_l7p4n1,9.263,56,40,7849,10507,563,86,47,86,54.416,6172,6172,0,0,6524,28,0,40
io4_l2n1p4_l5n1p4_l7p4n1_d1d2,9.229,160,160,26975,22880,558,32,90,32,155.085,20953,20953,0,0,22868,36,64,160
io4_l2p1n1_l5p1n1_l7n1n1,9.641,56,17,3111,11018,383,70,67,70,34.276,2767,2767,0,0,2371,28,0,17
io4_l2p1n1_l5p1n1_l7n1n1_d1d2,9.285,176,26,3903,17474,356,70,43,70,66.473,4148,4148,0,0,2942,64,48,26
io4_l2p1n1_l5p1n1_l7n1n2,9.665,56,17,3125,11139,385,73,67,73,35.761,2922,2922,0,0,2390,28,0,17
