prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l1n1n1_l3n1p2,8.423,16,5,936,1452,17,7,13,7,16.19,819,819,0,0,751,4,8,5
io2_l1n1n1_l3n1p2_d1d2,8.423,16,5,941,1649,18,12,14,12,15.969,893,893,0,0,817,4,8,5
io2_l1n1n1_l3p1n1,9.101,18,14,4041,4319,138,37,13,37,30.766,2389,2389,0,0,3731,4,6,14
io2_l1n1n1_l3p1n1_d1d2,9.101,18,14,3987,4798,139,42,14,42,31.22,2469,2469,0,0,3732,4,6,14
io2_l1n1n1_l3p2n1,9.047,18,20,15517,8656,266,69,16,69,45.392,7344,6156,0,1188,12439,6,4,20
io2_l1n1n1_l3p2n1_d1d2,9.01,18,40,18528,10826,267,42,25,42,60.66,9190,7554,0,1636,14130,4,4,40
io2_l1n1n2_l3n1n1,8.423,16,10,1199,1676,16,7,14,7,19.217,952,952,0,0,949,4,8,10
io2_l1n1n2_l3n1n1_d1d2,8.423,16,10,1203,1873,17,12,15,12,20.132,1028,1028,0,0,1046,4,8,10
io2_l1n1n2_l3n1n2,8.423,16,10,1227,1649,18,7,14,7,19.786,991,991,0,0,879,4,8,10
io2_l1n1n2_l3n1n2_d1d2,8.423,16,10,1294,1866,19,7,15,7,20.869,1076,1076,0,0,1006,4,8,10
io2_l1n1n2_l3n1p1,8.423,16,10,1232,1759,17,7,15,7,21.809,1116,1116,0,0,1016,4,8,10
io2_l1n1n2_l3n1p1_d1d2,8.423,16,10,1236,1956,18,12,16,12,21.996,1125,1125,0,0,1015,4,8,10
io2_l1n1n2_l3n1p2,8.423,16,10,1290,1737,19,7,15,7,21.609,1140,1140,0,0,947,4,8,10
io2_l1n1n2_l3n1p2_d1d2,8.423,16,10,1358,1930,20,7,16,7,21.809,1193,1193,0,0,1074,4,8,10
io2_l1n1n2_l3p1n1,9.101,18,16,4235,4471,140,37,14,37,34.459,2574,2574,0,0,3897,4,6,16
io2_l1n1n2_l3p1n1_d1d2,9.101,18,16,4244,4952,141,37,15,37,34.185,2642,2642,0,0,3895,4,6,16
io2_l1n1n2_l3p2n1,8.59,18,20,15484,8597,268,69,16,69,51.202,7987,6799,0,1188,12439,4,6,20
io2_l1n1n2_l3p2n1_d1d2,8.553,18,40,18558,10769,269,37,25,37,70.322,9793,8157,0,1636,14254,6,6,40
io2_l1n1p1_l3n1n1,8.423,18,5,816,1516,15,7,13,7,15.824,813,813,0,0,680,4,6,5
io2_l1n1p1_l3n1n1_d1d2,8.423,18,5,815,1731,16,17,14,17,15.711,880,880,0,0,748,4,6,5
io2_l1n1p1_l3n1n2,8.423,18,8,1068,1626,17,7,14,7,19.752,886,886,0,0,803,4,6,8
io2_l1n1p1_l3n1n2_d1d2,8.423,18,8,1066,1831,18,12,15,12,20.664,942,942,0,0,835,4,6,8
io2_l1n1p1_l3n1p1,8.423,18,5,849,1599,16,7,14,7,18.906,906,906,0,0,716,4,6,5
io2_l1n1p1_l3n1p1_d1d2,8.423,18,5,841,1814,17,17,15,17,19.245,957,957,0,0,709,4,6,5
io2_l1n1p1_l3n1p2,8.423,18,5,971,1583,18,7,14,7,17.706,922,922,0,0,775,4,6,5
io2_l1n1p1_l3n1p2_d1d2,8.423,18,5,970,1788,19,12,15,12,17.977,1001,1001,0,0,776,4,6,5
io2_l1n1p1_l3p1n1,9.101,20,14,4076,4450,139,37,14,37,33.912,2556,2556,0,0,3755,8,4,14
io2_l1n1p1_l3p1n1_d1d2,9.101,20,14,4016,4937,140,42,15,42,34.892,2579,2579,0,0,3687,8,4,14
io2_l1n1p1_l3p2n1,9.047,20,20,15552,8787,267,69,17,69,54.216,7355,6167,0,1188,12496,8,4,20
io2_l1n1p1_l3p2n1_d1d2,9.01,20,40,18557,10965,268,42,26,42,72.434,9799,8163,0,1636,14255,8,4,40
io2_l1n1p2_l3n1n1,8.423,20,10,1463,1894,17,7,15,7,22.457,1048,1043,0,5,1003,6,4,10
io2_l1n1p2_l3n1n1_d1d2,8.423,20,10,1448,2090,18,12,16,12,22.852,1149,1144,0,5,1058,6,4,10
io2_l1n1p2_l3n1n2,8.423,20,10,1491,1867,19,7,15,7,22.495,1052,1047,0,5,902,6,4,10
io2_l1n1p2_l3n1n2_d1d2,8.423,20,10,1539,2083,20,7,16,7,23.963,1185,1180,0,5,1018,6,4,10
io2_l1n1p2_l3n1p1,8.423,20,10,1496,1977,18,7,16,7,27.03,1173,1168,0,5,1039,6,4,10
io2_l1n1p2_l3n1p1_d1d2,8.423,20,10,1474,2173,19,12,17,12,28.022,1233,1228,0,5,1021,6,4,10
io2_l1n1p2_l3n1p2,8.423,20,10,1554,1955,20,7,16,7,26.157,1204,1199,0,5,970,6,4,10
io2_l1n1p2_l3n1p2_d1d2,8.423,20,10,1603,2147,21,7,17,7,26.896,1281,1276,0,5,1086,6,4,10
io2_l1n1p2_l3p1n1,9.101,22,16,4499,4689,141,37,15,37,39.784,2674,2669,0,5,3919,10,0,16
io2_l1n1p2_l3p1n1_d1d2,9.101,22,16,4489,5169,142,37,16,37,41.011,2826,2821,0,5,3906,10,0,16
io2_l1n1p2_l3p2n1,8.59,22,20,15748,8799,269,69,17,69,99.674,8172,6979,0,1193,12593,10,2,20
io2_l1n1p2_l3p2n1_d1d2,8.553,22,40,18803,10986,270,37,26,37,102.648,9803,8162,0,1641,14269,6,2,40
io2_l1p1n1_l3n1n1,9.68,18,18,4620,4108,138,37,15,37,38.999,4173,4173,0,0,4205,6,6,18
io2_l1p1n1_l3n1n1_d1d2,9.68,18,18,4617,4641,139,42,16,42,40.979,4267,4267,0,0,4233,6,6,18
io2_l1p1n1_l3n1n2,9.029,18,18,4616,4077,140,37,15,37,41.718,4174,4174,0,0,4165,6,6,18
io2_l1p1n1_l3n1n2_d1d2,9.029,18,18,4676,4612,141,37,16,37,43.314,4287,4287,0,0,4221,6,6,18
io2_l1p1n1_l3n1p1,9.68,18,18,4653,4191,139,37,16,37,44.92,4276,4276,0,0,4240,6,6,18
io2_l1p1n1_l3n1p1_d1d2,9.68,18,18,4643,4724,140,42,17,42,45.99,4374,4374,0,0,4230,6,6,18
io2_l1p1n1_l3n1p2,9.029,18,18,4647,4156,141,37,16,37,45.436,4306,4306,0,0,4167,6,6,18
io2_l1p1n1_l3n1p2_d1d2,9.029,18,18,4708,4685,142,37,17,37,45.817,4383,4383,0,0,4225,6,6,18
io2_l1p1n1_l3p1n1,9.778,20,18,6856,6538,262,67,13,67,50.548,5844,5844,0,0,6676,8,4,18
io2_l1p1n1_l3p1n1_d1d2,9.778,20,18,7114,7337,263,67,14,67,51.39,6050,6050,0,0,6729,8,4,18
io2_l1p1n1_l3p2n1,7.969,20,20,16982,10284,390,99,14,99,108.134,9723,8535,0,1188,14292,6,2,20
io2_l1p1n1_l3p2n1_d1d2,7.966,20,40,20273,12765,391,67,23,67,128.495,12806,11170,0,1636,16388,6,4,40
io2_l1p2n1_l3n1n1,9.047,18,20,5369,4733,266,69,16,69,38.554,3610,3610,0,0,4840,6,6,20
io2_l1p2n1_l3n1n1_d1d2,9.653,18,38,7405,6169,267,42,24,42,57.898,6442,6442,0,0,6481,6,6,38
io2_l1p2n1_l3n1n2,9.634,18,20,5365,4691,268,69,16,69,40.108,3717,3717,0,0,4807,6,6,20
io2_l1p2n1_l3n1n2_d1d2,9.672,18,38,7464,6135,269,37,24,37,61.144,6251,6251,0,0,6542,6,6,38
io2_l1p2n1_l3n1p1,9.047,18,20,5402,4816,267,69,17,69,45.132,3623,3623,0,0,4876,6,6,20
io2_l1p2n1_l3n1p1_d1d2,9.653,18,38,7431,6252,268,42,25,42,65.026,6442,6442,0,0,6546,6,6,38
io2_l1p2n1_l3n1p2,9.634,18,20,5396,4773,269,69,17,69,44.752,3812,3812,0,0,4816,6,6,20
io2_l1p2n1_l3n1p2_d1d2,9.672,18,38,7496,6205,270,37,25,37,64.274,6509,6509,0,0,6544,6,6,38
io2_l1p2n1_l3p1n1,9.132,20,20,7957,7142,390,99,14,99,48.439,5070,5070,0,0,7661,8,4,20
io2_l1p2n1_l3p1n1_d1d2,9.741,20,38,9902,8904,391,67,22,67,69.298,7966,7966,0,0,9015,8,4,38
io2_l1p2n1_l3p2n1,7.984,20,20,17728,10659,518,131,14,131,110.8,8324,7136,0,1188,14619,8,2,20
io2_l1p2n1_l3p2n1_d1d2,7.966,20,40,19689,12769,519,67,23,67,131.977,12664,11028,0,1636,15413,6,4,40
io4_l1n1n1_l3n1n1,8.034,8,5,2223,1734,14,7,12,7,15.827,1361,849,512,0,1611,4,0,5
io4_l1n1n1_l3n1n1_d1d2,8.034,16,5,2223,1999,15,7,13,7,20.962,1627,1115,512,0,1611,0,16,5
io4_l1n1n1_l3n1n2,8.034,8,8,2422,2012,16,10,13,10,19.673,1495,983,512,0,1764,4,0,8
io4_l1n1n1_l3n1n2_d1d2,8.034,16,8,2318,2519,17,10,14,10,23.722,1746,1234,512,0,1765,0,16,8
io4_l1n1n1_l3n1n4,8.678,8,14,2755,2184,20,7,15,7,27.292,1646,1134,512,0,1902,4,0,14
io4_l1n1n1_l3n1n4_d1d2,8.678,16,14,2859,2533,21,7,16,7,31.924,1892,1380,512,0,1902,0,16,14
io4_l1n1n1_l3n1p1,8.034,8,5,2254,1829,15,7,13,7,18.323,1525,1013,512,0,1646,4,0,5
io4_l1n1n1_l3n1p1_d1d2,8.034,16,5,2249,2094,16,7,14,7,23.559,1744,1232,512,0,1641,0,16,5
io4_l1n1n1_l3n1p2,8.034,8,5,2332,1981,17,10,13,10,18.11,1602,1090,512,0,1744,4,0,5
io4_l1n1n1_l3n1p2_d1d2,8.034,16,5,2379,2224,18,10,14,10,22.184,1814,1302,512,0,1740,0,16,5
io4_l1n1n1_l3n1p4,8.678,8,5,2521,1902,21,7,13,7,18.362,1618,1106,512,0,1869,4,0,5
io4_l1n1n1_l3n1p4_d1d2,8.678,16,5,2629,2251,22,7,14,7,21.687,1808,1296,512,0,1871,0,16,5
io4_l1n1n1_l3p1n1,8.712,8,26,6316,5068,138,21,17,21,46.882,3469,2957,512,0,5352,4,0,26
io4_l1n1n1_l3p1n1_d1d2,8.712,32,26,7043,6441,139,21,18,21,52.529,4171,3659,512,0,5868,16,0,26
io4_l1n1n1_l3p2n1,8.775,8,26,6410,6492,266,40,17,40,45.87,4469,3957,512,0,5324,4,0,26
io4_l1n1n1_l3p2n1_d1d2,8.775,24,26,8719,8042,267,24,18,24,55.851,5951,5439,512,0,7869,8,8,26
io4_l1n1n1_l3p4n1,8.659,8,40,29824,14801,522,69,24,69,69.689,13368,10484,512,2372,23543,4,0,40
io4_l1n1n1_l3p4n1_d1d2,8.034,32,160,45812,27371,523,21,73,21,192.82,26769,20813,512,5444,34438,14,0,160
io4_l1n1n2_l3n1n1,8.034,8,5,2228,1866,16,10,12,10,16.725,1477,965,512,0,1620,4,0,5
io4_l1n1n2_l3n1n1_d1d2,8.034,16,5,2272,2109,17,10,13,10,21.429,1695,1183,512,0,1619,0,16,5
io4_l1n1n2_l3n1n2,8.034,8,8,2427,2144,18,13,13,13,20.211,1554,1042,512,0,1773,4,0,8
io4_l1n1n2_l3n1n2_d1d2,8.034,16,8,2367,2629,19,13,14,13,23.351,1812,1300,512,0,1773,0,16,8
io4_l1n1n2_l3n1n4,8.696,8,14,2760,2316,22,10,15,10,26.679,1739,1227,512,0,1911,4,0,14
io4_l1n1n2_l3n1n4_d1d2,8.696,16,14,2908,2643,23,10,16,10,29.896,1964,1452,512,0,1910,0,16,14
io4_l1n1n2_l3n1p1,8.034,8,5,2259,1961,17,10,13,10,18.464,1564,1052,512,0,1655,4,0,5
io4_l1n1n2_l3n1p1_d1d2,8.034,16,5,2142,2468,18,10,14,10,22.613,1793,1281,512,0,1649,0,16,5
io4_l1n1n2_l3n1p2,8.034,8,5,2337,2113,19,13,13,13,18.067,1675,1163,512,0,1754,4,0,5
io4_l1n1n2_l3n1p2_d1d2,8.034,16,5,2272,2598,20,13,14,13,20.889,1881,1369,512,0,1747,0,16,5
io4_l1n1n2_l3n1p4,8.696,8,5,2526,2033,23,10,13,10,18.326,1675,1163,512,0,1878,4,0,5
io4_l1n1n2_l3n1p4_d1d2,8.696,16,5,2470,2712,24,10,14,10,22.059,2034,1522,512,0,2138,0,16,5
io4_l1n1n2_l3p1n1,9.299,8,26,6321,5200,140,24,17,24,46.877,3601,3089,512,0,5361,4,0,26
io4_l1n1n2_l3p1n1_d1d2,9.299,32,26,6780,7079,141,24,18,24,52.137,4272,3760,512,0,5876,16,0,26
io4_l1n1n2_l3p2n1,8.847,8,26,6415,6593,268,43,17,43,46.115,4679,4167,512,0,5348,4,0,26
io4_l1n1n2_l3p2n1_d1d2,8.847,24,26,8690,8253,269,27,18,27,54.026,5996,5484,512,0,7877,8,8,26
io4_l1n1n2_l3p4n1,8.73,8,40,29829,14946,524,72,24,72,71.88,13274,10390,512,2372,23538,4,0,40
io4_l1n1n2_l3p4n1_d1d2,8.106,32,160,45783,27610,525,24,73,24,193.449,26676,20720,512,5444,34024,16,0,160
io4_l1n1n4_l3n1n1,8.034,8,20,3424,2757,20,7,18,7,32.206,2257,1745,512,0,2424,4,0,20
io4_l1n1n4_l3n1n1_d1d2,8.034,16,20,3530,3106,21,7,19,7,37.101,2540,2028,512,0,2424,0,16,20
io4_l1n1n4_l3n1n2,8.034,8,20,3463,2928,22,10,18,10,34.104,2350,1838,512,0,2513,4,0,20
io4_l1n1n4_l3n1n2_d1d2,8.034,16,20,3413,3607,23,10,19,10,37.239,2605,2093,512,0,2514,0,16,20
io4_l1n1n4_l3n1n4,8.678,8,20,3348,2826,26,7,18,7,34.511,2353,1841,512,0,2235,4,0,20
io4_l1n1n4_l3n1n4_d1d2,8.678,16,20,3686,3319,27,7,19,7,39.447,2628,2116,512,0,3266,0,16,20
io4_l1n1n4_l3n1p1,8.034,8,20,3455,2852,21,7,19,7,36.228,2419,1907,512,0,2459,4,0,20
io4_l1n1n4_l3n1p1_d1d2,8.034,16,20,3556,3201,22,7,20,7,41.833,2654,2142,512,0,2454,0,16,20
io4_l1n1n4_l3n1p2,8.034,8,20,3533,3004,23,10,19,10,34.128,2515,2003,512,0,2557,4,0,20
io4_l1n1n4_l3n1p2_d1d2,8.034,16,20,3686,3331,24,10,20,10,38.47,2714,2202,512,0,2553,0,16,20
io4_l1n1n4_l3n1p4,8.678,8,20,3594,2919,27,7,19,7,33.928,2439,1927,512,0,2427,4,0,20
io4_l1n1n4_l3n1p4_d1d2,8.678,16,20,3936,3358,28,7,20,7,39.902,2762,2250,512,0,3455,0,16,20
io4_l1n1n4_l3p1n1,8.712,8,32,6909,5683,144,21,20,21,52.577,4057,3545,512,0,5816,4,0,32
io4_l1n1n4_l3p1n1_d1d2,8.712,32,32,7870,7164,145,21,21,21,60.447,4862,4350,512,0,6842,16,0,32
io4_l1n1n4_l3p2n1,8.26,8,32,7003,7159,272,40,20,40,53.321,5075,4563,512,0,5789,4,0,32
io4_l1n1n4_l3p2n1_d1d2,8.26,24,32,9546,8765,273,24,21,24,65.647,6699,6187,512,0,8458,8,8,32
io4_l1n1n4_l3p4n1,7.931,8,40,29736,14786,528,69,24,69,91.872,14067,11183,512,2372,23760,4,0,40
io4_l1n1n4_l3p4n1_d1d2,7.307,32,160,45958,27458,529,21,73,21,212.954,27258,21302,512,5444,34499,12,0,160
io4_l1n1p1_l3n1n1,8.034,8,5,2122,1806,15,7,13,7,16.827,1439,927,512,0,1505,4,0,5
io4_l1n1p1_l3n1n1_d1d2,8.034,16,5,2117,2071,16,7,14,7,23.917,1699,1187,512,0,1499,0,16,5
io4_l1n1p1_l3n1n2,8.034,8,8,2321,2084,17,10,14,10,22.8,1610,1098,512,0,1658,4,0,8
io4_l1n1p1_l3n1n2_d1d2,8.034,16,8,2212,2591,18,10,15,10,27.738,1821,1309,512,0,1652,0,16,8
io4_l1n1p1_l3n1n4,8.678,8,14,2654,2256,21,7,16,7,29.982,1757,1245,512,0,1796,4,0,14
io4_l1n1p1_l3n1n4_d1d2,8.678,16,14,2753,2605,22,7,17,7,34.316,1963,1451,512,0,1790,0,16,14
io4_l1n1p1_l3n1p1,8.034,8,5,2153,1901,16,7,14,7,20.619,1566,1054,512,0,1540,4,0,5
io4_l1n1p1_l3n1p1_d1d2,8.034,16,5,2143,2166,17,7,15,7,27.452,1817,1305,512,0,1529,0,16,5
io4_l1n1p1_l3n1p2,8.034,8,5,2231,2053,18,10,14,10,19.305,1624,1112,512,0,1638,4,0,5
io4_l1n1p1_l3n1p2_d1d2,8.034,16,5,2117,2560,19,10,15,10,26.113,1873,1361,512,0,1628,0,16,5
io4_l1n1p1_l3n1p4,8.678,8,5,2420,1974,22,7,14,7,20.065,1625,1113,512,0,1763,4,0,5
io4_l1n1p1_l3n1p4_d1d2,8.678,16,5,2523,2323,23,7,15,7,25.663,1885,1373,512,0,1759,0,16,5
io4_l1n1p1_l3p1n1,8.712,8,26,6215,5140,139,21,18,21,49.801,3479,2967,512,0,5250,4,0,26
io4_l1n1p1_l3p1n1_d1d2,8.712,32,26,6937,6513,140,21,19,21,57.014,4234,3722,512,0,5750,16,0,26
io4_l1n1p1_l3p2n1,8.775,8,26,6309,6580,267,40,18,40,50.54,4583,4071,512,0,5209,4,0,26
io4_l1n1p1_l3p2n1_d1d2,8.775,24,26,8613,8130,268,24,19,24,61.016,6239,5727,512,0,7760,8,8,26
io4_l1n1p1_l3p4n1,8.659,8,40,29723,14873,523,69,25,69,78.898,13131,10247,512,2372,23504,4,0,40
io4_l1n1p1_l3p4n1_d1d2,8.034,32,160,45706,27443,524,21,74,21,210.987,26706,20750,512,5444,34301,16,0,160
io4_l1n1p2_l3n1n1,8.034,8,5,2125,1924,17,10,13,10,20.443,1664,1152,512,0,1536,4,0,5
io4_l1n1p2_l3n1n1_d1d2,8.034,16,5,2181,2167,18,10,14,10,27.128,2049,1537,512,0,1958,0,16,5
io4_l1n1p2_l3n1n2,8.034,8,8,2324,2193,19,13,14,13,23.623,1707,1195,512,0,1689,4,0,8
io4_l1n1p2_l3n1n2_d1d2,8.034,16,8,2276,2678,20,13,15,13,29.708,2296,1784,512,0,1951,0,16,8
io4_l1n1p2_l3n1n4,8.696,8,14,2657,2365,23,10,16,10,32.009,1859,1347,512,0,1827,4,0,14
io4_l1n1p2_l3n1n4_d1d2,8.696,16,14,2817,2692,24,10,17,10,36.635,2319,1807,512,0,2147,0,16,14
io4_l1n1p2_l3n1p1,8.034,8,5,2156,2019,18,10,14,10,22.351,1667,1155,512,0,1571,4,0,5
io4_l1n1p2_l3n1p1_d1d2,8.034,16,5,2207,2262,19,10,15,10,30.588,1985,1473,512,0,1626,0,16,5
io4_l1n1p2_l3n1p2,8.034,8,5,2202,2156,20,13,14,13,21.382,1720,1208,512,0,1637,4,0,5
io4_l1n1p2_l3n1p2_d1d2,8.034,16,5,2149,2641,21,13,15,13,28.724,2036,1524,512,0,1693,0,16,5
io4_l1n1p2_l3n1p4,8.696,8,5,2391,2076,24,10,14,10,22.616,1738,1226,512,0,1764,4,0,5
io4_l1n1p2_l3n1p4_d1d2,8.696,16,5,2555,2403,25,10,15,10,27.337,2041,1529,512,0,1824,0,16,5
io4_l1n1p2_l3p1n1,9.299,8,26,6186,5243,141,24,18,24,52.733,3472,2960,512,0,5244,4,0,26
io4_l1n1p2_l3p1n1_d1d2,9.299,32,26,6969,6594,142,24,19,24,60.632,4437,3925,512,0,5822,16,0,26
io4_l1n1p2_l3p2n1,8.847,8,26,6280,6680,269,43,18,43,53.132,4693,4181,512,0,5202,4,0,26
io4_l1n1p2_l3p2n1_d1d2,8.847,24,26,8567,8340,270,27,19,27,61.909,6273,5761,512,0,7761,8,8,26
io4_l1n1p2_l3p4n1,8.73,8,40,29694,14973,525,72,25,72,93.333,13182,10298,512,2372,23488,4,0,40
io4_l1n1p2_l3p4n1_d1d2,8.106,32,160,45660,27656,526,24,74,24,227.643,26960,21004,512,5444,33923,12,0,160
io4_l1n1p4_l3n1n1,8.034,16,20,3422,2943,21,7,19,7,32.657,2208,1819,384,5,2087,8,0,20
io4_l1n1p4_l3n1n1_d1d2,8.034,24,20,3523,3292,22,7,20,7,38.365,2466,2077,384,5,2179,4,16,20
io4_l1n1p4_l3n1n2,8.034,16,20,3461,3114,23,10,19,10,34.113,2268,1879,384,5,2209,8,0,20
io4_l1n1p4_l3n1n2_d1d2,8.034,24,20,3406,3793,24,10,20,10,39.985,2530,2141,384,5,2269,4,16,20
io4_l1n1p4_l3n1n4,8.678,16,20,3346,3012,27,7,19,7,37.191,2268,1879,384,5,1996,8,0,20
io4_l1n1p4_l3n1n4_d1d2,8.678,24,20,3679,3505,28,7,20,7,41.787,2593,2204,384,5,2249,4,16,20
io4_l1n1p4_l3n1p1,8.034,16,20,3453,3038,22,7,20,7,38.598,2393,2004,384,5,2122,8,0,20
io4_l1n1p4_l3n1p1_d1d2,8.034,24,20,3549,3387,23,7,21,7,47.178,2590,2201,384,5,2209,4,16,20
io4_l1n1p4_l3n1p2,8.034,16,20,3531,3190,24,10,20,10,38.016,2481,2092,384,5,2253,8,0,20
io4_l1n1p4_l3n1p2_d1d2,8.034,24,20,3471,3869,25,10,21,10,42.762,2652,2263,384,5,2308,4,16,20
io4_l1n1p4_l3n1p4,8.678,16,20,3592,3105,28,7,20,7,37.265,2499,2110,384,5,2188,8,0,20
io4_l1n1p4_l3n1p4_d1d2,8.678,24,20,3929,3544,29,7,21,7,43.892,2648,2259,384,5,2441,4,16,20
io4_l1n1p4_l3p1n1,8.712,16,32,6907,5869,145,21,21,21,56.62,3988,3599,384,5,5574,8,0,32
io4_l1n1p4_l3p1n1_d1d2,8.712,40,32,7863,7350,146,21,22,21,67.249,4778,4389,384,5,6205,20,0,32
io4_l1n1p4_l3p2n1,8.26,16,32,7001,7377,273,40,21,40,57.942,5051,4662,384,5,5532,8,0,32
io4_l1n1p4_l3p2n1_d1d2,8.26,32,32,9539,8983,274,24,22,24,72.073,6590,6201,384,5,8213,12,8,32
io4_l1n1p4_l3p4n1,7.931,16,40,29734,14972,529,69,25,69,167.169,13939,11178,384,2377,23544,8,0,40
io4_l1n1p4_l3p4n1_d1d2,7.307,40,160,45951,27644,530,21,74,21,300.608,26380,20547,384,5449,34158,12,0,160
io4_l1p1n1_l3n1n1,8.034,16,40,7408,5631,138,21,24,21,57.131,5334,4950,384,0,5972,8,0,40
io4_l1p1n1_l3n1n1_d1d2,8.034,40,40,7613,7008,139,21,25,21,63.873,5570,5186,384,0,6066,20,0,40
io4_l1p1n1_l3n1n2,8.621,16,40,7415,5781,140,24,24,24,59.95,5373,4989,384,0,6064,8,0,40
io4_l1p1n1_l3n1n2_d1d2,8.621,40,40,7360,7664,141,24,25,24,66.152,5636,5252,384,0,6125,20,0,40
io4_l1p1n1_l3n1n4,8.659,16,40,7300,5693,144,21,24,21,62.432,5291,4907,384,0,6007,8,0,40
io4_l1p1n1_l3n1n4_d1d2,8.659,40,40,7737,7178,145,21,25,21,67.652,5603,5219,384,0,6130,20,0,40
io4_l1p1n1_l3n1p1,8.034,16,40,7439,5726,139,21,25,21,62.349,5393,5009,384,0,6002,8,0,40
io4_l1p1n1_l3n1p1_d1d2,8.034,40,40,7639,7103,140,21,26,21,72.058,5689,5305,384,0,6098,20,0,40
io4_l1p1n1_l3n1p2,8.621,16,40,7453,5860,141,24,25,24,61.791,5497,5113,384,0,6067,8,0,40
io4_l1p1n1_l3n1p2_d1d2,8.621,40,40,7393,7743,142,24,26,24,68.282,5830,5446,384,0,6199,20,0,40
io4_l1p1n1_l3n1p4,8.659,16,40,7450,5763,145,21,25,21,61.599,5460,5076,384,0,6067,8,0,40
io4_l1p1n1_l3n1p4_d1d2,8.659,40,40,7891,7226,146,21,26,21,67.598,5871,5487,384,0,6191,20,0,40
io4_l1p1n1_l3p1n1,8.72,16,40,9581,7944,262,35,22,35,67.356,6591,6207,384,0,8537,8,0,40
io4_l1p1n1_l3p1n1_d1d2,8.72,40,40,11121,10721,263,35,23,35,79.115,8163,7779,384,0,9653,20,0,40
io4_l1p1n1_l3p2n1,8.662,16,40,9938,9482,390,54,22,54,69.865,7648,7264,384,0,8961,8,0,40
io4_l1p1n1_l3p2n1_d1d2,8.279,40,40,12312,12240,391,38,23,38,80.049,9281,8897,384,0,10885,20,0,40
io4_l1p1n1_l3p4n1,7.95,16,40,30764,15795,646,83,22,83,171.027,14381,11625,384,2372,24582,8,0,40
io4_l1p1n1_l3p4n1_d1d2,7.894,40,160,47469,29445,647,35,71,35,338.539,28776,22948,384,5444,35982,20,0,160
io4_l1p2n1_l3n1n1,8.621,16,40,9215,6515,266,40,24,40,61.383,6486,6102,384,0,7809,8,0,40
io4_l1p2n1_l3n1n1_d1d2,8.678,40,80,13573,11301,267,24,41,24,106.09,9937,9553,384,0,11317,20,0,80
io4_l1p2n1_l3n1n2,9.208,16,40,9222,6653,268,43,24,43,62.922,6362,5978,384,0,7897,8,0,40
io4_l1p2n1_l3n1n2_d1d2,8.696,40,80,13554,11555,269,27,41,27,108.377,10137,9753,384,0,11374,20,0,80
io4_l1p2n1_l3n1n4,9.246,16,40,9107,6547,272,40,24,40,63.63,6465,6081,384,0,7845,8,0,40
io4_l1p2n1_l3n1n4_d1d2,8.621,40,80,13697,11463,273,24,41,24,111.218,10085,9701,384,0,11927,16,0,80
io4_l1p2n1_l3n1p1,8.621,16,40,9246,6610,267,40,25,40,64.822,6531,6147,384,0,7841,8,0,40
