prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l2n1p1_l5n1p1_l8n1p1,8.423,56,5,1245,2614,38,25,34,25,8x32,2x32,28.128,1506,1506,0,0,1106,28,0,5
io2_l2n1p1_l5n1p1_l8n1p1_d1d2,7.966,56,5,1417,3809,39,85,35,85,8x32,2x32,27.904,1882,1882,0,0,1393,28,0,5
io2_l2n1p1_l5n1p1_l8n1p2,8.423,56,5,1371,2685,41,26,35,26,8x32,2x32,27.764,1586,1586,0,0,1234,24,0,5
io2_l2n1p1_l5n1p1_l8n1p2_d1d2,7.966,56,5,1543,3773,41,77,35,77,8x32,2x32,28.332,1962,1962,0,0,1486,28,0,5
io2_l2n1p1_l5n1p1_l8p1n1,9.687,56,8,3309,7853,181,82,52,82,8x32,2x32,36.641,2646,2646,0,0,2869,24,0,8
io2_l2n1p1_l5n1p1_l8p1n1_d1d2,9.694,56,14,9763,14366,173,127,46,127,8x32,2x32,44.565,7034,7034,0,0,9297,28,0,14
io2_l2n1p1_l5n1p1_l8p2n1,9.634,56,20,15322,11918,309,82,57,82,8x32,2x32,50.791,7517,6326,0,1191,12041,28,0,20
io2_l2n1p1_l5n1p1_l8p2n1_d1d2,8.48,56,40,19842,18546,301,122,57,122,8x32,2x32,57.207,11095,9456,0,1639,15258,24,0,40
io2_l2n1p2_l5n1p2_l8n1n1,9.066,56,5,1330,2545,42,23,34,23,8x32,2x32,26.066,1454,1454,0,0,1064,28,0,5
io2_l2n1p2_l5n1p2_l8n1n1_d1d2,7.966,56,5,1500,3480,41,57,33,57,8x32,2x32,27.826,1745,1745,0,0,1602,28,0,5
io2_l2n1p2_l5n1p2_l8n1n2,9.085,56,8,1556,2709,44,24,35,24,8x32,2x32,28.998,1557,1557,0,0,1222,28,0,8
io2_l2n1p2_l5n1p2_l8n1n2_d1d2,7.966,56,8,1719,3561,43,50,34,50,8x32,2x32,27.994,1708,1708,0,0,1622,28,0,8
io2_l2n1p2_l5n1p2_l8n1p1,9.066,56,5,1433,2735,44,27,36,27,8x32,2x32,28.278,1597,1597,0,0,1168,28,0,5
io2_l2n1p2_l5n1p2_l8n1p1_d1d2,7.966,56,5,1605,3716,43,69,35,69,8x32,2x32,25.888,1820,1820,0,0,1641,28,0,5
io2_l2n1p2_l5n1p2_l8n1p2,9.085,56,5,1495,2783,47,28,37,28,8x32,2x32,26.852,1640,1640,0,0,1231,28,0,5
io2_l2n1p2_l5n1p2_l8n1p2_d1d2,7.969,56,5,1667,3657,45,61,35,61,8x32,2x32,27.376,1916,1916,0,0,1672,28,0,5
io2_l2n1p2_l5n1p2_l8p1n1,9.725,56,8,3433,7943,187,84,54,84,8x32,2x32,34.589,2705,2705,0,0,2877,28,0,8
io2_l2n1p2_l5n1p2_l8p1n1_d1d2,9.732,56,14,9917,14242,177,111,46,111,8x32,2x32,43.326,6997,6997,0,0,9514,28,0,14
io2_l2n1p2_l5n1p2_l8p2n1,9.672,56,20,15446,12013,315,84,59,84,8x32,2x32,51.506,7783,6592,0,1191,12039,24,0,20
io2_l2n1p2_l5n1p2_l8p2n1_d1d2,8.518,56,40,19966,18426,305,106,57,106,8x32,2x32,58.463,11204,9565,0,1639,15326,22,0,40
io2_l2p1n1_l5p1n1_l8n1n1,9.164,56,8,5109,12533,322,135,67,135,8x32,2x32,41.899,3680,3680,0,0,4411,28,0,8
io2_l2p1n1_l5p1n1_l8n1n1_d1d2,9.171,56,14,16720,23832,305,157,52,157,8x32,2x32,75.263,11570,11570,0,0,25536,28,0,14
io2_l2p1n1_l5p1n1_l8n1n2,9.751,56,8,5192,12547,324,136,67,136,8x32,2x32,42.819,3696,3696,0,0,4506,28,0,8
io2_l2p1n1_l5p1n1_l8n1n2_d1d2,9.758,56,14,16785,23761,307,150,52,150,8x32,2x32,66.205,11551,11551,0,0,28457,28,0,14
io2_l2p1n1_l5p1n1_l8n1p1,9.164,56,8,5218,12739,324,139,69,139,8x32,2x32,43.323,3827,3827,0,0,4533,28,0,8
io2_l2p1n1_l5p1n1_l8n1p1_d1d2,9.171,56,14,16816,24080,307,169,54,169,8x32,2x32,65.847,11822,11822,0,0,22280,28,0,14
io2_l2p1n1_l5p1n1_l8n1p2,9.751,56,8,5280,12768,327,140,70,140,8x32,2x32,42.457,3846,3846,0,0,4595,28,0,8
io2_l2p1n1_l5p1n1_l8n1p2_d1d2,9.758,56,14,16899,24002,309,161,54,161,8x32,2x32,68.163,11686,11686,0,0,28598,28,0,14
io2_l2p1n1_l5p1n1_l8p1n1,9.319,56,8,4929,16354,467,196,86,196,8x32,2x32,39.887,3446,3446,0,0,3997,28,0,8
io2_l2p1n1_l5p1n1_l8p1n1_d1d2,9.326,56,14,23853,32777,441,211,62,211,8x32,2x32,84.647,16251,16251,0,0,32746,28,0,14
io2_l2p1n1_l5p1n1_l8p2n1,9.242,56,20,16622,21608,595,196,91,196,8x32,2x32,59.005,9365,8174,0,1191,12876,28,0,20
io2_l2p1n1_l5p1n1_l8p2n1_d1d2,9.21,56,40,33368,38231,569,206,73,206,8x32,2x32,98.595,21549,19910,0,1639,37892,26,0,40
io2_l2p2n1_l5p2n1_l8n1n1,9.101,56,20,17575,16603,578,135,72,135,8x32,2x32,215.88,11534,9152,0,2382,18439,28,0,20
io2_l2p2n1_l5p2n1_l8n1n1_d1d2,7.966,56,40,23357,26257,561,147,63,147,8x32,2x32,243.339,16814,13536,0,3278,22571,28,0,40
io2_l2p2n1_l5p2n1_l8n1n2,9.687,56,20,17577,16634,580,136,72,136,8x32,2x32,215.651,11651,9269,0,2382,17433,28,0,20
io2_l2p2n1_l5p2n1_l8n1n2_d1d2,7.966,56,40,23416,26202,563,140,63,140,8x32,2x32,245.106,16926,13648,0,3278,22511,26,0,40
io2_l2p2n1_l5p2n1_l8n1p1,9.101,56,20,17678,16793,580,139,74,139,8x32,2x32,212.091,11619,9237,0,2382,18563,28,0,20
io2_l2p2n1_l5p2n1_l8n1p1_d1d2,7.966,56,40,23447,26493,563,159,65,159,8x32,2x32,252.574,16857,13579,0,3278,22722,24,0,40
io2_l2p2n1_l5p2n1_l8n1p2,9.687,56,20,17676,16840,583,140,75,140,8x32,2x32,213.67,11978,9596,0,2382,17514,28,0,20
io2_l2p2n1_l5p2n1_l8n1p2_d1d2,8.518,56,40,23524,26435,565,151,65,151,8x32,2x32,252.509,17335,14057,0,3278,22661,28,0,40
io2_l2p2n1_l5p2n1_l8p1n1,9.164,56,20,18264,21863,723,196,91,196,8x32,2x32,218.723,12840,10458,0,2382,17981,28,0,20
io2_l2p2n1_l5p2n1_l8p1n1_d1d2,9.139,56,40,30209,36594,697,201,73,201,8x32,2x32,271.448,22155,18877,0,3278,32297,28,0,40
io2_l2p2n1_l5p2n1_l8p2n1,8.016,56,20,19906,21688,851,196,91,196,8x32,2x32,229.321,15944,12371,0,3573,24457,28,0,20
io2_l2p2n1_l5p2n1_l8p2n1_d1d2,7.969,56,40,27082,34341,825,196,73,196,8x32,2x32,352.638,23098,18181,0,4917,29467,28,0,40
io4_l2n1n1_l5n1n1_l8n1n1,7.966,56,5,1326,2286,32,13,28,13,16x32,4x32,23.12,1141,1141,0,0,1257,28,0,5
io4_l2n1n1_l5n1n1_l8n1n1_d1d2,7.966,112,5,1352,4955,33,13,29,13,16x32,4x32,42.542,2457,2457,0,0,1768,0,112,5
io4_l2n1n1_l5n1n1_l8n1n2,7.966,56,8,1582,2547,34,17,29,17,16x32,4x32,23.594,1286,1286,0,0,1378,24,0,8
io4_l2n1n1_l5n1n1_l8n1n2_d1d2,7.966,112,8,2047,4723,35,16,30,16,16x32,4x32,42.976,2568,2568,0,0,1888,0,112,8
io4_l2n1n1_l5n1n1_l8n1n4,7.966,56,8,1805,2647,39,16,30,16,16x32,4x32,25.748,1382,1382,0,0,1465,24,0,8
io4_l2n1n1_l5n1n1_l8n1n4_d1d2,7.966,112,14,2557,5001,39,13,32,13,16x32,4x32,45.502,2733,2733,0,0,2088,0,112,14
io4_l2n1n1_l5n1n1_l8n1p1,7.966,56,5,1416,2490,34,16,30,16,16x32,4x32,23.463,1294,1294,0,0,1347,28,0,5
io4_l2n1n1_l5n1n1_l8n1p1_d1d2,7.966,112,5,1444,5231,35,16,31,16,16x32,4x32,43.636,2584,2584,0,0,1865,0,112,5
io4_l2n1n1_l5n1n1_l8n1p2,7.966,56,5,1543,2642,37,20,31,20,16x32,4x32,23.157,1461,1461,0,0,1411,24,0,5
io4_l2n1n1_l5n1n1_l8n1p2_d1d2,7.966,112,5,1571,5619,37,19,31,19,16x32,4x32,43.379,2843,2843,0,0,1992,0,112,5
io4_l2n1n1_l5n1n1_l8n1p4,7.969,56,5,1747,2785,43,19,33,19,16x32,4x32,23.89,1554,1554,0,0,1303,24,0,5
io4_l2n1n1_l5n1n1_l8n1p4_d1d2,7.969,112,5,1764,5730,41,16,31,16,16x32,4x32,43.725,2760,2760,0,0,1989,0,112,5
io4_l2n1n1_l5n1n1_l8p1n1,7.984,56,11,2356,6839,177,42,49,42,16x32,4x32,28.145,1857,1857,0,0,1822,24,0,11
io4_l2n1n1_l5n1n1_l8p1n1_d1d2,8.48,112,14,2417,10763,164,42,37,42,16x32,4x32,47.207,2879,2879,0,0,2354,0,112,14
io4_l2n1n1_l5n1n1_l8p2n1,9.751,56,8,6931,8356,305,45,48,45,16x32,4x32,36.319,4681,4681,0,0,5741,28,0,8
io4_l2n1n1_l5n1n1_l8p2n1_d1d2,8.579,120,26,8367,13424,292,45,41,45,16x32,4x32,63.827,6958,6958,0,0,8630,8,104,26
io4_l2n1n1_l5n1n1_l8p4n1,8.518,56,40,28841,16829,561,42,61,42,16x32,4x32,58.212,12739,10365,0,2374,22744,20,0,40
io4_l2n1n1_l5n1n1_l8p4n1_d1d2,8.48,144,80,40710,26864,548,42,64,42,16x32,4x32,87.594,19779,16573,0,3206,30152,16,76,80
io4_l2n1n2_l5n1n2_l8n1n1,7.966,56,8,1646,2680,36,21,29,21,16x32,4x32,26.649,1364,1364,0,0,1370,28,0,8
io4_l2n1n2_l5n1n2_l8n1n1_d1d2,7.966,112,8,1666,5859,37,19,30,19,16x32,4x32,40.89,2622,2622,0,0,1880,0,112,8
io4_l2n1n2_l5n1n2_l8n1n2,7.966,56,8,1710,2795,38,25,29,25,16x32,4x32,27.104,1461,1461,0,0,1363,28,0,8
io4_l2n1n2_l5n1n2_l8n1n2_d1d2,7.966,112,8,2377,5129,39,22,30,22,16x32,4x32,41.599,2668,2668,0,0,1872,0,112,8
io4_l2n1n2_l5n1n2_l8n1n4,7.966,56,8,1933,2895,43,24,30,24,16x32,4x32,27.664,1552,1552,0,0,1451,28,0,8
io4_l2n1n2_l5n1n2_l8n1n4_d1d2,7.966,112,14,2887,5407,43,19,32,19,16x32,4x32,42.972,2788,2788,0,0,2074,0,112,14
io4_l2n1n2_l5n1n2_l8n1p1,7.966,56,8,1736,2884,38,24,31,24,16x32,4x32,26.707,1561,1561,0,0,1461,28,0,8
io4_l2n1n2_l5n1n2_l8n1p1_d1d2,7.966,112,8,2304,5211,39,22,32,22,16x32,4x32,43.546,2783,2783,0,0,1974,0,112,8
io4_l2n1n2_l5n1n2_l8n1p2,7.966,56,8,1831,3021,41,28,32,28,16x32,4x32,28.248,1636,1636,0,0,1492,28,0,8
io4_l2n1n2_l5n1n2_l8n1p2_d1d2,7.966,112,8,2503,5408,41,25,32,25,16x32,4x32,42.343,2946,2946,0,0,2072,0,112,8
io4_l2n1n2_l5n1n2_l8n1p4,7.969,56,8,2035,3164,47,27,34,27,16x32,4x32,29.991,1739,1739,0,0,1514,28,0,8
io4_l2n1n2_l5n1n2_l8n1p4_d1d2,7.969,112,8,2748,5431,45,22,32,22,16x32,4x32,42.207,2850,2850,0,0,2067,0,112,8
io4_l2n1n2_l5n1n2_l8p1n1,7.984,56,11,2484,7087,181,50,49,50,16x32,4x32,31.802,2036,2036,0,0,1808,28,0,11
io4_l2n1n2_l5n1n2_l8p1n1_d1d2,8.48,112,14,3241,10333,168,48,37,48,16x32,4x32,46.147,2915,2915,0,0,2339,0,112,14
io4_l2n1n2_l5n1n2_l8p2n1,9.788,56,8,7059,8550,309,53,48,53,16x32,4x32,43.187,4758,4758,0,0,5854,28,0,8
io4_l2n1n2_l5n1n2_l8p2n1_d1d2,8.579,120,26,9113,13070,296,51,41,51,16x32,4x32,62.501,6955,6955,0,0,8237,0,104,26
io4_l2n1n2_l5n1n2_l8p4n1,8.518,56,40,28969,17071,565,50,61,50,16x32,4x32,67.598,13544,11170,0,2374,22628,24,0,40
io4_l2n1n2_l5n1n2_l8p4n1_d1d2,8.48,144,80,41820,25920,552,48,64,48,16x32,4x32,98.65,20232,17026,0,3206,30456,28,72,80
io4_l2n1n4_l5n1n4_l8n1n1,7.977,56,8,2028,2860,46,19,31,19,16x32,4x32,30.609,1516,1516,0,0,1737,28,0,8
io4_l2n1n4_l5n1n4_l8n1n1_d1d2,7.966,112,14,2262,6365,45,13,32,13,16x32,4x32,45.911,2772,2772,0,0,2084,0,112,14
io4_l2n1n4_l5n1n4_l8n1n2,7.977,56,8,2092,2975,48,23,31,23,16x32,4x32,29.118,1587,1587,0,0,1730,28,0,8
io4_l2n1n4_l5n1n4_l8n1n2_d1d2,7.966,112,14,3077,5459,47,16,32,16,16x32,4x32,44.099,2779,2779,0,0,2075,0,112,14
io4_l2n1n4_l5n1n4_l8n1n4,7.966,56,8,2251,3067,53,22,32,22,16x32,4x32,30.659,1631,1631,0,0,1753,28,0,8
io4_l2n1n4_l5n1n4_l8n1n4_d1d2,7.966,112,14,3267,5491,51,13,32,13,16x32,4x32,45.768,2780,2780,0,0,2081,0,112,14
io4_l2n1n4_l5n1n4_l8n1p1,7.977,56,8,2118,3064,48,22,33,22,16x32,4x32,30.589,1702,1702,0,0,1827,28,0,8
io4_l2n1n4_l5n1n4_l8n1p1_d1d2,7.966,112,14,3004,5541,47,16,34,16,16x32,4x32,46.837,2915,2915,0,0,2179,0,112,14
io4_l2n1n4_l5n1n4_l8n1p2,7.966,56,8,2181,3189,51,26,34,26,16x32,4x32,30.942,1792,1792,0,0,1828,28,0,8
io4_l2n1n4_l5n1n4_l8n1p2_d1d2,7.966,112,14,3203,5738,49,19,34,19,16x32,4x32,46.993,3040,3040,0,0,2272,0,112,14
io4_l2n1n4_l5n1n4_l8n1p4,7.966,56,8,2353,3332,57,25,36,25,16x32,4x32,30.583,1835,1835,0,0,1565,28,0,8
io4_l2n1n4_l5n1n4_l8n1p4_d1d2,7.969,112,14,3448,5773,53,16,34,16,16x32,4x32,47.213,3036,3036,0,0,2270,0,112,14
io4_l2n1n4_l5n1n4_l8p1n1,8.609,56,11,2834,7247,191,48,51,48,16x32,4x32,33.997,2130,2130,0,0,2142,28,0,11
io4_l2n1n4_l5n1n4_l8p1n1_d1d2,8.48,112,14,3621,10401,176,42,37,42,16x32,4x32,45.192,2934,2934,0,0,2347,0,112,14
io4_l2n1n4_l5n1n4_l8p2n1,9.183,56,8,7377,8642,319,51,50,51,16x32,4x32,45.706,4843,4843,0,0,5907,28,0,8
io4_l2n1n4_l5n1n4_l8p2n1_d1d2,8.579,120,26,9493,13026,304,45,41,45,16x32,4x32,62.774,7152,7152,0,0,7902,0,104,26
io4_l2n1n4_l5n1n4_l8p4n1,8.593,56,40,29287,17232,575,48,63,48,16x32,4x32,68.125,13353,10979,0,2374,23010,21,0,40
io4_l2n1n4_l5n1n4_l8p4n1_d1d2,8.48,144,80,42200,25944,560,42,64,42,16x32,4x32,99.574,20448,17242,0,3206,31400,29,72,80
io4_l2n1p1_l5n1p1_l8n1n1,7.966,56,5,1506,2694,36,19,32,19,16x32,4x32,27.121,1465,1465,0,0,1436,28,0,5
io4_l2n1p1_l5n1p1_l8n1n1_d1d2,7.966,112,5,1536,5507,37,19,33,19,16x32,4x32,51.122,2748,2748,0,0,1953,0,112,5
io4_l2n1p1_l5n1p1_l8n1n2,7.966,56,8,1762,2955,38,23,33,23,16x32,4x32,26.872,1602,1602,0,0,1255,24,0,8
io4_l2n1p1_l5n1p1_l8n1n2_d1d2,7.966,112,8,2231,5275,39,22,34,22,16x32,4x32,54.1,2875,2875,0,0,2073,0,112,8
io4_l2n1p1_l5n1p1_l8n1n4,7.966,56,8,1985,3055,43,22,34,22,16x32,4x32,29.588,1721,1721,0,0,1473,24,0,8
io4_l2n1p1_l5n1p1_l8n1n4_d1d2,7.966,112,14,2741,5553,43,19,36,19,16x32,4x32,56.543,3051,3051,0,0,2272,0,112,14
io4_l2n1p1_l5n1p1_l8n1p1,7.966,56,5,1596,2898,38,22,34,22,16x32,4x32,27.61,1620,1620,0,0,1524,28,0,5
io4_l2n1p1_l5n1p1_l8n1p1_d1d2,7.966,112,5,1966,5211,39,22,35,22,16x32,4x32,51.787,2909,2909,0,0,2044,0,112,5
io4_l2n1p1_l5n1p1_l8n1p2,7.966,56,5,1723,3050,41,26,35,26,16x32,4x32,28.396,1798,1798,0,0,1590,24,0,5
io4_l2n1p1_l5n1p1_l8n1p2_d1d2,7.966,112,5,2197,5423,41,25,35,25,16x32,4x32,52.923,3132,3132,0,0,2172,0,112,5
io4_l2n1p1_l5n1p1_l8n1p4,7.969,56,5,1927,3193,47,25,37,25,16x32,4x32,27.773,1828,1828,0,0,1485,24,0,5
io4_l2n1p1_l5n1p1_l8n1p4_d1d2,7.969,112,5,2442,5446,45,22,35,22,16x32,4x32,54.968,3087,3087,0,0,2172,0,112,5
io4_l2n1p1_l5n1p1_l8p1n1,7.984,56,11,2522,7231,181,48,53,48,16x32,4x32,34.052,2179,2179,0,0,2002,24,0,11
io4_l2n1p1_l5n1p1_l8p1n1_d1d2,8.48,112,14,3088,10415,168,48,41,48,16x32,4x32,57.462,3177,3177,0,0,2537,0,112,14
io4_l2n1p1_l5n1p1_l8p2n1,9.751,56,8,7104,8772,309,51,52,51,16x32,4x32,44.479,5006,5006,0,0,5957,28,0,8
io4_l2n1p1_l5n1p1_l8p2n1_d1d2,8.579,120,26,8953,13224,296,51,45,51,16x32,4x32,69.921,7161,7161,0,0,7480,0,104,26
io4_l2n1p1_l5n1p1_l8p4n1,8.518,56,40,29014,17217,565,48,65,48,16x32,4x32,68.073,13254,10880,0,2374,22811,28,0,40
io4_l2n1p1_l5n1p1_l8p4n1_d1d2,8.48,144,80,41660,26000,552,48,68,48,16x32,4x32,105.055,20372,17166,0,3206,30317,20,64,80
io4_l2n1p2_l5n1p2_l8n1n1,7.966,56,5,1696,2977,42,27,34,27,16x32,4x32,28.048,1665,1665,0,0,1500,28,0,5
io4_l2n1p2_l5n1p2_l8n1n1_d1d2,7.966,112,5,1726,6262,41,25,33,25,16x32,4x32,44.655,3055,3055,0,0,2149,0,112,5
io4_l2n1p2_l5n1p2_l8n1n2,7.966,56,8,1920,3223,44,31,35,31,16x32,4x32,28.348,1790,1790,0,0,1589,28,0,8
io4_l2n1p2_l5n1p2_l8n1n2_d1d2,7.966,112,8,2597,5663,43,28,34,28,16x32,4x32,45.326,3149,3149,0,0,2237,0,112,8
io4_l2n1p2_l5n1p2_l8n1n4,7.977,56,8,2111,3309,49,30,36,30,16x32,4x32,29.44,1831,1831,0,0,1642,28,0,8
io4_l2n1p2_l5n1p2_l8n1n4_d1d2,7.966,112,14,3107,5941,47,25,36,25,16x32,4x32,49.106,3303,3303,0,0,2436,0,112,14
io4_l2n1p2_l5n1p2_l8n1p1,7.966,56,5,1786,3181,44,30,36,30,16x32,4x32,28.034,1845,1845,0,0,1591,28,0,5
io4_l2n1p2_l5n1p2_l8n1p1_d1d2,7.966,112,5,2364,5614,43,28,35,28,16x32,4x32,45.732,3232,3232,0,0,2240,0,112,5
io4_l2n1p2_l5n1p2_l8n1p2,7.969,56,5,1849,3310,47,34,37,34,16x32,4x32,26.821,1915,1915,0,0,1592,28,0,5
io4_l2n1p2_l5n1p2_l8n1p2_d1d2,7.969,112,5,2531,5803,45,31,35,31,16x32,4x32,44.911,3304,3304,0,0,2304,0,112,5
io4_l2n1p2_l5n1p2_l8n1p4,7.966,56,5,2053,3443,53,33,39,33,16x32,4x32,27.984,1995,1995,0,0,1611,28,0,5
io4_l2n1p2_l5n1p2_l8n1p4_d1d2,7.966,112,5,2776,5816,49,28,35,28,16x32,4x32,45.132,3284,3284,0,0,2298,0,112,5
io4_l2n1p2_l5n1p2_l8p1n1,8.571,56,11,2648,7483,187,56,55,56,16x32,4x32,32.476,2317,2317,0,0,2003,28,0,11
io4_l2n1p2_l5n1p2_l8p1n1_d1d2,8.518,112,14,3461,10803,172,54,41,54,16x32,4x32,49.087,3404,3404,0,0,2703,0,112,14
io4_l2n1p2_l5n1p2_l8p2n1,9.788,56,8,7230,8992,315,59,54,59,16x32,4x32,43.719,4946,4946,0,0,6037,28,0,8
io4_l2n1p2_l5n1p2_l8p2n1_d1d2,8.617,120,26,9287,13564,300,57,45,57,16x32,4x32,64.955,7543,7543,0,0,8981,0,104,26
io4_l2n1p2_l5n1p2_l8p4n1,8.555,56,40,29147,17474,571,56,67,56,16x32,4x32,68.352,13397,11023,0,2374,22641,28,0,40
io4_l2n1p2_l5n1p2_l8p4n1_d1d2,8.518,144,80,42008,26370,556,54,68,54,16x32,4x32,93.626,20606,17400,0,3206,30794,11,72,80
io4_l2n1p4_l5n1p4_l8n1n1,7.966,56,5,2040,3235,54,25,38,25,16x32,4x32,26.466,1741,1741,0,0,1331,28,0,5
