prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io4_l2n1p1_l5n1p1_l7n1n2_d1d2,8.858,112,5,1393,6001,43,28,33,28,14x32,4x32,49.911,2871,2871,0,0,994,0,112,5
io4_l2n1p1_l5n1p1_l7n1n4,8.847,56,20,2506,3905,48,25,38,25,14x32,4x32,31.99,2451,2451,0,0,1832,28,0,20
io4_l2n1p1_l5n1p1_l7n1n4_d1d2,8.847,112,20,2637,6404,49,25,39,25,14x32,4x32,61.403,3718,3718,0,0,1925,0,112,20
io4_l2n1p1_l5n1p1_l7n1p1,8.847,56,7,1809,3257,40,25,34,25,14x32,4x32,23.681,1743,1733,0,10,1213,28,0,7
io4_l2n1p1_l5n1p1_l7n1p1_d1d2,8.847,112,7,1781,5488,41,25,35,25,14x32,4x32,52.299,3015,3003,0,12,1185,0,112,7
io4_l2n1p1_l5n1p1_l7n1p2,8.847,56,14,2550,4010,43,28,37,28,14x32,4x32,28.633,2288,2278,0,10,1733,28,0,14
io4_l2n1p1_l5n1p1_l7n1p2_d1d2,8.847,112,14,2527,6151,44,28,38,28,14x32,4x32,57.649,3567,3555,0,12,1704,0,112,14
io4_l2n1p1_l5n1p1_l7n1p4,8.847,56,28,3541,4765,49,25,43,25,14x32,4x32,38.082,3294,3285,0,9,2651,28,0,28
io4_l2n1p1_l5n1p1_l7n1p4_d1d2,8.847,112,28,3745,7296,50,25,44,25,14x32,4x32,66.102,4560,4550,0,10,2754,0,112,28
io4_l2n1p1_l5n1p1_l7p1n1,8.835,56,56,10023,9615,226,39,52,39,14x32,4x32,61.549,8421,8421,0,0,8801,28,0,56
io4_l2n1p1_l5n1p1_l7p1n1_d1d2,8.835,176,56,10132,16489,227,39,53,39,14x32,4x32,97.804,10019,10019,0,0,8885,64,48,56
io4_l2n1p1_l5n1p1_l7p2n1,9.229,56,56,9580,11271,418,55,52,55,14x32,4x32,62.207,9019,9019,0,0,8201,28,0,56
io4_l2n1p1_l5n1p1_l7p2n1_d1d2,8.835,176,112,18372,23571,419,42,77,42,14x32,4x32,129.983,17249,17249,0,0,15694,60,48,112
io4_l2n1p1_l5n1p1_l7p4n1,9.251,56,56,10005,13695,802,87,52,87,14x32,4x32,62.635,9234,9234,0,0,8555,28,0,56
io4_l2n1p1_l5n1p1_l7p4n1_d1d2,8.835,176,224,35871,33050,803,39,125,39,14x32,4x32,203.209,31734,31734,0,0,30733,60,48,224
io4_l2n1p2_l5n1p2_l7n1n1,8.505,56,5,1309,3094,45,31,32,31,14x32,4x32,21.7,1631,1631,0,0,1110,28,0,5
io4_l2n1p2_l5n1p2_l7n1n1_d1d2,8.602,112,5,1419,6053,46,27,33,27,14x32,4x32,44.14,2920,2920,0,0,1086,0,112,5
io4_l2n1p2_l5n1p2_l7n1n2,8.813,56,5,1336,3300,48,34,32,34,14x32,4x32,22.093,1737,1737,0,0,1155,28,0,5
io4_l2n1p2_l5n1p2_l7n1n2_d1d2,8.813,112,5,1521,6313,49,30,33,30,14x32,4x32,44.022,3022,3022,0,0,1129,0,112,5
io4_l2n1p2_l5n1p2_l7n1n4,8.505,56,20,2632,4180,54,31,38,31,14x32,4x32,31.489,2584,2584,0,0,1959,28,0,20
io4_l2n1p2_l5n1p2_l7n1n4_d1d2,8.602,112,20,2765,6527,55,27,39,27,14x32,4x32,55.384,3870,3870,0,0,2061,0,112,20
io4_l2n1p2_l5n1p2_l7n1p1,8.493,56,7,1935,3544,46,31,34,31,14x32,4x32,24.983,1898,1888,0,10,1339,28,0,7
io4_l2n1p2_l5n1p2_l7n1p1_d1d2,8.59,112,7,1909,5623,47,27,35,27,14x32,4x32,46.819,3186,3174,0,12,1315,0,112,7
io4_l2n1p2_l5n1p2_l7n1p2,8.55,56,14,2676,4297,49,34,37,34,14x32,4x32,29.258,2449,2439,0,10,1859,28,0,14
io4_l2n1p2_l5n1p2_l7n1p2_d1d2,8.59,112,14,2655,6286,50,30,38,30,14x32,4x32,52.172,3742,3730,0,12,1838,0,112,14
io4_l2n1p2_l5n1p2_l7n1p4,8.493,56,28,3667,5052,55,31,43,31,14x32,4x32,38.07,3442,3433,0,9,2777,28,0,28
io4_l2n1p2_l5n1p2_l7n1p4_d1d2,8.59,112,28,3873,7431,56,27,44,27,14x32,4x32,59.976,4734,4724,0,10,2884,0,112,28
io4_l2n1p2_l5n1p2_l7p1n1,8.813,56,56,10149,9887,232,45,52,45,14x32,4x32,62.016,8709,8709,0,0,8910,28,0,56
io4_l2n1p2_l5n1p2_l7p1n1_d1d2,8.813,176,56,10260,16607,233,41,53,41,14x32,4x32,94.328,10177,10177,0,0,8780,64,48,56
io4_l2n1p2_l5n1p2_l7p2n1,8.876,56,56,9736,11543,424,61,52,61,14x32,4x32,61.808,9306,9306,0,0,8407,28,0,56
io4_l2n1p2_l5n1p2_l7p2n1_d1d2,8.813,176,112,18500,23689,425,44,77,44,14x32,4x32,124.794,17734,17734,0,0,15900,60,48,112
io4_l2n1p2_l5n1p2_l7p4n1,8.898,56,56,10133,13967,808,93,52,93,14x32,4x32,62.165,9322,9322,0,0,8627,28,0,56
io4_l2n1p2_l5n1p2_l7p4n1_d1d2,8.813,176,224,35999,33170,809,41,125,41,14x32,4x32,197.517,31855,31855,0,0,30936,64,48,224
io4_l2n1p4_l5n1p4_l7n1n1,8.813,56,5,1503,2894,57,25,32,25,14x32,4x32,19.942,1580,1580,0,0,924,28,0,5
