prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l2n1p1_l4n1n2,8.423,32,10,1269,2046,27,16,24,16,6x32,2x32,28.703,1194,1194,0,0,862,16,0,10
io2_l2n1p1_l4n1n2_d1d2,8.419,32,5,946,2347,28,36,23,36,6x32,2x32,24.536,1151,1151,0,0,820,16,0,5
io2_l2n1p1_l4n1p1,8.423,32,5,900,1830,26,16,23,16,6x32,2x32,23.352,934,934,0,0,663,16,0,5
io2_l2n1p1_l4n1p1_d1d2,7.966,32,5,1008,2480,27,41,24,41,6x32,2x32,23.88,1217,1217,0,0,948,16,0,5
io2_l2n1p1_l4n1p2,8.423,32,10,1461,2187,28,16,25,16,6x32,2x32,28.983,1209,1201,0,8,930,16,0,10
io2_l2n1p1_l4n1p2_d1d2,8.419,32,10,1698,2916,29,36,26,36,6x32,2x32,28.566,1385,1378,0,7,1097,16,0,10
io2_l2n1p1_l4p1n1,9.047,32,10,5409,4196,149,46,22,46,6x32,2x32,37.229,3973,3973,0,0,4821,16,0,10
io2_l2n1p1_l4p1n1_d1d2,8.48,32,18,5398,6442,150,66,26,66,6x32,2x32,41.703,4583,4583,0,0,4414,16,0,18
io2_l2n1p1_l4p2n1,9.101,32,10,8830,6289,277,78,22,78,6x32,2x32,41.377,6686,6686,0,0,8929,16,0,10
io2_l2n1p1_l4p2n1_d1d2,9.229,32,20,10313,6681,278,66,27,66,6x32,2x32,48.935,6280,6280,0,0,9213,16,0,20
io2_l2n1p2_l4n1n1,8.423,32,5,945,1722,28,16,22,16,6x32,2x32,21.609,886,886,0,0,664,16,0,5
io2_l2n1p2_l4n1n1_d1d2,7.966,32,5,1072,2355,29,33,23,33,6x32,2x32,22.104,1147,1147,0,0,977,16,0,5
io2_l2n1p2_l4n1n2,8.423,32,10,1363,2019,30,16,24,16,6x32,2x32,25.342,1208,1208,0,0,923,16,0,10
io2_l2n1p2_l4n1n2_d1d2,8.858,32,5,1087,2316,31,28,23,28,6x32,2x32,23.011,1275,1275,0,0,991,16,0,5
io2_l2n1p2_l4n1p1,8.423,32,5,994,1803,29,16,23,16,6x32,2x32,21.486,963,963,0,0,693,16,0,5
io2_l2n1p2_l4n1p1_d1d2,7.966,32,5,1134,2450,30,33,24,33,6x32,2x32,22.369,1207,1207,0,0,1042,16,0,5
io2_l2n1p2_l4n1p2,8.423,32,10,1555,2174,31,16,25,16,6x32,2x32,26.927,1238,1231,0,7,962,16,0,10
io2_l2n1p2_l4n1p2_d1d2,8.847,32,10,1839,2901,32,28,26,28,6x32,2x32,27.026,1487,1480,0,7,1270,16,0,10
io2_l2n1p2_l4p1n1,9.634,32,10,5471,4163,152,46,22,46,6x32,2x32,35.378,4183,4183,0,0,4763,16,0,10
io2_l2n1p2_l4p1n1_d1d2,8.518,32,18,5460,6395,153,58,26,58,6x32,2x32,40.584,4624,4624,0,0,4506,16,0,18
io2_l2n1p2_l4p2n1,9.687,32,10,8892,6256,280,78,22,78,6x32,2x32,41.886,6888,6888,0,0,8009,16,0,10
io2_l2n1p2_l4p2n1_d1d2,9.251,32,20,10391,6630,281,58,27,58,6x32,2x32,46.977,6206,6206,0,0,9297,12,0,20
io2_l2p1n1_l4n1n1,9.101,32,152,11292,13556,210,104,67,104,6x32,2x32,83.836,6219,6219,0,0,6332,16,0,152
io2_l2p1n1_l4n1n1_d1d2,9.108,32,176,17244,20515,211,114,76,114,6x32,2x32,103.242,10244,10244,0,0,14706,16,0,176
io2_l2p1n1_l4n1n2,9.101,32,154,11550,13696,212,104,68,104,6x32,2x32,85.624,6374,6374,0,0,6627,16,0,154
io2_l2p1n1_l4n1n2_d1d2,9.451,32,176,17259,20353,213,109,76,109,6x32,2x32,103.388,10348,10348,0,0,12094,16,0,176
io2_l2p1n1_l4n1p1,9.101,32,152,11341,13637,211,104,68,104,6x32,2x32,82.076,6281,6281,0,0,6362,16,0,152
io2_l2p1n1_l4n1p1_d1d2,9.108,32,176,17306,20611,212,114,77,114,6x32,2x32,102.594,10240,10240,0,0,14960,16,0,176
io2_l2p1n1_l4n1p2,9.101,32,154,11742,13851,213,104,69,104,6x32,2x32,83.729,6301,6293,0,8,6660,16,0,154
io2_l2p1n1_l4n1p2_d1d2,9.058,32,178,17851,20813,214,109,78,109,6x32,2x32,105.067,10499,10492,0,7,14867,16,0,178
io2_l2p1n1_l4p1n1,9.132,32,184,17667,17279,334,134,76,134,6x32,2x32,100.496,10526,10526,0,0,11391,16,0,184
io2_l2p1n1_l4p1n1_d1d2,9.785,32,78,15840,19673,335,139,42,139,6x32,2x32,81.483,11447,11447,0,0,14973,16,0,78
io2_l2p1n1_l4p2n1,9.164,32,121,17440,16700,462,166,55,166,6x32,2x32,91.278,11975,11975,0,0,12925,16,0,121
io2_l2p1n1_l4p2n1_d1d2,9.332,32,104,22129,20947,463,139,51,139,6x32,2x32,101.947,13869,13869,0,0,18299,16,0,104
io2_l2p2n1_l4n1n1,9.047,32,26,15729,12059,338,136,26,136,6x32,2x32,178.716,8799,7608,0,1191,12889,16,0,26
io2_l2p2n1_l4n1n1_d1d2,7.966,32,52,20608,17746,339,109,37,109,6x32,2x32,226.561,11163,9524,0,1639,15667,16,0,52
io2_l2p2n1_l4n1n2,8.59,32,26,15760,12009,340,136,26,136,6x32,2x32,204.259,8600,7409,0,1191,12861,16,0,26
io2_l2p2n1_l4n1n2_d1d2,9.206,32,52,20616,17651,341,104,37,104,6x32,2x32,226.978,10660,9021,0,1639,15735,12,0,52
io2_l2p2n1_l4n1p1,9.047,32,26,15778,12140,339,136,27,136,6x32,2x32,194.391,8758,7567,0,1191,12931,16,0,26
io2_l2p2n1_l4n1p1_d1d2,7.966,32,52,20670,17841,340,109,38,109,6x32,2x32,238.27,11171,9532,0,1639,15930,16,0,52
io2_l2p2n1_l4n1p2,8.59,32,26,15952,12158,341,136,27,136,6x32,2x32,229.629,8569,7370,0,1199,12908,16,0,26
io2_l2p2n1_l4n1p2_d1d2,8.813,32,52,20981,17893,342,104,38,104,6x32,2x32,278.93,10868,9222,0,1646,15722,10,0,52
io2_l2p2n1_l4p1n1,7.984,32,26,19420,14106,462,166,24,166,6x32,2x32,236.294,11448,10257,0,1191,16812,16,0,26
io2_l2p2n1_l4p1n1_d1d2,7.966,32,52,23614,20880,463,134,35,134,6x32,2x32,304.478,13875,12236,0,1639,18277,16,0,52
io2_l2p2n1_l4p2n1,8.016,32,26,22841,16175,590,198,24,198,6x32,2x32,249.35,14164,12970,0,1194,21372,16,0,26
io2_l2p2n1_l4p2n1_d1d2,8.858,32,52,28197,20801,591,134,35,134,6x32,2x32,304.615,15312,13673,0,1639,22684,14,0,52
io4_l2n1n1_l4n1n1,7.966,32,5,970,1782,25,16,22,16,10x32,4x32,16.58,800,800,0,0,771,16,0,5
io4_l2n1n1_l4n1n1_d1d2,7.966,64,5,1036,3403,26,16,23,16,10x32,4x32,32.45,1596,1596,0,0,1175,0,64,5
io4_l2n1n1_l4n1n2,8.423,32,5,938,1926,27,19,22,19,10x32,4x32,16.64,929,929,0,0,667,16,0,5
io4_l2n1n1_l4n1n2_d1d2,8.419,64,5,1008,3537,28,19,23,19,10x32,4x32,30.153,1714,1714,0,0,663,0,64,5
io4_l2n1n1_l4n1n4,7.966,32,20,2139,2823,31,16,28,16,10x32,4x32,29.417,1751,1751,0,0,1326,16,0,20
io4_l2n1n1_l4n1n4_d1d2,7.969,64,5,1692,3180,32,16,23,16,10x32,4x32,33.036,1815,1815,0,0,1189,0,64,5
io4_l2n1n1_l4n1p1,7.966,32,5,1039,1881,26,16,23,16,10x32,4x32,16.459,891,891,0,0,803,16,0,5
io4_l2n1n1_l4n1p1_d1d2,8.419,64,5,997,3468,27,16,24,16,10x32,4x32,31.475,1709,1709,0,0,647,0,64,5
io4_l2n1n1_l4n1p2,8.423,32,5,1016,2007,28,19,23,19,10x32,4x32,17.616,1048,1048,0,0,730,16,0,5
io4_l2n1n1_l4n1p2_d1d2,7.966,64,5,1161,3652,29,19,24,19,10x32,4x32,33.798,1947,1947,0,0,1371,0,64,5
io4_l2n1n1_l4n1p4,7.966,32,20,2458,3047,32,16,29,16,10x32,4x32,29.205,1703,1697,0,6,1455,16,0,20
io4_l2n1n1_l4n1p4_d1d2,8.419,80,20,3506,5568,33,16,30,16,10x32,4x32,45.033,2494,2488,0,6,1536,16,48,20
io4_l2n1n1_l4p1n1,8.48,32,20,7257,4819,149,30,26,30,10x32,4x32,39.956,4643,4643,0,0,6614,16,0,20
io4_l2n1n1_l4p1n1_d1d2,7.966,96,40,7630,11540,150,30,35,30,10x32,4x32,69.051,5614,5614,0,0,5843,32,32,40
io4_l2n1n1_l4p2n1,8.518,32,20,10392,6716,277,46,26,46,10x32,4x32,42.585,6814,6814,0,0,10640,16,0,20
io4_l2n1n1_l4p2n1_d1d2,8.813,96,78,13724,15752,278,33,50,33,10x32,4x32,104.609,11527,11527,0,0,10824,26,32,78
io4_l2n1n1_l4p4n1,8.571,32,20,17125,10360,533,78,26,78,10x32,4x32,52.717,12517,12517,0,0,17238,16,0,20
io4_l2n1n1_l4p4n1_d1d2,8.48,96,80,26309,15498,534,30,51,30,10x32,4x32,120.626,15951,15951,0,0,23105,32,32,80
io4_l2n1n2_l4n1n1,7.966,32,8,1183,2090,28,19,23,19,10x32,4x32,20.385,947,947,0,0,904,16,0,8
io4_l2n1n2_l4n1n1_d1d2,8.419,64,8,1226,3731,29,17,24,17,10x32,4x32,31.134,1773,1773,0,0,810,0,64,8
io4_l2n1n2_l4n1n2,8.423,32,8,1151,2234,30,22,23,22,10x32,4x32,21.009,1068,1068,0,0,864,16,0,8
io4_l2n1n2_l4n1n2_d1d2,7.966,64,8,1358,3879,31,20,24,20,10x32,4x32,32.055,1838,1838,0,0,1303,0,64,8
io4_l2n1n2_l4n1n4,7.966,32,20,2192,3006,34,19,28,19,10x32,4x32,30.086,1842,1842,0,0,1395,16,0,20
io4_l2n1n2_l4n1n4_d1d2,8.858,64,8,1396,3351,35,17,24,17,10x32,4x32,31.347,1983,1983,0,0,922,0,64,8
io4_l2n1n2_l4n1p1,7.966,32,8,1252,2189,29,19,24,19,10x32,4x32,20.207,1020,1020,0,0,936,16,0,8
io4_l2n1n2_l4n1p1_d1d2,7.966,64,8,1316,3814,30,17,25,17,10x32,4x32,33.409,1801,1801,0,0,1320,0,64,8
io4_l2n1n2_l4n1p2,8.423,32,8,1229,2306,31,22,24,22,10x32,4x32,21.854,1203,1203,0,0,927,16,0,8
io4_l2n1n2_l4n1p2_d1d2,8.419,64,8,1318,3967,32,20,25,20,10x32,4x32,32.463,1970,1970,0,0,908,0,64,8
io4_l2n1n2_l4n1p4,7.966,32,20,2511,3230,35,19,29,19,10x32,4x32,30.821,1791,1784,0,7,1524,16,0,20
io4_l2n1n2_l4n1p4_d1d2,7.966,80,20,3644,5739,36,17,30,17,10x32,4x32,45.195,2543,2537,0,6,2036,16,48,20
io4_l2n1n2_l4p1n1,8.48,32,20,7278,4976,152,33,26,33,10x32,4x32,40.966,4551,4551,0,0,6653,16,0,20
io4_l2n1n2_l4p1n1_d1d2,8.813,96,40,7660,11682,153,31,35,31,10x32,4x32,66.648,5741,5741,0,0,5602,32,32,40
io4_l2n1n2_l4p2n1,8.518,32,20,10413,6875,280,49,26,49,10x32,4x32,46.855,7177,7177,0,0,10729,16,0,20
io4_l2n1n2_l4p2n1_d1d2,7.966,96,78,13816,16033,281,34,50,34,10x32,4x32,105.196,11153,11153,0,0,11062,28,32,78
io4_l2n1n2_l4p4n1,8.571,32,20,17146,10519,536,81,26,81,10x32,4x32,55.716,12434,12434,0,0,16790,16,0,20
io4_l2n1n2_l4p4n1_d1d2,9.206,96,80,26339,15603,537,31,51,31,10x32,4x32,118.77,15992,15992,0,0,22897,32,32,80
io4_l2n1n4_l4n1n1,7.966,32,14,1637,2322,34,16,25,16,10x32,4x32,25.991,1140,1140,0,0,1100,16,0,14
io4_l2n1n4_l4n1n1_d1d2,7.966,64,14,1747,4375,35,16,26,16,10x32,4x32,34.88,1914,1914,0,0,1492,0,64,14
io4_l2n1n4_l4n1n2,9.085,32,14,1605,2466,36,19,25,19,10x32,4x32,25.319,1286,1286,0,0,934,16,0,14
io4_l2n1n4_l4n1n2_d1d2,8.602,64,14,1719,4503,37,19,26,19,10x32,4x32,34.853,2033,2033,0,0,1178,0,64,14
io4_l2n1n4_l4n1n4,8.609,32,20,2326,2988,40,16,28,16,10x32,4x32,29.492,1914,1914,0,0,1563,16,0,20
io4_l2n1n4_l4n1n4_d1d2,7.969,64,14,2559,3887,41,16,26,16,10x32,4x32,35.942,2153,2153,0,0,1508,0,64,14
io4_l2n1n4_l4n1p1,7.966,32,14,1706,2421,35,16,26,16,10x32,4x32,26.239,1221,1221,0,0,1132,16,0,14
io4_l2n1n4_l4n1p1_d1d2,8.59,64,14,1708,3714,36,16,27,16,10x32,4x32,34.947,2034,2034,0,0,1162,0,64,14
io4_l2n1n4_l4n1p2,9.085,32,14,1683,2538,37,19,26,19,10x32,4x32,26.523,1382,1382,0,0,997,16,0,14
io4_l2n1n4_l4n1p2_d1d2,7.966,64,14,2314,3867,38,19,27,19,10x32,4x32,35.191,2269,2269,0,0,1690,0,64,14
io4_l2n1n4_l4n1p4,8.609,32,20,2645,3212,41,16,29,16,10x32,4x32,31.757,1882,1876,0,6,1592,16,0,20
io4_l2n1n4_l4n1p4_d1d2,8.59,80,20,3737,5157,42,16,30,16,10x32,4x32,42.098,2657,2651,0,6,1857,16,48,20
io4_l2n1n4_l4p1n1,8.48,32,20,7412,4924,158,30,26,30,10x32,4x32,40.787,4742,4742,0,0,6723,16,0,20
io4_l2n1n4_l4p1n1_d1d2,7.966,96,40,8583,10818,159,30,35,30,10x32,4x32,64.306,5779,5779,0,0,5929,32,32,40
io4_l2n1n4_l4p2n1,8.518,32,20,10547,6827,286,46,26,46,10x32,4x32,46.042,7148,7148,0,0,10790,16,0,20
io4_l2n1n4_l4p2n1_d1d2,8.813,96,78,13923,15679,287,33,50,33,10x32,4x32,103.598,11324,11324,0,0,11000,32,32,78
io4_l2n1n4_l4p4n1,8.571,32,20,17280,10471,542,78,26,78,10x32,4x32,57.715,12224,12224,0,0,18624,16,0,20
io4_l2n1n4_l4p4n1_d1d2,8.48,96,80,26846,15479,543,30,51,30,10x32,4x32,115.953,15975,15975,0,0,23098,32,32,80
io4_l2n1p1_l4n1n1,7.966,32,5,1054,1978,27,19,24,19,10x32,4x32,22.047,942,942,0,0,862,16,0,5
io4_l2n1p1_l4n1n1_d1d2,8.419,64,5,1061,3662,28,19,25,19,10x32,4x32,49.638,1799,1799,0,0,716,0,64,5
io4_l2n1p1_l4n1n2,8.423,32,5,1022,2122,29,22,24,22,10x32,4x32,23.758,1100,1100,0,0,755,16,0,5
io4_l2n1p1_l4n1n2_d1d2,7.966,64,5,1184,3803,30,22,25,22,10x32,4x32,46.094,1822,1822,0,0,1263,0,64,5
io4_l2n1p1_l4n1n4,7.966,32,20,2223,3019,33,19,30,19,10x32,4x32,35.996,1895,1895,0,0,1513,16,0,20
io4_l2n1p1_l4n1n4_d1d2,8.858,64,5,1231,3391,34,19,25,19,10x32,4x32,50.253,2003,2003,0,0,831,0,64,5
io4_l2n1p1_l4n1p1,7.966,32,5,1123,2073,28,19,25,19,10x32,4x32,22.63,1029,1029,0,0,896,16,0,5
io4_l2n1p1_l4n1p1_d1d2,7.966,64,5,1376,3334,29,19,26,19,10x32,4x32,46.612,1831,1831,0,0,1283,0,64,5
io4_l2n1p1_l4n1p2,8.423,32,5,1100,2199,30,22,25,22,10x32,4x32,23.754,1203,1203,0,0,818,16,0,5
io4_l2n1p1_l4n1p2_d1d2,8.419,64,5,1121,3364,31,22,26,22,10x32,4x32,50.788,2019,2019,0,0,782,0,64,5
io4_l2n1p1_l4n1p4,7.966,32,20,2542,3228,34,19,31,19,10x32,4x32,37.453,1861,1855,0,6,1547,16,0,20
io4_l2n1p1_l4n1p4_d1d2,7.966,80,20,4020,5121,35,19,32,19,10x32,4x32,60.894,2776,2770,0,6,2060,16,48,20
io4_l2n1p1_l4p1n1,8.48,32,20,7341,5007,151,33,28,33,10x32,4x32,44.071,4584,4584,0,0,6700,16,0,20
io4_l2n1p1_l4p1n1_d1d2,8.813,96,40,7655,10622,152,33,37,33,10x32,4x32,85.959,5868,5868,0,0,5580,32,32,40
io4_l2n1p1_l4p2n1,8.518,32,20,10476,6904,279,49,28,49,10x32,4x32,50.684,7039,7039,0,0,10820,16,0,20
io4_l2n1p1_l4p2n1_d1d2,7.966,96,78,14016,15772,280,36,52,36,10x32,4x32,124.912,11348,11348,0,0,11157,32,32,78
io4_l2n1p1_l4p4n1,8.571,32,20,17209,10548,535,81,28,81,10x32,4x32,59.088,12271,12271,0,0,17288,16,0,20
io4_l2n1p1_l4p4n1_d1d2,9.206,96,80,26334,15300,536,33,53,33,10x32,4x32,139.284,15847,15847,0,0,22773,32,32,80
io4_l2n1p2_l4n1n1,7.966,32,5,1129,2134,30,22,24,22,10x32,4x32,20.894,1087,1087,0,0,925,16,0,5
io4_l2n1p2_l4n1n1_d1d2,7.966,64,5,1243,3839,31,20,25,20,10x32,4x32,38.019,1989,1989,0,0,1448,0,64,5
io4_l2n1p2_l4n1n2,8.423,32,5,1097,2277,32,25,24,25,10x32,4x32,22.974,1220,1220,0,0,887,16,0,5
io4_l2n1p2_l4n1n2_d1d2,8.858,64,5,1193,3978,33,23,25,23,10x32,4x32,39.053,2021,2021,0,0,857,0,64,5
io4_l2n1p2_l4n1n4,7.966,32,20,2298,3175,36,22,30,22,10x32,4x32,34.937,2115,2115,0,0,1580,16,0,20
io4_l2n1p2_l4n1n4_d1d2,7.966,64,5,1951,3533,37,20,25,20,10x32,4x32,38.512,2219,2219,0,0,1464,0,64,5
io4_l2n1p2_l4n1p1,7.966,32,5,1198,2229,31,22,25,22,10x32,4x32,21.762,1152,1152,0,0,959,16,0,5
io4_l2n1p2_l4n1p1_d1d2,8.847,64,5,1182,3374,32,20,26,20,10x32,4x32,38.543,1984,1984,0,0,842,0,64,5
io4_l2n1p2_l4n1p2,8.423,32,5,1143,2339,33,25,25,25,10x32,4x32,22.81,1321,1321,0,0,917,16,0,5
io4_l2n1p2_l4n1p2_d1d2,7.969,64,5,1674,3500,34,23,26,23,10x32,4x32,39.453,2341,2341,0,0,1613,0,64,5
io4_l2n1p2_l4n1p4,7.966,32,20,2617,3399,37,22,31,22,10x32,4x32,34.634,1998,1992,0,6,1611,16,0,20
io4_l2n1p2_l4n1p4_d1d2,8.847,80,20,3691,5202,38,20,32,20,10x32,4x32,51.785,2762,2756,0,6,1728,16,48,20
io4_l2n1p2_l4p1n1,8.518,32,20,7352,5140,154,36,28,36,10x32,4x32,42.524,4689,4689,0,0,6699,16,0,20
io4_l2n1p2_l4p1n1_d1d2,7.966,96,40,8423,10838,155,34,37,34,10x32,4x32,72.319,6134,6134,0,0,6056,32,32,40
io4_l2n1p2_l4p2n1,8.555,32,20,10487,7039,282,52,28,52,10x32,4x32,48.468,7315,7315,0,0,9877,16,0,20
io4_l2n1p2_l4p2n1_d1d2,8.835,96,78,13845,15716,283,37,52,37,10x32,4x32,113.201,11409,11409,0,0,11097,32,32,78
io4_l2n1p2_l4p4n1,8.609,32,20,17220,10683,538,84,28,84,10x32,4x32,61.119,12657,12657,0,0,17874,16,0,20
io4_l2n1p2_l4p4n1_d1d2,8.518,96,80,26686,15515,539,34,53,34,10x32,4x32,124.121,16222,16222,0,0,23306,24,32,80
io4_l2n1p4_l4n1n1,7.966,32,5,1322,2048,36,19,24,19,10x32,4x32,19.545,1067,1067,0,0,990,16,0,5
io4_l2n1p4_l4n1n1_d1d2,8.59,64,5,1351,4148,37,19,25,19,10x32,4x32,30.602,1909,1909,0,0,1008,0,64,5
io4_l2n1p4_l4n1n2,9.085,32,5,1290,2189,38,22,24,22,10x32,4x32,19.133,1186,1186,0,0,824,16,0,5
io4_l2n1p4_l4n1n2_d1d2,7.966,64,5,1504,4302,39,22,25,22,10x32,4x32,30.876,1962,1962,0,0,1391,0,64,5
io4_l2n1p4_l4n1n4,8.609,32,20,2491,3089,42,19,30,19,10x32,4x32,31.326,2013,2013,0,0,1641,16,0,20
io4_l2n1p4_l4n1n4_d1d2,8.835,64,5,1521,3580,43,19,25,19,10x32,4x32,32.392,2115,2115,0,0,1119,0,64,5
io4_l2n1p4_l4n1p1,7.966,32,5,1391,2143,37,19,25,19,10x32,4x32,19.77,1138,1138,0,0,1022,16,0,5
io4_l2n1p4_l4n1p1_d1d2,7.966,64,5,1852,3572,38,19,26,19,10x32,4x32,31.415,1949,1949,0,0,1410,0,64,5
io4_l2n1p4_l4n1p2,9.085,32,5,1336,2251,39,22,25,22,10x32,4x32,19.66,1267,1267,0,0,855,16,0,5
io4_l2n1p4_l4n1p2_d1d2,8.813,64,5,1411,3559,40,22,26,22,10x32,4x32,31.69,2112,2112,0,0,1074,0,64,5
io4_l2n1p4_l4n1p4,8.609,32,20,2810,3313,43,19,31,19,10x32,4x32,32.425,2002,1995,0,7,1672,16,0,20
io4_l2n1p4_l4n1p4_d1d2,7.966,80,20,4496,5374,44,19,32,19,10x32,4x32,44.954,2741,2735,0,6,2188,16,48,20
io4_l2n1p4_l4p1n1,7.966,32,20,7481,5065,160,33,28,33,10x32,4x32,39.863,4676,4676,0,0,6700,16,0,20
io4_l2n1p4_l4p1n1_d1d2,8.813,96,40,7849,10805,161,33,37,33,10x32,4x32,68.046,6088,6088,0,0,5783,32,32,40
io4_l2n1p4_l4p2n1,7.966,32,20,10616,6949,288,49,28,49,10x32,4x32,46.835,7404,7404,0,0,10742,16,0,20
io4_l2n1p4_l4p2n1_d1d2,7.966,96,78,14364,15980,289,36,52,36,10x32,4x32,103.702,11797,11797,0,0,10882,26,32,78
io4_l2n1p4_l4p4n1,7.992,32,20,17349,10593,544,81,28,81,10x32,4x32,55.303,12107,12107,0,0,18397,16,0,20
io4_l2n1p4_l4p4n1_d1d2,8.973,96,80,26528,15517,545,33,53,33,10x32,4x32,117.607,15903,15903,0,0,22999,32,32,80
io4_l2p1n1_l4n1n1,7.966,32,14,2016,5462,212,60,23,60,10x32,4x32,27.774,1289,1289,0,0,1372,16,0,14
