prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l1n1n2_l3n1n1,8.423,16,8,1038,1487,16,7,13,7,18.203,717,717,0,0,776,4,8,8
io2_l1n1n2_l3n1n1_d1d2,8.423,16,8,1036,1684,17,12,14,12,17.967,800,800,0,0,806,4,8,8
io2_l1n1n2_l3n1n2,8.423,16,8,1104,1538,18,8,13,8,17.78,765,765,0,0,771,4,8,8
io2_l1n1n2_l3n1n2_d1d2,8.423,16,8,1095,1656,19,7,14,7,17.725,792,792,0,0,765,4,8,8
io2_l1n1n2_l3n1p1,8.423,16,8,1072,1570,17,7,14,7,20.008,845,845,0,0,813,4,8,8
io2_l1n1n2_l3n1p1_d1d2,8.423,16,8,1062,1767,18,12,15,12,20.288,892,892,0,0,801,4,8,8
io2_l1n1n2_l3n1p2,8.423,16,8,1162,1628,20,8,15,8,19.46,847,847,0,0,840,4,8,8
io2_l1n1n2_l3n1p2_d1d2,8.423,16,8,1159,1726,20,7,15,7,18.952,876,876,0,0,834,4,8,8
io2_l1n1n2_l3p1n1,9.687,18,8,4138,4297,161,6,32,6,27.397,2660,2660,0,0,3861,4,6,8
io2_l1n1n2_l3p1n1_d1d2,9.687,18,14,4473,4664,153,6,26,6,33.342,2825,2825,0,0,4080,4,6,14
io2_l1n1n2_l3p2n1,9.634,18,20,15609,8244,289,6,37,6,53.207,7629,6441,0,1188,12603,6,6,20
io2_l1n1n2_l3p2n1_d1d2,9.597,18,40,18636,10625,281,6,37,6,64.642,9494,7858,0,1636,14251,2,6,40
io2_l1n1p1_l3n1n1,8.423,16,5,819,1460,15,7,13,7,16.212,717,717,0,0,689,4,8,5
io2_l1n1p1_l3n1n1_d1d2,8.423,16,5,811,1667,16,17,14,17,16.617,798,798,0,0,744,4,8,5
io2_l1n1p1_l3n1n2,8.423,16,8,1077,1639,17,8,14,8,19.384,824,824,0,0,812,4,8,8
io2_l1n1p1_l3n1n2_d1d2,8.423,16,8,1062,1767,18,12,15,12,19.488,857,857,0,0,800,4,8,8
io2_l1n1p1_l3n1p1,8.423,16,5,853,1543,16,7,14,7,18.469,835,835,0,0,726,4,8,5
io2_l1n1p1_l3n1p1_d1d2,8.423,16,5,837,1750,17,17,15,17,18.348,865,865,0,0,708,4,8,5
io2_l1n1p1_l3n1p2,8.423,16,5,975,1616,19,8,15,8,18,868,868,0,0,785,4,8,5
io2_l1n1p1_l3n1p2_d1d2,8.423,16,5,966,1724,19,12,15,12,17.922,883,883,0,0,773,4,8,5
io2_l1n1p1_l3p1n1,9.101,18,8,4111,4416,160,6,33,6,28.93,2650,2650,0,0,3902,4,6,8
io2_l1n1p1_l3p1n1_d1d2,9.101,18,14,4440,4795,152,11,27,11,36.418,2881,2881,0,0,4113,4,6,14
io2_l1n1p1_l3p2n1,9.047,18,20,15646,8371,288,6,38,6,53.553,7270,6082,0,1188,12573,4,4,20
io2_l1n1p1_l3p2n1_d1d2,9.01,18,40,18603,10756,280,11,38,11,68.696,9260,7624,0,1636,14255,4,4,40
io2_l1n1p2_l3n1n1,8.423,16,5,941,1444,17,7,13,7,15.39,767,767,0,0,748,4,8,5
io2_l1n1p2_l3n1n1_d1d2,8.423,16,5,940,1641,18,12,14,12,16.311,847,847,0,0,809,4,8,5
io2_l1n1p2_l3n1n2,8.423,16,8,1167,1608,19,8,14,8,19.904,858,858,0,0,839,4,8,8
io2_l1n1p2_l3n1n2_d1d2,8.423,16,8,1159,1726,20,7,15,7,20.116,884,884,0,0,833,4,8,8
io2_l1n1p2_l3n1p1,8.423,16,5,975,1527,18,7,14,7,18.117,817,817,0,0,785,4,8,5
io2_l1n1p2_l3n1p1_d1d2,8.423,16,5,966,1724,19,12,15,12,18.188,878,878,0,0,773,4,8,5
io2_l1n1p2_l3n1p2,8.423,16,5,1033,1579,21,8,15,8,17.073,885,885,0,0,781,4,8,5
io2_l1n1p2_l3n1p2_d1d2,8.423,16,5,1031,1677,21,7,15,7,17.899,921,921,0,0,775,4,8,5
io2_l1n1p2_l3p1n1,9.687,18,8,4169,4376,162,6,33,6,29.431,2647,2647,0,0,3896,4,6,8
io2_l1n1p2_l3p1n1_d1d2,9.687,18,14,4505,4745,154,6,27,6,36.016,2918,2918,0,0,4118,4,6,14
io2_l1n1p2_l3p2n1,9.634,18,20,15640,8326,290,6,38,6,59.942,7499,6311,0,1188,12602,6,6,20
io2_l1n1p2_l3p2n1_d1d2,9.597,18,40,18668,10711,282,6,38,6,72.409,9445,7809,0,1636,14274,4,4,40
io2_l1p1n1_l3n1n1,9.101,18,14,4046,4315,138,37,13,37,33.564,2287,2287,0,0,3729,4,6,14
io2_l1p1n1_l3n1n1_d1d2,9.101,18,14,3986,4798,139,42,14,42,34.539,2383,2383,0,0,3693,4,6,14
io2_l1p1n1_l3n1n2,9.687,18,14,4112,4354,140,38,13,38,34.602,2448,2448,0,0,3724,4,6,14
io2_l1p1n1_l3n1n2_d1d2,9.687,18,14,4045,4750,141,37,14,37,33.703,2331,2331,0,0,3653,4,6,14
io2_l1p1n1_l3n1p1,9.101,18,14,4073,4398,139,37,14,37,35.101,2427,2427,0,0,3760,4,6,14
io2_l1p1n1_l3n1p1_d1d2,9.101,18,14,4012,4881,140,42,15,42,36.224,2475,2475,0,0,3689,4,6,14
io2_l1p1n1_l3n1p2,9.687,18,14,4202,4480,142,38,15,38,35.835,2564,2564,0,0,3825,4,6,14
io2_l1p1n1_l3n1p2_d1d2,9.687,18,14,4077,4832,142,37,15,37,35.216,2483,2483,0,0,3690,4,6,14
io2_l1p1n1_l3p1n1,9.164,20,14,7439,6763,283,36,32,36,42.427,4444,4444,0,0,7093,8,4,14
io2_l1p1n1_l3p1n1_d1d2,9.164,20,14,7273,7089,275,36,24,36,41.187,4266,4266,0,0,6941,8,4,14
io2_l1p1n1_l3p2n1,9.132,20,20,17854,10629,411,36,35,36,62.592,9290,8102,0,1188,14940,8,4,20
io2_l1p1n1_l3p2n1_d1d2,9.116,20,40,21084,13266,403,36,35,36,79.241,11382,9746,0,1636,16826,8,4,40
io2_l1p2n1_l3n1n1,9.047,18,20,15522,8648,266,69,16,69,51.307,6748,5560,0,1188,12441,6,4,20
io2_l1p2n1_l3n1n1_d1d2,9.01,18,40,18527,10818,267,42,25,42,67.596,8970,7334,0,1636,14154,6,4,40
io2_l1p2n1_l3n1n2,9.634,18,20,15588,8687,268,70,16,70,55.375,6995,5807,0,1188,12534,4,6,20
io2_l1p2n1_l3n1n2_d1d2,9.597,18,40,18586,10770,269,37,25,37,73.197,9177,7541,0,1636,14213,4,4,40
io2_l1p2n1_l3n1p1,9.047,18,20,15549,8731,267,69,17,69,60.368,6846,5658,0,1188,12483,4,6,20
io2_l1p2n1_l3n1p1_d1d2,9.01,18,40,18553,10901,268,42,26,42,76.898,9135,7499,0,1636,14230,4,4,40
io2_l1p2n1_l3n1p2,9.634,18,20,15614,8789,270,70,18,70,61.319,7187,5999,0,1188,12476,6,6,20
io2_l1p2n1_l3n1p2_d1d2,9.597,18,40,18618,10856,270,37,26,37,74.473,8969,7333,0,1636,14254,4,4,40
io2_l1p2n1_l3p1n1,9.132,20,20,17999,11411,411,68,35,68,66.201,8948,7760,0,1188,14912,8,4,20
io2_l1p2n1_l3p1n1_d1d2,9.116,20,40,21078,13374,403,36,35,36,83.568,11097,9461,0,1636,16768,8,4,40
io2_l1p2n1_l3p2n1,7.984,20,20,18372,11071,539,68,35,68,114.183,11278,8902,0,2376,18623,8,4,20
io2_l1p2n1_l3p2n1_d1d2,7.966,20,40,21002,12869,531,36,35,36,135.581,14071,10799,0,3272,20189,8,4,40
io4_l1n1n1_l3n1n1,8.034,8,5,2087,1706,14,7,12,7,16.505,1320,808,512,0,1475,4,0,5
io4_l1n1n1_l3n1n1_d1d2,8.034,16,5,2084,1971,15,7,13,7,21.174,1571,1059,512,0,1469,0,16,5
io4_l1n1n1_l3n1n2,8.034,8,8,2343,1967,16,11,13,11,20.424,1473,961,512,0,1629,4,0,8
io4_l1n1n1_l3n1n2_d1d2,8.034,16,8,2387,2333,17,10,14,10,23.821,1690,1178,512,0,1622,0,16,8
io4_l1n1n1_l3n1n4,8.678,8,8,2431,2061,21,10,14,10,21.453,1537,1025,512,0,1745,4,0,8
io4_l1n1n1_l3n1n4_d1d2,8.678,16,14,2720,2505,21,7,16,7,31.447,1836,1324,512,0,1760,0,16,14
io4_l1n1n1_l3n1p1,8.034,8,5,2115,1801,15,7,13,7,18.04,1438,926,512,0,1506,4,0,5
io4_l1n1n1_l3n1p1_d1d2,8.034,16,5,2110,2066,16,7,14,7,23.271,1694,1182,512,0,1500,0,16,5
io4_l1n1n1_l3n1p2,8.034,8,5,2245,1955,18,11,14,11,18.154,1525,1013,512,0,1604,4,0,5
io4_l1n1n1_l3n1p2_d1d2,8.034,16,5,2294,2302,18,10,14,10,22.312,1758,1246,512,0,1600,0,16,5
io4_l1n1n1_l3n1p4,8.678,8,5,2452,2102,24,10,16,10,18.803,1702,1190,512,0,1644,4,0,5
io4_l1n1n1_l3n1p4_d1d2,8.678,16,5,2490,2223,22,7,14,7,22.305,1753,1241,512,0,1730,0,16,5
io4_l1n1n1_l3p1n1,8.712,8,8,6025,5278,159,6,32,6,28.472,3535,3023,512,0,5368,4,0,8
io4_l1n1n1_l3p1n1_d1d2,8.712,32,26,7012,6336,146,6,25,6,51.882,4507,3995,512,0,5833,16,0,26
io4_l1n1n1_l3p2n1,8.775,8,8,7592,6497,287,9,32,9,29.904,4736,4224,512,0,6456,4,0,8
io4_l1n1n1_l3p2n1_d1d2,8.775,24,26,8875,7989,274,9,25,9,55.789,6009,5497,512,0,7828,8,8,26
io4_l1n1n1_l3p4n1,8.659,8,40,29811,15115,543,6,45,6,73,13253,10369,512,2372,23331,4,0,40
io4_l1n1n1_l3p4n1_d1d2,8.034,32,160,45690,27314,530,6,80,6,196.363,27285,21329,512,5444,34303,16,0,160
io4_l1n1n2_l3n1n1,8.034,8,8,2286,1984,16,10,13,10,20.788,1437,925,512,0,1628,4,0,8
io4_l1n1n2_l3n1n1_d1d2,8.034,16,8,2335,2227,17,10,14,10,23.76,1692,1180,512,0,1623,0,16,8
io4_l1n1n2_l3n1n2,8.034,8,8,2350,2117,18,14,13,14,21.246,1519,1007,512,0,1654,4,0,8
io4_l1n1n2_l3n1n2_d1d2,8.034,16,8,2446,2461,19,13,14,13,25.248,1739,1227,512,0,1648,0,16,8
io4_l1n1n2_l3n1n4,8.696,8,8,2438,2211,23,13,14,13,22.491,1564,1052,512,0,1770,4,0,8
io4_l1n1n2_l3n1n4_d1d2,8.696,16,14,2779,2633,23,10,16,10,31.87,1866,1354,512,0,1786,0,16,14
io4_l1n1n2_l3n1p1,8.034,8,8,2314,2079,17,10,14,10,21.799,1526,1014,512,0,1659,4,0,8
io4_l1n1n2_l3n1p1_d1d2,8.034,16,8,2205,2586,18,10,15,10,27.84,1780,1268,512,0,1654,0,16,8
io4_l1n1n2_l3n1p2,8.034,8,8,2412,2218,20,14,15,14,23.408,1617,1105,512,0,1725,4,0,8
io4_l1n1n2_l3n1p2_d1d2,8.034,16,8,2305,2895,20,13,15,13,25.512,1850,1338,512,0,1722,0,16,8
io4_l1n1n2_l3n1p4,8.696,8,8,2619,2365,26,13,17,13,23.457,1788,1276,512,0,1798,4,0,8
io4_l1n1n2_l3n1p4_d1d2,8.696,16,8,2501,2816,24,10,15,10,25.112,1846,1334,512,0,1852,0,16,8
io4_l1n1n2_l3p1n1,9.299,8,8,6032,5408,161,9,32,9,28.564,3569,3057,512,0,5393,4,0,8
io4_l1n1n2_l3p1n1_d1d2,9.299,32,26,6759,6971,148,9,25,9,55.307,4473,3961,512,0,5860,16,0,26
io4_l1n1n2_l3p2n1,9.362,8,8,7599,6611,289,12,32,12,31.89,4802,4290,512,0,6483,4,0,8
io4_l1n1n2_l3p2n1_d1d2,9.362,24,26,8856,8212,276,12,25,12,57.14,6034,5522,512,0,7954,8,8,26
io4_l1n1n2_l3p4n1,9.246,8,40,29818,15261,545,9,45,9,77.446,13701,10817,512,2372,23391,4,0,40
io4_l1n1n2_l3p4n1_d1d2,8.621,32,160,45671,27553,532,9,80,9,203.75,27253,21297,512,5444,34150,12,0,160
io4_l1n1n4_l3n1n1,8.678,8,14,2619,2156,20,7,15,7,29.675,1584,1072,512,0,1766,4,0,14
io4_l1n1n4_l3n1n1_d1d2,8.678,16,14,2720,2505,21,7,16,7,32.611,1837,1325,512,0,1760,0,16,14
io4_l1n1n4_l3n1n2,8.696,8,14,2683,2289,22,11,15,11,29.6,1650,1138,512,0,1792,4,0,14
io4_l1n1n4_l3n1n2_d1d2,8.696,16,14,2831,2739,23,10,16,10,32.011,1865,1353,512,0,1785,0,16,14
io4_l1n1n4_l3n1n4,8.401,8,14,2771,2382,27,10,16,10,29.29,1727,1215,512,0,1908,4,0,14
io4_l1n1n4_l3n1n4_d1d2,8.401,16,14,2844,2685,27,7,16,7,32.583,1883,1371,512,0,2503,0,16,14
io4_l1n1n4_l3n1p1,8.678,8,14,2647,2251,21,7,16,7,31.001,1700,1188,512,0,1797,4,0,14
io4_l1n1n4_l3n1p1_d1d2,8.678,16,14,2746,2600,22,7,17,7,34.635,1947,1435,512,0,1791,0,16,14
io4_l1n1n4_l3n1p2,8.696,8,14,2745,2390,24,11,17,11,30.451,1757,1245,512,0,1863,4,0,14
io4_l1n1n4_l3n1p2_d1d2,8.696,16,14,2898,2821,24,10,17,10,33.333,1992,1480,512,0,1859,0,16,14
io4_l1n1n4_l3n1p4,9.044,8,14,2952,2533,30,10,19,10,32.039,1953,1441,512,0,2001,4,0,14
io4_l1n1n4_l3n1p4_d1d2,9.044,16,14,3094,2738,28,7,17,7,33.787,2008,1496,512,0,2759,0,16,14
io4_l1n1n4_l3p1n1,9.336,8,14,6365,5576,165,6,34,6,36.147,3714,3202,512,0,5530,4,0,14
io4_l1n1n4_l3p1n1_d1d2,9.336,32,26,7136,6453,152,6,25,6,54.446,4467,3955,512,0,6184,16,0,26
io4_l1n1n4_l3p2n1,9.4,8,14,7922,6747,293,9,34,9,39.577,4948,4436,512,0,6622,4,0,14
io4_l1n1n4_l3p2n1_d1d2,9.4,24,26,8999,8058,280,9,25,9,57.683,5996,5484,512,0,7746,8,8,26
io4_l1n1n4_l3p4n1,9.283,8,40,29703,15169,549,6,45,6,80.732,14172,11288,512,2372,23523,4,0,40
io4_l1n1n4_l3p4n1_d1d2,8.659,32,160,45814,27437,536,6,80,6,203.145,26294,20338,512,5444,35361,16,0,160
io4_l1n1p1_l3n1n1,8.034,8,5,2118,1801,15,7,13,7,18.836,1453,941,512,0,1510,4,0,5
io4_l1n1p1_l3n1n1_d1d2,8.034,16,5,2110,2066,16,7,14,7,23.531,1645,1133,512,0,1499,0,16,5
io4_l1n1p1_l3n1n2,8.034,8,8,2374,2062,17,11,14,11,23.181,1586,1074,512,0,1664,4,0,8
io4_l1n1p1_l3n1n2_d1d2,8.034,16,8,2413,2428,18,10,15,10,27.6,1760,1248,512,0,1652,0,16,8
io4_l1n1p1_l3n1n4,8.678,8,8,2462,2156,22,10,15,10,23.099,1606,1094,512,0,1780,4,0,8
io4_l1n1p1_l3n1n4_d1d2,8.678,16,14,2746,2600,22,7,17,7,34.33,1904,1392,512,0,1790,0,16,14
io4_l1n1p1_l3n1p1,8.034,8,5,2146,1896,16,7,14,7,20.349,1502,990,512,0,1541,4,0,5
io4_l1n1p1_l3n1p1_d1d2,8.034,16,5,2136,2161,17,7,15,7,27.601,1763,1251,512,0,1530,0,16,5
io4_l1n1p1_l3n1p2,8.034,8,5,2276,2050,19,11,15,11,20.318,1587,1075,512,0,1639,4,0,5
io4_l1n1p1_l3n1p2_d1d2,8.034,16,5,2320,2397,19,10,15,10,26.392,1826,1314,512,0,1630,0,16,5
io4_l1n1p1_l3n1p4,8.678,8,5,2483,2197,25,10,17,10,21.802,1781,1269,512,0,1679,4,0,5
io4_l1n1p1_l3n1p4_d1d2,8.678,16,5,2516,2318,23,7,15,7,25.872,1825,1313,512,0,1760,0,16,5
io4_l1n1p1_l3p1n1,8.712,8,8,6056,5373,160,6,33,6,31.271,3627,3115,512,0,5430,4,0,8
io4_l1n1p1_l3p1n1_d1d2,8.712,32,26,7038,6431,147,6,26,6,58.245,4432,3920,512,0,5866,16,0,26
io4_l1n1p1_l3p2n1,8.775,8,8,7623,6604,288,9,33,9,36.533,4863,4351,512,0,6498,4,0,8
io4_l1n1p1_l3p2n1_d1d2,8.775,24,26,8901,8096,275,9,26,9,60.727,6120,5608,512,0,7840,8,8,26
io4_l1n1p1_l3p4n1,8.659,8,40,29842,15210,544,6,46,6,79.57,13088,10204,512,2372,23373,4,0,40
io4_l1n1p1_l3p4n1_d1d2,8.034,32,160,45716,27409,531,6,81,6,210.899,26361,20405,512,5444,34316,16,0,160
io4_l1n1p2_l3n1n1,8.034,8,5,2196,1953,17,10,13,10,18.604,1547,1035,512,0,1608,4,0,5
io4_l1n1p2_l3n1n1_d1d2,8.034,16,5,2240,2196,18,10,14,10,22.675,1753,1241,512,0,1598,0,16,5
io4_l1n1p2_l3n1n2,8.034,8,8,2420,2199,19,14,14,14,22.708,1664,1152,512,0,1730,4,0,8
io4_l1n1p2_l3n1n2_d1d2,8.034,16,8,2511,2543,20,13,15,13,25.981,1844,1332,512,0,1719,0,16,8
io4_l1n1p2_l3n1n4,9.044,8,8,2476,2287,24,13,15,13,23.913,1794,1282,512,0,1814,4,0,8
io4_l1n1p2_l3n1n4_d1d2,8.696,16,14,2844,2715,24,10,17,10,33.314,1988,1476,512,0,1857,0,16,14
io4_l1n1p2_l3n1p1,8.034,8,5,2224,2048,18,10,14,10,20.655,1564,1052,512,0,1639,4,0,5
io4_l1n1p2_l3n1p1_d1d2,8.034,16,5,2266,2291,19,10,15,10,26.016,1831,1319,512,0,1629,0,16,5
io4_l1n1p2_l3n1p2,8.034,8,5,2290,2181,21,14,15,14,21.563,1675,1163,512,0,1673,4,0,5
io4_l1n1p2_l3n1p2_d1d2,8.034,16,5,2386,2506,21,13,15,13,25.461,2046,1534,512,0,1924,0,16,5
io4_l1n1p2_l3n1p4,8.696,8,5,2497,2326,27,13,17,13,21.127,1839,1327,512,0,1745,4,0,5
io4_l1n1p2_l3n1p4_d1d2,8.696,16,5,2582,2425,25,10,15,10,24.845,1919,1407,512,0,1797,0,16,5
io4_l1n1p2_l3p1n1,9.299,8,8,6070,5501,162,9,33,9,31.639,3728,3216,512,0,5457,4,0,8
io4_l1n1p2_l3p1n1_d1d2,9.299,32,26,7104,6536,149,9,26,9,56.648,4558,4046,512,0,5966,16,0,26
io4_l1n1p2_l3p2n1,9.362,8,8,7637,6716,290,12,33,12,34.961,4873,4361,512,0,6541,4,0,8
io4_l1n1p2_l3p2n1_d1d2,9.362,24,26,8889,8316,277,12,26,12,60.696,6139,5625,512,2,7344,8,8,26
io4_l1n1p2_l3p4n1,9.246,8,40,29856,15339,546,9,46,9,82.26,13260,10362,512,2386,23474,4,0,40
io4_l1n1p2_l3p4n1_d1d2,8.621,32,160,45704,27650,533,9,81,9,213.472,27210,21254,512,5444,35363,16,0,160
io4_l1n1p4_l3n1n1,8.678,8,5,2385,1874,21,7,13,7,18.347,1495,983,512,0,1734,4,0,5
io4_l1n1p4_l3n1n1_d1d2,8.678,16,5,2490,2223,22,7,14,7,22.362,1752,1240,512,0,1730,0,16,5
io4_l1n1p4_l3n1n2,8.696,8,8,2609,2120,23,11,14,11,23.54,1619,1107,512,0,1855,4,0,8
io4_l1n1p4_l3n1n2_d1d2,8.696,16,8,2761,2570,24,10,15,10,26.332,1849,1337,512,0,1850,0,16,8
io4_l1n1p4_l3n1n4,9.071,8,8,2633,2197,28,10,15,10,24.904,1767,1255,512,0,1907,4,0,8
io4_l1n1p4_l3n1n4_d1d2,9.044,16,14,3094,2738,28,7,17,7,34.716,1990,1478,512,0,2760,0,16,14
io4_l1n1p4_l3n1p1,8.678,8,5,2413,1969,22,7,14,7,20.702,1569,1057,512,0,1764,4,0,5
io4_l1n1p4_l3n1p1_d1d2,8.678,16,5,2516,2318,23,7,15,7,25.076,1823,1311,512,0,1760,0,16,5
io4_l1n1p4_l3n1p2,8.696,8,5,2479,2100,25,11,15,11,21.204,1687,1175,512,0,1799,4,0,5
io4_l1n1p4_l3n1p2_d1d2,8.696,16,5,2636,2531,25,10,15,10,24.342,2018,1506,512,0,1798,0,16,5
io4_l1n1p4_l3n1p4,8.034,8,5,2622,2223,31,10,17,10,20.916,1769,1257,512,0,1872,4,0,5
io4_l1n1p4_l3n1p4_d1d2,8.034,16,5,2768,2428,29,7,15,7,24.173,1954,1442,512,0,2634,0,16,5
io4_l1n1p4_l3p1n1,9.336,8,8,6195,5400,166,6,33,6,31.574,3688,3176,512,0,5519,4,0,8
io4_l1n1p4_l3p1n1_d1d2,9.336,32,26,7290,6557,153,6,26,6,56.241,4372,3860,512,0,6352,16,0,26
io4_l1n1p4_l3p2n1,9.4,8,8,7762,6583,294,9,33,9,34.511,4798,4286,512,0,6570,4,0,8
io4_l1n1p4_l3p2n1_d1d2,9.4,24,26,9153,8157,281,9,26,9,58.348,6169,5657,512,0,7968,8,8,26
io4_l1n1p4_l3p4n1,9.283,8,40,29853,15254,550,6,46,6,86.65,13223,10339,512,2372,23604,4,0,40
io4_l1n1p4_l3p4n1_d1d2,8.659,32,160,45968,27532,537,6,81,6,211.356,26654,20698,512,5444,34410,16,0,160
io4_l1p1n1_l3n1n1,8.712,8,26,6180,4984,138,21,17,21,50.999,3377,2865,512,0,5215,4,0,26
io4_l1p1n1_l3n1n1_d1d2,8.712,32,26,6904,6461,139,21,18,21,55.24,4080,3568,512,0,5721,16,0,26
io4_l1p1n1_l3n1n2,9.299,8,26,6244,5176,140,25,17,25,51.363,3427,2915,512,0,5371,4,0,26
io4_l1p1n1_l3n1n2_d1d2,9.299,32,26,7015,6674,141,24,18,24,55.275,4136,3624,512,0,5746,16,0,26
io4_l1p1n1_l3n1n4,9.336,8,26,6300,5238,145,24,18,24,52.857,3466,2954,512,0,5326,4,0,26
io4_l1p1n1_l3n1n4_d1d2,9.336,32,26,7028,6578,145,21,18,21,57.001,4223,3711,512,0,6080,16,0,26
io4_l1p1n1_l3n1p1,8.712,8,26,6208,5079,139,21,18,21,51.853,3466,2954,512,0,5253,4,0,26
io4_l1p1n1_l3n1p1_d1d2,8.712,32,26,6930,6556,140,21,19,21,59.194,4200,3688,512,0,5753,16,0,26
io4_l1p1n1_l3n1p2,9.299,8,26,6274,5306,142,25,19,25,53.458,3571,3059,512,0,5415,4,0,26
io4_l1p1n1_l3n1p2_d1d2,9.299,32,26,7050,6768,142,24,19,24,57.775,4291,3779,512,0,5789,16,0,26
io4_l1p1n1_l3n1p4,9.336,8,26,6481,5400,148,24,21,24,51.776,3547,3035,512,0,5419,4,0,26
io4_l1p1n1_l3n1p4_d1d2,9.336,32,26,7182,6684,146,21,19,21,56.145,4237,3725,512,0,6239,16,0,26
io4_l1p1n1_l3p1n1,8.775,8,26,10448,8249,283,20,36,20,61.477,5895,5383,512,0,9791,4,0,26
io4_l1p1n1_l3p1n1_d1d2,8.775,32,26,10432,9672,270,20,23,20,61.167,5837,5325,512,0,9149,16,0,26
io4_l1p1n1_l3p2n1,8.931,8,26,11525,8499,411,23,36,23,59.078,6467,5955,512,0,10220,4,0,26
io4_l1p1n1_l3p2n1_d1d2,8.931,32,26,11895,10290,398,23,23,23,60.74,7572,7060,512,0,10460,16,0,26
io4_l1p1n1_l3p4n1,8.744,8,40,31994,17390,667,20,43,20,97.058,15757,12873,512,2372,26137,4,0,40
io4_l1p1n1_l3p4n1_d1d2,8.72,32,160,48590,30483,654,20,78,20,225.97,30031,24075,512,5444,36906,16,0,160
io4_l1p2n1_l3n1n1,8.775,8,26,6274,6512,266,40,17,40,51.041,4376,3864,512,0,5296,4,0,26
io4_l1p2n1_l3n1n1_d1d2,8.775,24,26,8580,8018,267,24,18,24,61.594,5924,5412,512,0,7871,8,8,26
io4_l1p2n1_l3n1n2,9.362,8,26,6338,6641,268,44,17,44,51.845,4475,3963,512,0,5448,4,0,26
io4_l1p2n1_l3n1n2_d1d2,9.362,24,26,8691,8215,269,27,18,27,60,5950,5438,512,0,7200,8,8,26
io4_l1p2n1_l3n1n4,9.681,8,26,6394,6651,273,43,18,43,53.347,4519,4007,512,0,5404,4,0,26
io4_l1p2n1_l3n1n4_d1d2,9.4,24,26,8704,8087,273,24,18,24,59.081,5933,5421,512,0,7376,8,8,26
io4_l1p2n1_l3n1p1,8.775,8,26,6302,6619,267,40,18,40,52.918,4505,3993,512,0,5339,4,0,26
io4_l1p2n1_l3n1p1_d1d2,8.775,24,26,8606,8125,268,24,19,24,63.57,6091,5579,512,0,7140,8,8,26
