prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l1n1n1_l3p2n1_l5n1_d1d2,9.206,26,64,20235,12419,398,43,34,43,7x32,1x32,72.433,11503,9866,0,1637,15304,4,6,64
io2_l1n1n2_l3n1n1_l5n1,8.419,24,8,1026,1710,21,8,14,8,7x32,1x32,15.565,870,870,0,0,736,8,8,8
io2_l1n1n2_l3n1n1_l5n1_d1d2,8.419,24,8,1024,1925,22,13,15,13,7x32,1x32,15.87,946,946,0,0,795,8,8,8
io2_l1n1n2_l3n1n2_l5n1,8.55,24,8,1022,1668,24,8,14,8,7x32,1x32,16.013,848,848,0,0,603,8,8,8
io2_l1n1n2_l3n1n2_l5n1_d1d2,8.55,24,8,1019,1873,25,8,15,8,7x32,1x32,16.057,904,904,0,0,725,8,8,8
io2_l1n1n2_l3n1p1_l5n1,8.419,24,8,1076,1791,22,8,15,8,7x32,1x32,18.211,958,958,0,0,791,8,8,8
io2_l1n1n2_l3n1p1_l5n1_d1d2,8.419,24,8,1074,2006,23,13,16,13,7x32,1x32,18.983,1006,1006,0,0,849,8,8,8
io2_l1n1n2_l3n1p2_l5n1,8.858,24,8,1077,1754,25,8,15,8,7x32,1x32,17.125,961,961,0,0,664,8,8,8
io2_l1n1n2_l3n1p2_l5n1_d1d2,8.858,24,8,1075,1959,26,8,16,8,7x32,1x32,17.497,1009,1009,0,0,788,8,8,8
io2_l1n1n2_l3p1n1_l5n1,9.013,26,26,5560,5316,208,38,18,38,7x32,1x32,38.601,3775,3775,0,0,4773,8,6,26
io2_l1n1n2_l3p1n1_l5n1_d1d2,9.263,26,26,5403,5767,209,38,19,38,7x32,1x32,39.05,3694,3694,0,0,4668,8,6,26
io2_l1n1n2_l3p2n1_l5n1,9.229,26,32,16298,9520,400,70,21,70,7x32,1x32,59.78,8864,7675,0,1189,12890,10,6,32
io2_l1n1n2_l3p2n1_l5n1_d1d2,9.206,26,64,20230,12398,401,38,34,38,7x32,1x32,79.322,11776,10139,0,1637,15283,10,6,64
io2_l1n1p1_l3n1n1_l5n1,8.419,24,5,831,1662,19,8,14,8,7x32,1x32,14.665,870,870,0,0,674,8,8,5
io2_l1n1p1_l3n1n1_l5n1_d1d2,8.419,24,5,823,1887,20,18,15,18,7x32,1x32,14.773,936,936,0,0,663,8,8,5
io2_l1n1p1_l3n1n2_l5n1,8.419,24,8,1076,1791,22,8,15,8,7x32,1x32,17.855,945,945,0,0,791,8,8,8
io2_l1n1p1_l3n1n2_l5n1_d1d2,8.419,24,8,1074,2006,23,13,16,13,7x32,1x32,17.646,999,999,0,0,849,8,8,8
io2_l1n1p1_l3n1p1_l5n1,8.419,24,5,856,1731,20,8,15,8,7x32,1x32,17.426,914,914,0,0,703,8,8,5
io2_l1n1p1_l3n1p1_l5n1_d1d2,8.419,24,5,841,1956,21,18,16,18,7x32,1x32,17.335,950,950,0,0,685,8,8,5
io2_l1n1p1_l3n1p2_l5n1,8.858,24,5,946,1712,23,8,15,8,7x32,1x32,16.908,976,976,0,0,737,8,8,5
io2_l1n1p1_l3n1p2_l5n1_d1d2,8.858,24,5,938,1927,24,13,16,13,7x32,1x32,17.01,1026,1026,0,0,786,8,8,5
io2_l1n1p1_l3p1n1_l5n1,9.274,26,26,5582,5418,206,38,19,38,7x32,1x32,41.121,3866,3866,0,0,4866,8,6,26
io2_l1n1p1_l3p1n1_l5n1_d1d2,9.263,26,26,5426,5879,207,43,20,43,7x32,1x32,41.197,3710,3710,0,0,4698,8,6,26
io2_l1n1p1_l3p2n1_l5n1,9.229,26,32,16320,9622,398,70,22,70,7x32,1x32,61.285,8618,7429,0,1189,12999,10,6,32
io2_l1n1p1_l3p2n1_l5n1_d1d2,9.206,26,64,20253,12498,399,43,35,43,7x32,1x32,82.923,11553,9916,0,1637,15314,8,4,64
io2_l1n1p2_l3n1n1_l5n1,8.858,24,5,921,1637,22,8,14,8,7x32,1x32,15.471,887,887,0,0,706,8,8,5
io2_l1n1p2_l3n1n1_l5n1_d1d2,8.858,24,5,920,1852,23,13,15,13,7x32,1x32,14.939,957,957,0,0,764,8,8,5
io2_l1n1p2_l3n1n2_l5n1,8.858,24,8,1077,1754,25,8,15,8,7x32,1x32,17.401,960,960,0,0,664,8,8,8
io2_l1n1p2_l3n1n2_l5n1_d1d2,8.858,24,8,1075,1959,26,8,16,8,7x32,1x32,17.817,1007,1007,0,0,788,8,8,8
io2_l1n1p2_l3n1p1_l5n1,8.858,24,5,946,1712,23,8,15,8,7x32,1x32,18.547,973,973,0,0,737,8,8,5
io2_l1n1p2_l3n1p1_l5n1_d1d2,8.858,24,5,938,1927,24,13,16,13,7x32,1x32,18.74,1022,1022,0,0,786,8,8,5
io2_l1n1p2_l3n1p2_l5n1,8.55,24,5,940,1662,26,8,15,8,7x32,1x32,16.861,983,983,0,0,597,8,8,5
io2_l1n1p2_l3n1p2_l5n1_d1d2,8.55,24,5,939,1867,27,8,16,8,7x32,1x32,17.1,1024,1024,0,0,723,8,8,5
io2_l1n1p2_l3p1n1_l5n1,9.274,26,26,5583,5372,209,38,19,38,7x32,1x32,41.427,3896,3896,0,0,4805,8,6,26
io2_l1n1p2_l3p1n1_l5n1_d1d2,9.285,26,26,5427,5823,210,38,20,38,7x32,1x32,41.07,3776,3776,0,0,4697,8,6,26
io2_l1n1p2_l3p2n1_l5n1,9.251,26,32,16321,9576,401,70,22,70,7x32,1x32,63.68,8484,7295,0,1189,12904,10,6,32
io2_l1n1p2_l3p2n1_l5n1_d1d2,9.229,26,64,20254,12442,402,38,35,38,7x32,1x32,86.83,11726,10089,0,1637,15320,10,6,64
io2_l1p1n1_l3n1n1_l5p1,9.274,26,26,5751,5449,205,38,18,38,7x32,1x32,34.093,3768,3768,0,0,4857,8,6,26
io2_l1p1n1_l3n1n1_l5p1_d1d2,9.263,26,26,5595,5910,206,43,19,43,7x32,1x32,33.655,3657,3657,0,0,4687,8,6,26
io2_l1p1n1_l3n1n2_l5p1,9.013,26,26,5747,5422,208,38,18,38,7x32,1x32,35.616,3832,3832,0,0,4787,8,6,26
io2_l1p1n1_l3n1n2_l5p1_d1d2,9.263,26,26,5590,5873,209,38,19,38,7x32,1x32,35.087,3599,3599,0,0,4681,8,6,26
io2_l1p1n1_l3n1p1_l5p1,9.274,26,26,5769,5524,206,38,19,38,7x32,1x32,38.27,3866,3866,0,0,4880,8,6,26
io2_l1p1n1_l3n1p1_l5p1_d1d2,9.263,26,26,5613,5985,207,43,20,43,7x32,1x32,38.668,3720,3720,0,0,4710,8,6,26
io2_l1p1n1_l3n1p2_l5p1,9.274,26,26,5770,5496,209,38,19,38,7x32,1x32,37.531,3930,3930,0,0,4820,8,6,26
io2_l1p1n1_l3n1p2_l5p1_d1d2,9.285,26,26,5614,5947,210,38,20,38,7x32,1x32,37.047,3830,3830,0,0,4714,8,6,26
io2_l1p1n1_l3p1n1_l5p1,9.221,26,14,4221,6067,392,68,12,68,7x32,1x32,31.293,3274,3274,0,0,3510,8,6,14
io2_l1p1n1_l3p1n1_l5p1_d1d2,9.221,26,14,4230,6876,393,68,13,68,7x32,1x32,31.73,3390,3390,0,0,3757,8,6,14
io2_l1p1n1_l3p2n1_l5p1,9.274,26,32,17691,11898,584,100,19,100,7x32,1x32,66.729,10743,9554,0,1189,14307,10,4,32
io2_l1p1n1_l3p2n1_l5p1_d1d2,9.286,26,64,20849,14987,585,68,32,68,7x32,1x32,85.034,13361,11724,0,1637,15750,10,6,64
io2_l1p2n1_l3n1n1_l5p2,9.229,26,32,16421,9564,398,70,21,70,7x32,1x32,53.581,8776,7587,0,1189,12946,10,6,32
io2_l1p2n1_l3n1n1_l5p2_d1d2,9.206,26,64,20354,12436,399,43,34,43,7x32,1x32,67.775,11647,10010,0,1637,15303,8,6,64
io2_l1p2n1_l3n1n2_l5p2,9.229,26,32,16417,9537,401,70,21,70,7x32,1x32,60.697,8650,7461,0,1189,12886,10,4,32
io2_l1p2n1_l3n1n2_l5p2_d1d2,9.206,26,64,20349,12415,402,38,34,38,7x32,1x32,74.592,11536,9899,0,1637,15316,8,6,64
io2_l1p2n1_l3n1p1_l5p2,9.229,26,32,16439,9639,399,70,22,70,7x32,1x32,62.326,8784,7595,0,1189,12988,8,6,32
io2_l1p2n1_l3n1p1_l5p2_d1d2,9.206,26,64,20372,12515,400,43,35,43,7x32,1x32,79.752,11495,9858,0,1637,15296,10,6,64
io2_l1p2n1_l3n1p2_l5p2,9.251,26,32,16440,9611,402,70,22,70,7x32,1x32,63.788,8794,7605,0,1189,12912,10,6,32
io2_l1p2n1_l3n1p2_l5p2_d1d2,9.229,26,64,20373,12477,403,38,35,38,7x32,1x32,78.278,11850,10213,0,1637,15326,6,4,64
io2_l1p2n1_l3p1n1_l5p2,9.285,26,32,17655,11791,585,100,19,100,7x32,1x32,67.51,10826,9637,0,1189,14247,8,6,32
io2_l1p2n1_l3p1n1_l5p2_d1d2,9.286,26,64,20781,14891,586,68,32,68,7x32,1x32,83.288,13303,11666,0,1637,15768,8,6,64
io2_l1p2n1_l3p2n1_l5p2,8.905,26,32,17396,11500,777,132,19,132,7x32,1x32,119.613,12118,9740,0,2378,17331,8,6,32
io2_l1p2n1_l3p2n1_l5p2_d1d2,8.835,26,64,21251,14153,778,68,32,68,7x32,1x32,154.312,16070,12796,0,3274,19877,10,6,64
io4_l1n1n1_l3n1n1_l5n1,8.419,16,5,1878,1928,18,8,13,8,11x32,1x32,14.516,1199,943,256,0,1257,8,0,5
io4_l1n1n1_l3n1n1_l5n1_d1d2,8.419,32,5,1883,2301,19,8,14,8,11x32,1x32,20.837,1457,1201,256,0,1409,0,32,5
io4_l1n1n1_l3n1n2_l5n1,8.419,16,8,2136,2233,21,11,14,11,11x32,1x32,17.506,1345,1089,256,0,1440,8,0,8
io4_l1n1n1_l3n1n2_l5n1_d1d2,8.419,32,8,2136,2576,22,11,15,11,11x32,1x32,23.6,1602,1346,256,0,1564,0,32,8
io4_l1n1n1_l3n1n4_l5n1,8.419,16,14,2590,2461,27,8,16,8,11x32,1x32,21.519,1518,1262,256,0,1627,8,0,14
io4_l1n1n1_l3n1n4_l5n1_d1d2,8.419,32,14,2590,2902,28,8,17,8,11x32,1x32,28.712,1780,1524,256,0,1828,0,32,14
io4_l1n1n1_l3n1p1_l5n1,8.419,16,5,1932,2021,19,8,14,8,11x32,1x32,16.571,1308,1052,256,0,1284,8,0,5
io4_l1n1n1_l3n1p1_l5n1_d1d2,8.419,32,5,1934,2394,20,8,15,8,11x32,1x32,23.728,1568,1312,256,0,1469,0,32,5
io4_l1n1n1_l3n1p2_l5n1,8.858,16,5,2030,2172,22,11,14,11,11x32,1x32,16.261,1444,1188,256,0,1410,8,0,5
io4_l1n1n1_l3n1p2_l5n1_d1d2,8.858,32,5,2032,2515,23,11,15,11,11x32,1x32,22.938,1681,1425,256,0,1544,0,32,5
io4_l1n1n1_l3n1p4_l5n1,8.813,16,5,2226,2085,28,8,14,8,11x32,1x32,16.099,1451,1195,256,0,1462,8,0,5
io4_l1n1n1_l3n1p4_l5n1_d1d2,8.813,32,5,2230,2526,29,8,15,8,11x32,1x32,23.048,1781,1525,256,0,1727,0,32,5
io4_l1n1n1_l3p1n1_l5n1,9.229,16,50,8423,6902,205,22,26,22,11x32,1x32,57.156,5501,5181,320,0,6702,8,0,50
io4_l1n1n1_l3p1n1_l5n1_d1d2,8.881,48,50,8686,8287,206,22,27,22,11x32,1x32,64.463,5920,5600,320,0,6946,16,16,50
io4_l1n1n1_l3p2n1_l5n1,9.251,16,50,8449,8402,397,41,26,41,11x32,1x32,60.732,6702,6382,320,0,7163,8,0,50
io4_l1n1n1_l3p2n1_l5n1_d1d2,9.527,40,50,9990,9682,398,25,27,25,11x32,1x32,68.297,7753,7433,320,0,8059,8,24,50
io4_l1n1n1_l3p4n1_l5n1,9.229,16,64,31187,16434,781,70,33,70,11x32,1x32,86.393,15278,12586,320,2372,24406,8,0,64
io4_l1n1n1_l3p4n1_l5n1_d1d2,8.813,56,256,52488,33622,782,22,106,22,11x32,1x32,235.386,34038,28338,256,5444,38113,20,16,256
io4_l1n1n2_l3n1n1_l5n1,8.419,16,8,2136,2233,21,11,14,11,11x32,1x32,17.212,1350,1094,256,0,1440,8,0,8
io4_l1n1n2_l3n1n1_l5n1_d1d2,8.419,32,8,2136,2576,22,11,15,11,11x32,1x32,23.901,1605,1349,256,0,1564,0,32,8
io4_l1n1n2_l3n1n2_l5n1,8.419,16,8,2202,2379,24,14,14,14,11x32,1x32,18.434,1408,1152,256,0,1495,8,0,8
io4_l1n1n2_l3n1n2_l5n1_d1d2,8.419,32,8,2197,2692,25,14,15,14,11x32,1x32,24.376,1650,1394,256,0,1591,0,32,8
io4_l1n1n2_l3n1n4_l5n1,8.419,16,14,2656,2607,30,11,16,11,11x32,1x32,22.961,1593,1337,256,0,1683,8,0,14
io4_l1n1n2_l3n1n4_l5n1_d1d2,8.419,32,14,2651,3018,31,11,17,11,11x32,1x32,28.614,1842,1586,256,0,1856,0,32,14
io4_l1n1n2_l3n1p1_l5n1,8.419,16,8,2190,2326,22,11,15,11,11x32,1x32,20.399,1446,1190,256,0,1480,8,0,8
io4_l1n1n2_l3n1p1_l5n1_d1d2,8.419,32,8,2187,2669,23,11,16,11,11x32,1x32,27.93,1698,1442,256,0,1624,0,32,8
io4_l1n1n2_l3n1p2_l5n1,8.858,16,8,2256,2471,25,14,15,14,11x32,1x32,19.504,1590,1334,256,0,1561,8,0,8
io4_l1n1n2_l3n1p2_l5n1_d1d2,8.858,32,8,2253,2784,26,14,16,14,11x32,1x32,25.527,1874,1618,256,0,1721,0,32,8
io4_l1n1n2_l3n1p4_l5n1,8.813,16,8,2452,2384,31,11,15,11,11x32,1x32,19.272,1581,1325,256,0,1613,8,0,8
io4_l1n1n2_l3n1p4_l5n1_d1d2,8.813,32,8,2451,2795,32,11,16,11,11x32,1x32,24.923,1840,1584,256,0,1788,0,32,8
io4_l1n1n2_l3p1n1_l5n1,9.229,16,50,8489,7039,208,25,26,25,11x32,1x32,58.831,5632,5312,320,0,7239,8,0,50
io4_l1n1n2_l3p1n1_l5n1_d1d2,8.881,48,50,8747,8394,209,25,27,25,11x32,1x32,65.282,5848,5528,320,0,7017,16,16,50
io4_l1n1n2_l3p2n1_l5n1,9.251,16,50,8515,8523,400,44,26,44,11x32,1x32,59.753,6509,6189,320,0,7205,8,0,50
io4_l1n1n2_l3p2n1_l5n1_d1d2,9.527,40,50,10051,9773,401,28,27,28,11x32,1x32,66.859,7324,7004,320,0,7916,8,24,50
io4_l1n1n2_l3p4n1_l5n1,9.229,16,64,31253,16573,784,73,33,73,11x32,1x32,89.104,15208,12516,320,2372,24372,8,0,64
io4_l1n1n2_l3p4n1_l5n1_d1d2,8.813,56,256,52549,33732,785,25,106,25,11x32,1x32,239.025,34022,28322,256,5444,38195,16,16,256
io4_l1n1n4_l3n1n1_l5n1,8.419,16,14,2590,2461,27,8,16,8,11x32,1x32,21.574,1536,1280,256,0,1627,8,0,14
io4_l1n1n4_l3n1n1_l5n1_d1d2,8.419,32,14,2590,2902,28,8,17,8,11x32,1x32,27.801,1805,1549,256,0,1828,0,32,14
io4_l1n1n4_l3n1n2_l5n1,8.419,16,14,2656,2607,30,11,16,11,11x32,1x32,21.903,1598,1342,256,0,1683,8,0,14
io4_l1n1n4_l3n1n2_l5n1_d1d2,8.419,32,14,2651,3018,31,11,17,11,11x32,1x32,27.774,1846,1590,256,0,1856,0,32,14
io4_l1n1n4_l3n1n4_l5n1,8.419,16,14,2662,2505,36,8,16,8,11x32,1x32,22.721,1539,1283,256,0,1545,8,0,14
io4_l1n1n4_l3n1n4_l5n1_d1d2,8.419,32,14,2657,3014,37,8,17,8,11x32,1x32,29.053,1781,1525,256,0,1919,0,32,14
io4_l1n1n4_l3n1p1_l5n1,8.419,16,14,2644,2553,28,8,17,8,11x32,1x32,24.743,1657,1401,256,0,1689,8,0,14
io4_l1n1n4_l3n1p1_l5n1_d1d2,8.419,32,14,2641,2994,29,8,18,8,11x32,1x32,31.572,2040,1784,256,0,1888,0,32,14
io4_l1n1n4_l3n1p2_l5n1,8.858,16,14,2710,2698,31,11,17,11,11x32,1x32,23.499,1730,1474,256,0,1748,8,0,14
io4_l1n1n4_l3n1p2_l5n1_d1d2,8.858,32,14,2707,3109,32,11,18,11,11x32,1x32,29.949,2106,1850,256,0,1985,0,32,14
io4_l1n1n4_l3n1p4_l5n1,8.813,16,14,2778,2605,37,8,17,8,11x32,1x32,22.393,1776,1520,256,0,1672,8,0,14
io4_l1n1n4_l3n1p4_l5n1_d1d2,8.813,32,14,2777,3114,38,8,18,8,11x32,1x32,29.611,2032,1776,256,0,2046,0,32,14
io4_l1n1n4_l3p1n1_l5n1,9.229,16,50,8495,6967,214,22,26,22,11x32,1x32,58.747,5542,5222,320,0,6982,8,0,50
io4_l1n1n4_l3p1n1_l5n1_d1d2,8.847,48,50,8753,8420,215,22,27,22,11x32,1x32,66.204,5868,5548,320,0,7123,16,16,50
io4_l1n1n4_l3p2n1_l5n1,9.148,16,50,8521,8418,406,41,26,41,11x32,1x32,61.44,6655,6335,320,0,7081,8,0,50
io4_l1n1n4_l3p2n1_l5n1_d1d2,9.527,40,50,10057,9766,407,25,27,25,11x32,1x32,66.831,7435,7115,320,0,7855,8,24,50
io4_l1n1n4_l3p4n1_l5n1,9.229,16,64,31259,16501,790,70,33,70,11x32,1x32,94.562,15585,12893,320,2372,24324,8,0,64
io4_l1n1n4_l3p4n1_l5n1_d1d2,8.813,56,256,52555,33764,791,22,106,22,11x32,1x32,242.005,34287,28587,256,5444,38276,16,16,256
io4_l1n1p1_l3n1n1_l5n1,8.419,16,5,1932,2021,19,8,14,8,11x32,1x32,16.551,1394,1138,256,0,1317,8,0,5
io4_l1n1p1_l3n1n1_l5n1_d1d2,8.419,32,5,1934,2394,20,8,15,8,11x32,1x32,23.551,1569,1313,256,0,1468,0,32,5
io4_l1n1p1_l3n1n2_l5n1,8.419,16,8,2190,2326,22,11,15,11,11x32,1x32,18.935,1475,1219,256,0,1500,8,0,8
io4_l1n1p1_l3n1n2_l5n1_d1d2,8.419,32,8,2187,2669,23,11,16,11,11x32,1x32,26.352,1697,1441,256,0,1623,0,32,8
io4_l1n1p1_l3n1n4_l5n1,8.419,16,14,2644,2553,28,8,17,8,11x32,1x32,24.203,1653,1397,256,0,1689,8,0,14
io4_l1n1p1_l3n1n4_l5n1_d1d2,8.419,32,14,2641,2994,29,8,18,8,11x32,1x32,30.977,1890,1634,256,0,1887,0,32,14
io4_l1n1p1_l3n1p1_l5n1,8.419,16,5,1954,2102,20,8,15,8,11x32,1x32,18.618,1376,1120,256,0,1324,8,0,5
io4_l1n1p1_l3n1p1_l5n1_d1d2,8.419,32,5,1953,2475,21,8,16,8,11x32,1x32,27.941,1644,1388,256,0,1495,0,32,5
io4_l1n1p1_l3n1p2_l5n1,8.858,16,5,2052,2259,23,11,15,11,11x32,1x32,18.687,1548,1292,256,0,1440,8,0,5
io4_l1n1p1_l3n1p2_l5n1_d1d2,8.858,32,5,2051,2602,24,11,16,11,11x32,1x32,26.346,1764,1508,256,0,1574,0,32,5
io4_l1n1p1_l3n1p4_l5n1,8.813,16,5,2248,2172,29,8,15,8,11x32,1x32,18.377,1551,1295,256,0,1492,8,0,5
io4_l1n1p1_l3n1p4_l5n1_d1d2,8.813,32,5,2249,2613,30,8,16,8,11x32,1x32,26.122,1803,1547,256,0,1691,0,32,5
io4_l1n1p1_l3p1n1_l5n1,9.229,16,50,8445,6989,206,22,27,22,11x32,1x32,59.198,5607,5287,320,0,6731,8,0,50
io4_l1n1p1_l3p1n1_l5n1_d1d2,8.881,48,50,8705,8374,207,22,28,22,11x32,1x32,70.709,6035,5715,320,0,7235,16,16,50
io4_l1n1p1_l3p2n1_l5n1,9.251,16,50,8471,8509,398,41,27,41,11x32,1x32,61.008,6541,6221,320,0,6702,8,0,50
io4_l1n1p1_l3p2n1_l5n1_d1d2,9.527,40,50,10009,9789,399,25,28,25,11x32,1x32,70.366,7332,7012,320,0,7857,6,24,50
io4_l1n1p1_l3p4n1_l5n1,9.229,16,64,31209,16505,782,70,34,70,11x32,1x32,92.769,15693,13001,320,2372,24359,8,0,64
io4_l1n1p1_l3p4n1_l5n1_d1d2,8.813,56,256,52507,33712,783,22,107,22,11x32,1x32,243.418,33969,28269,256,5444,38126,20,16,256
io4_l1n1p2_l3n1n1_l5n1,8.858,16,5,2030,2172,22,11,14,11,11x32,1x32,17.611,1443,1187,256,0,1410,8,0,5
io4_l1n1p2_l3n1n1_l5n1_d1d2,8.858,32,5,2032,2515,23,11,15,11,11x32,1x32,23.062,1665,1409,256,0,1546,0,32,5
io4_l1n1p2_l3n1n2_l5n1,8.858,16,8,2256,2471,25,14,15,14,11x32,1x32,20.088,1567,1311,256,0,1561,8,0,8
io4_l1n1p2_l3n1n2_l5n1_d1d2,8.858,32,8,2253,2784,26,14,16,14,11x32,1x32,26.454,1865,1609,256,0,1720,0,32,8
io4_l1n1p2_l3n1n4_l5n1,8.858,16,14,2710,2698,31,11,17,11,11x32,1x32,25.147,1735,1479,256,0,1748,8,0,14
io4_l1n1p2_l3n1n4_l5n1_d1d2,8.858,32,14,2707,3109,32,11,18,11,11x32,1x32,31.084,2099,1843,256,0,1986,0,32,14
io4_l1n1p2_l3n1p1_l5n1,8.858,16,5,2052,2259,23,11,15,11,11x32,1x32,20.589,1545,1289,256,0,1440,8,0,5
io4_l1n1p2_l3n1p1_l5n1_d1d2,8.858,32,5,2051,2602,24,11,16,11,11x32,1x32,28.115,1776,1520,256,0,1562,0,32,5
io4_l1n1p2_l3n1p2_l5n1,8.419,16,5,2118,2396,26,14,15,14,11x32,1x32,18.582,1585,1329,256,0,1469,8,0,5
io4_l1n1p2_l3n1p2_l5n1_d1d2,8.419,32,5,2117,2709,27,14,16,14,11x32,1x32,25.672,2024,1768,256,0,1724,0,32,5
io4_l1n1p2_l3n1p4_l5n1,8.835,16,5,2314,2305,32,11,15,11,11x32,1x32,18.929,1605,1349,256,0,1552,8,0,5
io4_l1n1p2_l3n1p4_l5n1_d1d2,8.835,32,5,2315,2716,33,11,16,11,11x32,1x32,26.198,1948,1692,256,0,1790,0,32,5
io4_l1n1p2_l3p1n1_l5n1,9.251,16,50,8511,7122,209,25,27,25,11x32,1x32,60.355,5624,5304,320,0,6793,8,0,50
io4_l1n1p2_l3p1n1_l5n1_d1d2,9.218,48,50,8771,8477,210,25,28,25,11x32,1x32,68.522,5925,5605,320,0,7035,16,16,50
io4_l1n1p2_l3p2n1_l5n1,9.541,16,50,8537,8627,401,44,27,44,11x32,1x32,61.804,6642,6322,320,0,6774,8,0,50
io4_l1n1p2_l3p2n1_l5n1_d1d2,9.549,40,50,10075,9877,402,28,28,28,11x32,1x32,70.737,7657,7337,320,0,8004,8,24,50
io4_l1n1p2_l3p4n1_l5n1,9.251,16,64,31275,16655,785,73,34,73,11x32,1x32,97.632,15446,12754,320,2372,24418,8,0,64
io4_l1n1p2_l3p4n1_l5n1_d1d2,8.835,56,256,52573,33815,786,25,107,25,11x32,1x32,245.303,34383,28683,256,5444,38206,20,16,256
io4_l1n1p4_l3n1n1_l5n1,8.813,16,5,2226,2085,28,8,14,8,11x32,1x32,17.757,1497,1241,256,0,1462,8,0,5
io4_l1n1p4_l3n1n1_l5n1_d1d2,8.813,32,5,2230,2526,29,8,15,8,11x32,1x32,24.022,1877,1621,256,0,1727,0,32,5
io4_l1n1p4_l3n1n2_l5n1,8.813,16,8,2452,2384,31,11,15,11,11x32,1x32,19.469,1589,1333,256,0,1613,8,0,8
io4_l1n1p4_l3n1n2_l5n1_d1d2,8.813,32,8,2451,2795,32,11,16,11,11x32,1x32,26.093,1836,1580,256,0,1788,0,32,8
io4_l1n1p4_l3n1n4_l5n1,8.813,16,14,2778,2605,37,8,17,8,11x32,1x32,23.517,1765,1509,256,0,1671,8,0,14
io4_l1n1p4_l3n1n4_l5n1_d1d2,8.813,32,14,2777,3114,38,8,18,8,11x32,1x32,30.136,2026,1770,256,0,2045,0,32,14
io4_l1n1p4_l3n1p1_l5n1,8.813,16,5,2248,2172,29,8,15,8,11x32,1x32,20.915,1557,1301,256,0,1492,8,0,5
