prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io4_l1n1n1_l3n1p2,8.419,8,5,1669,1774,17,10,13,10,14.331,1199,1007,192,0,1187,4,0,5
io4_l1n1n1_l3n1p2_d1d2,8.419,16,5,1673,2009,18,10,14,10,19.422,1416,1224,192,0,1303,0,16,5
io4_l1n1n1_l3n1p4,8.419,16,20,2966,2775,21,7,19,7,23.873,1880,1747,128,5,1864,8,0,20
io4_l1n1n1_l3n1p4_d1d2,8.419,24,20,2963,3108,22,7,20,7,29.557,2138,2005,128,5,1863,4,16,20
io4_l1n1n1_l3p1n1,8.419,16,40,6952,5439,138,21,24,21,41.727,4726,4598,128,0,5773,8,0,40
io4_l1n1n1_l3p1n1_d1d2,8.419,40,40,6949,6784,139,21,25,21,47.962,5212,5084,128,0,5888,20,0,40
io4_l1n1n1_l3p2n1,8.813,16,40,8785,6327,266,40,24,40,43.439,6334,6206,128,0,7625,8,0,40
io4_l1n1n1_l3p2n1_d1d2,8.419,40,80,13145,11065,267,24,41,24,77.287,9871,9743,128,0,11088,20,0,80
io4_l1n1n1_l3p4n1,8.835,16,40,8874,7229,522,69,24,69,43.929,6123,5995,128,0,7706,8,0,40
io4_l1n1n1_l3p4n1_d1d2,8.847,40,114,22599,14921,523,21,55,21,111.091,18081,17953,128,0,19782,20,0,114
io4_l1n1n2_l3n1n1,8.419,8,8,1966,1860,16,10,13,10,15.247,1104,912,192,0,1415,4,0,8
io4_l1n1n2_l3n1n1_d1d2,8.419,16,8,1966,2095,17,10,14,10,19.162,1350,1158,192,0,1541,0,16,8
io4_l1n1n2_l3n1n2,8.419,8,8,2023,2000,18,13,13,13,15.329,1198,1006,192,0,1449,4,0,8
io4_l1n1n2_l3n1n2_d1d2,8.419,16,8,2015,2493,19,13,14,13,18.969,1434,1242,192,0,1549,0,16,8
io4_l1n1n2_l3n1n4,8.419,8,20,3059,2768,22,10,18,10,23.994,2011,1819,192,0,2239,4,0,20
io4_l1n1n2_l3n1n4_d1d2,8.419,16,20,3061,3071,23,10,19,10,28.096,2247,2055,192,0,2290,0,16,20
io4_l1n1n2_l3n1p1,8.419,8,8,1858,1932,17,10,14,10,16.721,1218,1026,192,0,1308,4,0,8
io4_l1n1n2_l3n1p1_d1d2,8.419,16,8,1853,2455,18,10,15,10,22.318,1451,1259,192,0,1427,0,16,8
io4_l1n1n2_l3n1p2,8.419,8,8,1920,2049,19,13,14,13,17.406,1308,1116,192,0,1365,4,0,8
io4_l1n1n2_l3n1p2_d1d2,8.419,16,8,1924,2542,20,13,15,13,22.917,1899,1707,192,0,1727,0,16,8
io4_l1n1n2_l3n1p4,8.419,16,20,3057,2954,23,10,19,10,25.133,1944,1811,128,5,1986,8,0,20
io4_l1n1n2_l3n1p4_d1d2,8.419,24,20,3054,3641,24,10,20,10,30.863,2203,2070,128,5,1984,4,16,20
io4_l1n1n2_l3p1n1,8.419,16,40,7011,5597,140,24,24,24,43.539,4820,4692,128,0,5863,8,0,40
io4_l1n1n2_l3p1n1_d1d2,8.419,40,40,7008,7488,141,24,25,24,50.627,5207,5079,128,0,5930,20,0,40
io4_l1n1n2_l3p2n1,8.813,16,40,8844,6473,268,43,24,43,45.365,6124,5996,128,0,7727,8,0,40
io4_l1n1n2_l3p2n1_d1d2,8.419,40,80,13204,11331,269,27,41,27,79.977,9812,9684,128,0,11078,20,0,80
io4_l1n1n2_l3p4n1,8.835,16,40,8933,7375,524,72,24,72,46.266,6147,6019,128,0,7810,8,0,40
io4_l1n1n2_l3p4n1_d1d2,8.847,40,114,22658,15192,525,24,55,24,112.216,18027,17899,128,0,19732,20,0,114
io4_l1n1n4_l3n1n1,8.419,8,14,2422,2028,20,7,15,7,20.393,1251,1059,192,0,1727,4,0,14
io4_l1n1n4_l3n1n1_d1d2,8.419,16,14,2422,2361,21,7,16,7,24.741,1497,1305,192,0,1802,0,16,14
io4_l1n1n4_l3n1n2,8.419,8,14,2479,2168,22,10,15,10,18.975,1341,1149,192,0,1761,4,0,14
io4_l1n1n4_l3n1n2_d1d2,8.419,16,14,2471,2855,23,10,16,10,23.192,1597,1405,192,0,1810,0,16,14
io4_l1n1n4_l3n1n4,8.419,8,20,3067,2666,26,7,18,7,25.671,2034,1842,192,0,2135,4,0,20
io4_l1n1n4_l3n1n4_d1d2,8.419,16,20,3197,3127,27,7,19,7,29.507,2341,2149,192,0,2518,0,16,20
io4_l1n1n4_l3n1p1,8.419,8,14,2314,2100,21,7,16,7,22.275,1367,1175,192,0,1620,4,0,14
io4_l1n1n4_l3n1p1_d1d2,8.419,16,14,2309,2433,22,7,17,7,26.106,1611,1419,192,0,1689,0,16,14
io4_l1n1n4_l3n1p2,8.419,8,14,2376,2217,23,10,16,10,22.334,1452,1260,192,0,1677,4,0,14
io4_l1n1n4_l3n1p2_d1d2,8.419,16,14,2380,2520,24,10,17,10,27.157,1774,1582,192,0,1787,0,16,14
io4_l1n1n4_l3n1p4,8.419,16,20,3065,2852,27,7,19,7,26.547,2053,1920,128,5,1903,8,0,20
io4_l1n1n4_l3n1p4_d1d2,8.419,24,20,3190,3313,28,7,20,7,31.988,2289,2156,128,5,2150,4,16,20
io4_l1n1n4_l3p1n1,8.419,16,40,7019,5509,144,21,24,21,44.829,4940,4812,128,0,5938,8,0,40
io4_l1n1n4_l3p1n1_d1d2,8.419,40,40,7144,6946,145,21,25,21,51.188,5268,5140,128,0,6077,20,0,40
io4_l1n1n4_l3p2n1,8.813,16,40,8852,6367,272,40,24,40,48.936,5964,5836,128,0,7791,8,0,40
io4_l1n1n4_l3p2n1_d1d2,8.419,40,80,13340,11219,273,24,41,24,78.757,9826,9698,128,0,11286,16,0,80
io4_l1n1n4_l3p4n1,8.835,16,40,8941,7285,528,69,24,69,47.801,6255,6127,128,0,7868,8,0,40
io4_l1n1n4_l3p4n1_d1d2,8.847,40,114,22794,15058,529,21,55,21,112.708,18072,17944,128,0,19988,20,0,114
io4_l1n1p1_l3n1n1,8.419,8,5,1739,1671,15,7,13,7,13.586,1055,863,192,0,1239,4,0,5
io4_l1n1p1_l3n1n1_d1d2,8.419,16,5,1741,1936,16,7,14,7,18.805,1313,1121,192,0,1433,0,16,5
io4_l1n1p1_l3n1n2,8.419,8,5,1796,1811,17,10,13,10,13.668,1140,948,192,0,1266,4,0,5
io4_l1n1p1_l3n1n2_d1d2,8.419,16,5,1790,2334,18,10,14,10,18.223,1393,1201,192,0,1442,0,16,5
io4_l1n1p1_l3n1n4,8.419,8,20,2999,2684,21,7,19,7,24.499,2003,1811,192,0,2142,4,0,20
io4_l1n1p1_l3n1n4_d1d2,8.419,16,20,2996,3017,22,7,20,7,30.602,2277,2085,192,0,2246,0,16,20
io4_l1n1p1_l3n1p1,8.419,8,5,1631,1743,16,7,14,7,15.382,1176,984,192,0,1116,4,0,5
io4_l1n1p1_l3n1p1_d1d2,8.419,16,5,1628,2008,17,7,15,7,21.504,1432,1240,192,0,1304,0,16,5
io4_l1n1p1_l3n1p2,8.419,8,5,1693,1869,18,10,14,10,16.462,1268,1076,192,0,1178,4,0,5
io4_l1n1p1_l3n1p2_d1d2,8.419,16,5,1699,2392,19,10,15,10,23.388,1733,1541,192,0,1472,0,16,5
io4_l1n1p1_l3n1p4,8.419,16,20,2997,2870,22,7,20,7,27.672,2011,1878,128,5,1900,8,0,20
io4_l1n1p1_l3n1p4_d1d2,8.419,24,20,2989,3203,23,7,21,7,34.388,2220,2087,128,5,1893,4,16,20
io4_l1n1p1_l3p1n1,8.419,16,40,6976,5534,139,21,25,21,46.217,5024,4896,128,0,5782,8,0,40
io4_l1n1p1_l3p1n1_d1d2,8.419,40,40,6975,6879,140,21,26,21,52.958,5322,5194,128,0,5900,20,0,40
io4_l1n1p1_l3p2n1,8.813,16,40,8809,6422,267,40,25,40,48.207,6104,5976,128,0,7655,8,0,40
io4_l1n1p1_l3p2n1_d1d2,8.419,40,80,13171,11160,268,24,42,24,82.486,10211,10083,128,0,11031,20,0,80
io4_l1n1p1_l3p4n1,8.835,16,40,8898,7324,523,69,25,69,46.989,6312,6184,128,0,7774,8,0,40
io4_l1n1p1_l3p4n1_d1d2,8.847,40,114,22625,15016,524,21,56,21,114.668,17904,17776,128,0,19676,20,0,114
io4_l1n1p2_l3n1n1,8.419,8,5,1869,1831,17,10,13,10,13.92,1161,969,192,0,1361,4,0,5
io4_l1n1p2_l3n1n1_d1d2,8.419,16,5,1871,2066,18,10,14,10,18.793,1424,1232,192,0,1519,0,16,5
io4_l1n1p2_l3n1n2,8.419,8,5,1926,1971,19,13,13,13,13.881,1257,1065,192,0,1408,4,0,5
io4_l1n1p2_l3n1n2_d1d2,8.419,16,5,1920,2464,20,13,14,13,18.112,1506,1314,192,0,1527,0,16,5
io4_l1n1p2_l3n1n4,8.419,8,20,3122,2844,23,10,19,10,25.067,2118,1926,192,0,2270,4,0,20
io4_l1n1p2_l3n1n4_d1d2,8.419,16,20,3126,3147,24,10,20,10,30.143,2382,2190,192,0,2332,0,16,20
io4_l1n1p2_l3n1p1,8.419,8,5,1761,1903,18,10,14,10,15.873,1237,1045,192,0,1246,4,0,5
io4_l1n1p2_l3n1p1_d1d2,8.419,16,5,1758,2138,19,10,15,10,21.158,1499,1307,192,0,1403,0,16,5
io4_l1n1p2_l3n1p2,8.419,8,5,1791,2014,20,13,14,13,17.385,1363,1171,192,0,1276,4,0,5
io4_l1n1p2_l3n1p2_d1d2,8.419,16,5,1797,2507,21,13,15,13,22.665,1765,1573,192,0,1534,0,16,5
io4_l1n1p2_l3n1p4,8.419,16,20,3120,3030,24,10,20,10,27.6,2070,1937,128,5,2025,8,0,20
io4_l1n1p2_l3n1p4_d1d2,8.419,24,20,3119,3333,25,10,21,10,33.611,2330,2197,128,5,2023,4,16,20
io4_l1n1p2_l3p1n1,8.813,16,40,7042,5676,141,24,25,24,46.242,5073,4945,128,0,5846,8,0,40
io4_l1n1p2_l3p1n1_d1d2,8.813,40,40,7041,6991,142,24,26,24,54.036,5360,5232,128,0,5988,20,0,40
io4_l1n1p2_l3p2n1,9.206,16,40,8875,6561,269,43,25,43,50.045,6090,5962,128,0,7710,8,0,40
io4_l1n1p2_l3p2n1_d1d2,8.813,40,80,13237,11413,270,27,42,27,82.022,9923,9795,128,0,11087,20,0,80
io4_l1n1p2_l3p4n1,9.229,16,40,8964,7462,525,72,25,72,49.208,6457,6329,128,0,7777,8,0,40
io4_l1n1p2_l3p4n1_d1d2,8.858,40,114,22691,15266,526,24,56,24,117.154,18151,18023,128,0,19733,20,0,114
io4_l1n1p4_l3n1n1,8.847,8,5,2065,1752,21,7,13,7,14.791,1228,1036,192,0,1570,4,0,5
io4_l1n1p4_l3n1n1_d1d2,8.847,16,5,2069,2085,22,7,14,7,18.841,1426,1234,192,0,1663,0,16,5
io4_l1n1p4_l3n1n2,8.858,8,5,2122,1891,23,10,13,10,14.275,1303,1111,192,0,1605,4,0,5
io4_l1n1p4_l3n1n2_d1d2,8.858,16,5,2118,2578,24,10,14,10,17.333,1518,1326,192,0,1660,0,16,5
io4_l1n1p4_l3n1n4,8.847,8,20,3190,2759,27,7,19,7,25.357,2179,1987,192,0,2202,4,0,20
io4_l1n1p4_l3n1n4_d1d2,8.847,16,20,3324,3166,28,7,20,7,28.821,2373,2181,192,0,2476,0,16,20
io4_l1n1p4_l3n1p1,8.847,8,5,1957,1824,22,7,14,7,16.505,1237,1045,192,0,1443,4,0,5
io4_l1n1p4_l3n1p1_d1d2,8.847,16,5,1956,2157,23,7,15,7,20.809,1500,1308,192,0,1534,0,16,5
io4_l1n1p4_l3n1p2,8.858,8,5,1987,1934,24,10,14,10,18.056,1357,1165,192,0,1474,4,0,5
io4_l1n1p4_l3n1p2_d1d2,8.858,16,5,1995,2621,25,10,15,10,23.024,1805,1613,192,0,1858,0,16,5
io4_l1n1p4_l3n1p4,8.847,16,20,3188,2945,28,7,20,7,27.74,2074,1941,128,5,1964,8,0,20
io4_l1n1p4_l3n1p4_d1d2,8.847,24,20,3317,3352,29,7,21,7,33.01,2328,2195,128,5,2217,4,16,20
io4_l1n1p4_l3p1n1,8.835,16,40,7046,5579,145,21,25,21,45.582,4880,4752,128,0,5846,8,0,40
io4_l1n1p4_l3p1n1_d1d2,8.835,40,40,7175,6994,146,21,26,21,52.98,5368,5240,128,0,5986,20,0,40
io4_l1n1p4_l3p2n1,9.229,16,40,8879,6463,273,40,25,40,48.512,6138,6010,128,0,7729,8,0,40
io4_l1n1p4_l3p2n1_d1d2,8.835,40,80,13371,11272,274,24,42,24,81.892,9870,9742,128,0,11224,20,0,80
io4_l1n1p4_l3p4n1,9.251,16,40,8968,7375,529,69,25,69,49.058,6177,6049,128,0,7845,8,0,40
io4_l1n1p4_l3p4n1_d1d2,8.835,40,114,22825,15119,530,21,56,21,117.098,17782,17654,128,0,19883,20,0,114
io4_l1p1n1_l3n1n1,8.881,8,26,5860,4848,138,21,17,21,36.433,3058,2802,256,0,5044,4,0,26
io4_l1p1n1_l3n1n1_d1d2,8.847,32,26,6379,6293,139,21,18,21,42.035,3855,3599,256,0,5641,16,0,26
io4_l1p1n1_l3n1n2,8.858,8,26,5917,4988,140,24,17,24,35.409,3132,2876,256,0,5081,4,0,26
io4_l1p1n1_l3n1n2_d1d2,8.858,32,26,6428,6979,141,24,18,24,42.468,3990,3734,256,0,5647,16,0,26
io4_l1p1n1_l3n1n4,8.881,8,32,6505,5495,144,21,20,21,41.144,3804,3548,256,0,5621,4,0,32
io4_l1p1n1_l3n1n4_d1d2,8.847,32,32,7154,6996,145,21,21,21,48.407,4697,4441,256,0,6283,16,0,32
io4_l1p1n1_l3n1p1,8.881,8,26,5752,4920,139,21,18,21,38.214,3156,2900,256,0,4925,4,0,26
io4_l1p1n1_l3n1p1_d1d2,8.847,32,26,6266,6365,140,21,19,21,45.444,3953,3697,256,0,5527,16,0,26
io4_l1p1n1_l3n1p2,8.858,8,26,5782,5031,141,24,18,24,38.816,3315,3059,256,0,4956,4,0,26
io4_l1p1n1_l3n1p2_d1d2,8.858,32,26,6305,7022,142,24,19,24,47.101,4226,3970,256,0,5595,16,0,26
io4_l1p1n1_l3n1p4,8.881,16,32,6503,5681,145,21,21,21,43.366,3750,3553,192,5,5350,8,0,32
io4_l1p1n1_l3n1p4_d1d2,8.847,40,32,7147,7182,146,21,22,21,51.466,4697,4500,192,5,5994,20,0,32
io4_l1p1n1_l3p1n1,9.24,16,40,9177,7712,262,35,22,35,51.96,6472,6280,192,0,8397,8,0,40
io4_l1p1n1_l3p1n1_d1d2,9.206,40,40,10301,10233,263,35,23,35,60.233,7578,7386,192,0,9429,20,0,40
io4_l1p1n1_l3p2n1,9.251,16,40,11009,8586,390,54,22,54,53.965,7628,7436,192,0,10144,8,0,40
io4_l1p1n1_l3p2n1_d1d2,8.881,40,80,16623,14202,391,38,39,38,87.367,12052,11860,192,0,14836,16,0,80
io4_l1p1n1_l3p4n1,9.263,16,40,11327,9408,646,83,22,83,55.772,7803,7611,192,0,10618,8,0,40
io4_l1p1n1_l3p4n1_d1d2,9.24,40,114,25343,18091,647,35,53,35,122.149,19907,19715,192,0,22750,20,0,114
io4_l1p2n1_l3n1n1,8.952,8,26,5980,6376,266,40,17,40,38.346,4273,4017,256,0,5277,4,0,26
io4_l1p2n1_l3n1n1_d1d2,8.928,24,26,8289,7882,267,24,18,24,45.743,5775,5519,256,0,7703,8,8,26
io4_l1p2n1_l3n1n2,8.952,8,26,6037,6485,268,43,17,43,43.486,5298,5042,256,0,5632,4,0,26
io4_l1p2n1_l3n1n2_d1d2,9.322,24,26,8338,8105,269,27,18,27,43.763,5671,5415,256,0,7137,8,8,26
io4_l1p2n1_l3n1n4,8.952,8,32,6625,7075,272,40,20,40,43.299,5020,4764,256,0,5846,4,0,32
io4_l1p2n1_l3n1n4_d1d2,8.928,24,32,9064,8585,273,24,21,24,51.012,6465,6209,256,0,7725,8,8,32
io4_l1p2n1_l3n1p1,8.952,8,26,5872,6464,267,40,18,40,39.79,4205,3949,256,0,5036,4,0,26
