prj,clk_estimated(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks
io2_l1n1n2_l3p1n1,9.263,18,16,4235,4455,140,37,14,37,27.52,2561,2561,0,0,3915,4,6,16
io2_l1n1n2_l3p1n1_d1d2,9.286,18,16,4244,4936,141,37,15,37,27.264,2639,2639,0,0,3913,4,6,16
io2_l1n1n2_l3p2n1,8.835,18,20,15484,8573,268,69,16,69,45.946,7943,6754,0,1189,12458,6,6,20
io2_l1n1n2_l3p2n1_d1d2,8.813,18,40,18558,10721,269,37,25,37,58.967,9673,8036,0,1637,14198,6,6,40
io2_l1n1p1_l3n1n1,8.419,18,5,816,1510,15,7,13,7,12.147,785,785,0,0,678,4,6,5
io2_l1n1p1_l3n1n1_d1d2,8.419,18,5,801,1725,16,17,14,17,12.438,838,838,0,0,672,4,6,5
io2_l1n1p1_l3n1n2,8.419,18,8,1068,1618,17,7,14,7,15.712,857,857,0,0,801,4,6,8
io2_l1n1p1_l3n1n2_d1d2,8.419,18,8,1052,1823,18,12,15,12,15.153,904,904,0,0,794,4,6,8
io2_l1n1p1_l3n1p1,8.419,18,5,849,1593,16,7,14,7,13.97,881,881,0,0,714,4,6,5
io2_l1n1p1_l3n1p1_d1d2,8.419,18,5,827,1808,17,17,15,17,14.456,940,940,0,0,701,4,6,5
io2_l1n1p1_l3n1p2,8.419,18,5,971,1577,18,7,14,7,13.982,899,899,0,0,773,4,6,5
io2_l1n1p1_l3n1p2_d1d2,8.419,18,5,956,1782,19,12,15,12,13.974,988,988,0,0,767,4,6,5
io2_l1n1p1_l3p1n1,9.263,20,14,4069,4438,139,37,14,37,27.708,2481,2481,0,0,3779,8,4,14
io2_l1n1p1_l3p1n1_d1d2,9.286,20,14,4002,4925,140,42,15,42,28.065,2522,2522,0,0,3684,8,4,14
io2_l1n1p1_l3p2n1,8.835,20,20,15545,8763,267,69,17,69,45.336,7485,6296,0,1189,12457,8,4,20
io2_l1n1p1_l3p2n1_d1d2,8.813,20,40,18543,10917,268,42,26,42,57.85,9341,7704,0,1637,14143,8,4,40
io2_l1n1p2_l3n1n1,8.419,20,10,1463,1882,17,7,15,7,17.595,1047,1041,0,6,1001,6,4,10
io2_l1n1p2_l3n1n1_d1d2,8.419,20,10,1448,2078,18,12,16,12,17.336,1151,1145,0,6,990,6,4,10
io2_l1n1p2_l3n1n2,8.419,20,10,1491,1855,19,7,15,7,17.8,1055,1049,0,6,900,6,4,10
io2_l1n1p2_l3n1n2_d1d2,8.419,20,10,1539,2071,20,7,16,7,18.804,1163,1157,0,6,1019,6,4,10
io2_l1n1p2_l3n1p1,8.419,20,10,1496,1965,18,7,16,7,20.596,1162,1156,0,6,1037,6,4,10
io2_l1n1p2_l3n1p1_d1d2,8.419,20,10,1474,2161,19,12,17,12,20.694,1215,1209,0,6,1019,6,4,10
io2_l1n1p2_l3n1p2,8.419,20,10,1554,1943,20,7,16,7,19.827,1195,1189,0,6,968,6,4,10
io2_l1n1p2_l3n1p2_d1d2,8.419,20,10,1603,2135,21,7,17,7,20.346,1270,1264,0,6,1084,6,4,10
io2_l1n1p2_l3p1n1,9.263,22,16,4499,4673,141,37,15,37,31.563,2670,2664,0,6,3947,10,0,16
io2_l1n1p2_l3p1n1_d1d2,9.286,22,16,4489,5153,142,37,16,37,32.97,2798,2792,0,6,3941,10,0,16
io2_l1n1p2_l3p2n1,8.835,22,20,15748,8775,269,69,17,69,78.684,8133,6938,0,1195,12593,10,2,20
io2_l1n1p2_l3p2n1_d1d2,8.813,22,40,18803,10938,270,37,26,37,92.387,9729,8086,0,1643,14277,10,2,40
io2_l1p1n1_l3n1n1,8.979,18,18,4620,4088,138,37,15,37,31.052,4192,4192,0,0,4247,6,6,18
io2_l1p1n1_l3n1n1_d1d2,8.979,18,18,4617,4621,139,42,16,42,32.393,4272,4272,0,0,4283,6,6,18
io2_l1p1n1_l3n1n2,8.813,18,18,4616,4057,140,37,15,37,34.501,4186,4186,0,0,4218,6,6,18
io2_l1p1n1_l3n1n2_d1d2,8.813,18,18,4676,4592,141,37,16,37,34.77,4306,4306,0,0,4266,6,6,18
io2_l1p1n1_l3n1p1,8.979,18,18,4646,4171,139,37,16,37,37.353,4257,4257,0,0,4259,6,6,18
io2_l1p1n1_l3n1p1_d1d2,8.979,18,18,4643,4704,140,42,17,42,35.562,4343,4343,0,0,4261,6,6,18
io2_l1p1n1_l3n1p2,9.206,18,18,4647,4136,141,37,16,37,35.885,4295,4295,0,0,4200,6,6,18
io2_l1p1n1_l3n1p2_d1d2,9.206,18,18,4708,4665,142,37,17,37,36.499,4363,4363,0,0,4280,6,6,18
io2_l1p1n1_l3p1n1,9.251,20,18,6856,6518,262,67,13,67,41.861,5884,5884,0,0,6783,8,4,18
io2_l1p1n1_l3p1n1_d1d2,9.263,20,18,7114,7317,263,67,14,67,41.725,5775,5775,0,0,6790,8,4,18
io2_l1p1n1_l3p2n1,8.858,20,20,16982,10260,390,99,14,99,88.31,9643,8454,0,1189,14266,8,4,20
io2_l1p1n1_l3p2n1_d1d2,8.835,20,40,20273,12717,391,67,23,67,101.978,12648,11011,0,1637,16009,6,4,40
io2_l1p2n1_l3n1n1,8.835,18,20,5369,4709,266,69,16,69,32.852,3567,3567,0,0,4902,6,6,20
io2_l1p2n1_l3n1n1_d1d2,8.944,18,38,7405,6125,267,42,24,42,46.098,6418,6418,0,0,6506,6,6,38
io2_l1p2n1_l3n1n2,8.933,18,20,5365,4667,268,69,16,69,33.295,3701,3701,0,0,4875,6,6,20
io2_l1p2n1_l3n1n2_d1d2,8.955,18,38,7464,6091,269,37,24,37,47.286,6228,6228,0,0,6502,6,6,38
io2_l1p2n1_l3n1p1,8.835,18,20,5395,4792,267,69,17,69,37.056,3604,3604,0,0,4898,6,6,20
io2_l1p2n1_l3n1p1_d1d2,8.944,18,38,7431,6208,268,42,25,42,49.335,6424,6424,0,0,6477,6,6,38
io2_l1p2n1_l3n1p2,9.229,18,20,5396,4749,269,69,17,69,35.965,3781,3781,0,0,4852,6,6,20
io2_l1p2n1_l3n1p2_d1d2,9.206,18,38,7496,6161,270,37,25,37,50.082,6610,6610,0,0,6496,6,6,38
io2_l1p2n1_l3p1n1,9.297,20,20,7957,7118,390,99,14,99,39.437,5057,5057,0,0,7514,6,0,20
io2_l1p2n1_l3p1n1_d1d2,9.263,20,38,9902,8860,391,67,22,67,57.811,7987,7987,0,0,9127,8,4,38
io2_l1p2n1_l3p2n1,8.905,20,20,17728,10635,518,131,14,131,87.719,8280,7091,0,1189,14601,8,4,20
io2_l1p2n1_l3p2n1_d1d2,8.835,20,40,19689,12721,519,67,23,67,111.263,12620,10983,0,1637,15410,8,4,40
io4_l1n1n1_l3n1n1,8.419,8,5,2067,1704,14,7,12,7,12.693,1085,829,256,0,1461,4,0,5
io4_l1n1n1_l3n1n1_d1d2,8.419,16,5,2067,1969,15,7,13,7,17.653,1343,1087,256,0,1611,0,16,5
io4_l1n1n1_l3n1n2,8.419,8,8,2318,1988,16,10,13,10,15.378,1234,978,256,0,1639,4,0,8
io4_l1n1n1_l3n1n2_d1d2,8.419,16,8,2318,2511,17,10,14,10,20.614,1478,1222,256,0,1765,0,16,8
io4_l1n1n1_l3n1n4,8.419,8,14,2774,2156,20,7,15,7,20.193,1365,1109,256,0,1951,4,0,14
io4_l1n1n1_l3n1n4_d1d2,8.419,16,14,2774,2489,21,7,16,7,23.875,1618,1362,256,0,2026,0,16,14
io4_l1n1n1_l3n1p1,8.419,8,5,2091,1799,15,7,13,7,14.138,1224,968,256,0,1459,4,0,5
io4_l1n1n1_l3n1p1_d1d2,8.419,16,5,2093,2064,16,7,14,7,20.21,1477,1221,256,0,1657,0,16,5
io4_l1n1n1_l3n1p2,8.419,8,5,2221,1959,17,10,13,10,14.279,1285,1029,256,0,1580,4,0,5
io4_l1n1n1_l3n1p2_d1d2,8.419,16,5,2223,2194,18,10,14,10,19.301,1548,1292,256,0,1754,0,16,5
io4_l1n1n1_l3n1p4,8.847,8,5,2417,1880,21,7,13,7,14.788,1352,1096,256,0,1796,4,0,5
io4_l1n1n1_l3n1p4_d1d2,8.847,16,5,2421,2213,22,7,14,7,18.56,1536,1280,256,0,1773,0,16,5
io4_l1n1n1_l3p1n1,8.881,8,26,6212,5032,138,21,17,21,34.612,3253,2933,320,0,5281,4,0,26
io4_l1n1n1_l3p1n1_d1d2,8.847,32,26,6731,6373,139,21,18,21,42.336,3986,3666,320,0,5901,16,0,26
io4_l1n1n1_l3p2n1,8.952,8,26,6332,6460,266,40,17,40,38.742,4526,4206,320,0,5537,4,0,26
io4_l1n1n1_l3p2n1_d1d2,8.928,24,26,8641,8010,267,24,18,24,43.119,5742,5422,320,0,7351,8,8,26
io4_l1n1n1_l3p4n1,8.835,8,40,29746,14741,522,69,24,69,62.564,13186,10494,320,2372,23540,4,0,40
io4_l1n1n1_l3p4n1_d1d2,8.419,32,160,45734,27167,523,21,73,21,152.17,26567,20803,320,5444,34448,16,0,160
io4_l1n1n2_l3n1n1,8.419,8,5,2124,1844,16,10,12,10,13.678,1198,942,256,0,1495,4,0,5
io4_l1n1n2_l3n1n1_d1d2,8.419,16,5,2116,2079,17,10,13,10,17.29,1415,1159,256,0,1619,0,16,5
io4_l1n1n2_l3n1n2,8.419,8,8,2375,2128,18,13,13,13,15.649,1287,1031,256,0,1673,4,0,8
io4_l1n1n2_l3n1n2_d1d2,8.419,16,8,2367,2621,19,13,14,13,19.354,1532,1276,256,0,1773,0,16,8
io4_l1n1n2_l3n1n4,8.419,8,14,2831,2296,22,10,15,10,20.152,1452,1196,256,0,1985,4,0,14
io4_l1n1n2_l3n1n4_d1d2,8.419,16,14,2823,2599,23,10,16,10,23.955,1694,1438,256,0,2034,0,16,14
io4_l1n1n2_l3n1p1,8.419,8,5,2148,1939,17,10,13,10,14.663,1297,1041,256,0,1504,4,0,5
io4_l1n1n2_l3n1p1_d1d2,8.419,16,5,2142,2462,18,10,14,10,19.009,1522,1266,256,0,1659,0,16,5
io4_l1n1n2_l3n1p2,8.419,8,5,2278,2099,19,13,13,13,14.285,1368,1112,256,0,1632,4,0,5
io4_l1n1n2_l3n1p2_d1d2,8.419,16,5,2272,2592,20,13,14,13,18.54,1613,1357,256,0,1761,0,16,5
io4_l1n1n2_l3n1p4,8.858,8,5,2474,2019,23,10,13,10,14.271,1418,1162,256,0,1831,4,0,5
io4_l1n1n2_l3n1p4_d1d2,8.858,16,5,2470,2706,24,10,14,10,18.832,1765,1509,256,0,2140,0,16,5
io4_l1n1n2_l3p1n1,8.858,8,26,6269,5172,140,24,17,24,35.107,3381,3061,320,0,5315,4,0,26
io4_l1n1n2_l3p1n1_d1d2,8.858,32,26,6780,7059,141,24,18,24,42.587,4132,3812,320,0,6075,16,0,26
io4_l1n1n2_l3p2n1,8.952,8,26,6389,6569,268,43,17,43,36.397,4438,4118,320,0,5247,4,0,26
io4_l1n1n2_l3p2n1_d1d2,9.322,24,26,8690,8233,269,27,18,27,43.27,5908,5588,320,0,7527,8,8,26
io4_l1n1n2_l3p4n1,9.229,8,40,29803,14894,524,72,24,72,63.882,13177,10485,320,2372,23539,4,0,40
io4_l1n1n2_l3p4n1_d1d2,8.813,32,160,45783,27418,525,24,73,24,152.758,25494,19730,320,5444,34032,16,0,160
io4_l1n1n4_l3n1n1,8.419,8,20,3320,2717,20,7,18,7,23.497,2040,1784,256,0,2349,4,0,20
io4_l1n1n4_l3n1n1_d1d2,8.419,16,20,3322,3050,21,7,19,7,28.421,2300,2044,256,0,2424,0,16,20
io4_l1n1n4_l3n1n2,8.419,8,20,3411,2896,22,10,18,10,25.301,2119,1863,256,0,2463,4,0,20
io4_l1n1n4_l3n1n2_d1d2,8.419,16,20,3413,3583,23,10,19,10,29.063,2366,2110,256,0,2514,0,16,20
io4_l1n1n4_l3n1n4,8.419,8,20,3419,2794,26,7,18,7,25.39,2156,1900,256,0,2359,4,0,20
io4_l1n1n4_l3n1n4_d1d2,8.419,16,20,3549,3255,27,7,19,7,31.012,2464,2208,256,0,2742,0,16,20
io4_l1n1n4_l3n1p1,8.419,8,20,3344,2812,21,7,19,7,25.735,2178,1922,256,0,2368,4,0,20
io4_l1n1n4_l3n1p1_d1d2,8.419,16,20,3348,3145,22,7,20,7,31.428,2436,2180,256,0,2470,0,16,20
io4_l1n1n4_l3n1p2,8.419,8,20,3474,2972,23,10,19,10,25.457,2239,1983,256,0,2498,4,0,20
io4_l1n1n4_l3n1p2_d1d2,8.419,16,20,3478,3275,24,10,20,10,30.469,2502,2246,256,0,2556,0,16,20
io4_l1n1n4_l3n1p4,8.847,8,20,3542,2887,27,7,19,7,25.557,2245,1989,256,0,2439,4,0,20
io4_l1n1n4_l3n1p4_d1d2,8.847,16,20,3676,3294,28,7,20,7,30.188,2564,2308,256,0,2810,0,16,20
io4_l1n1n4_l3p1n1,8.881,8,32,6857,5643,144,21,20,21,40.574,3899,3579,320,0,5818,4,0,32
io4_l1n1n4_l3p1n1_d1d2,8.847,32,32,7506,7076,145,21,21,21,48.252,4824,4504,320,0,6636,16,0,32
io4_l1n1n4_l3p2n1,8.952,8,32,6977,7123,272,40,20,40,42.654,5020,4700,320,0,5895,4,0,32
io4_l1n1n4_l3p2n1_d1d2,8.928,24,32,9416,8713,273,24,21,24,49.837,6714,6394,320,0,8695,8,8,32
io4_l1n1n4_l3p4n1,8.835,8,40,29710,14734,528,69,24,69,78.167,13836,11144,320,2372,23757,4,0,40
io4_l1n1n4_l3p4n1_d1d2,8.419,32,160,45828,27246,529,21,73,21,169.494,27007,21243,320,5444,34505,16,0,160
io4_l1n1p1_l3n1n1,8.419,8,5,1959,1776,15,7,13,7,14.274,1216,960,256,0,1354,4,0,5
io4_l1n1p1_l3n1n1_d1d2,8.419,16,5,1954,2041,16,7,14,7,19.403,1429,1173,256,0,1498,0,16,5
io4_l1n1p1_l3n1n2,8.419,8,8,2210,2060,17,10,14,10,16.685,1351,1095,256,0,1532,4,0,8
io4_l1n1p1_l3n1n2_d1d2,8.419,16,8,2205,2583,18,10,15,10,21.591,1555,1299,256,0,1651,0,16,8
io4_l1n1p1_l3n1n4,8.419,8,14,2666,2228,21,7,16,7,22.221,1506,1250,256,0,1844,4,0,14
io4_l1n1p1_l3n1n4_d1d2,8.419,16,14,2661,2561,22,7,17,7,26.394,1696,1440,256,0,1913,0,16,14
io4_l1n1p1_l3n1p1,8.419,8,5,1983,1871,16,7,14,7,16.161,1296,1040,256,0,1340,4,0,5
io4_l1n1p1_l3n1p1_d1d2,8.419,16,5,1980,2136,17,7,15,7,22.243,1553,1297,256,0,1528,0,16,5
io4_l1n1p1_l3n1p2,8.419,8,5,2113,2031,18,10,14,10,16.181,1355,1099,256,0,1470,4,0,5
io4_l1n1p1_l3n1p2_d1d2,8.419,16,5,2110,2554,19,10,15,10,21.064,1611,1355,256,0,1627,0,16,5
io4_l1n1p1_l3n1p4,8.847,8,5,2309,1952,22,7,14,7,15.854,1356,1100,256,0,1666,4,0,5
io4_l1n1p1_l3n1p4_d1d2,8.847,16,5,2308,2285,23,7,15,7,20.721,1615,1359,256,0,1758,0,16,5
io4_l1n1p1_l3p1n1,8.881,8,26,6104,5104,139,21,18,21,37.769,3269,2949,320,0,5156,4,0,26
io4_l1n1p1_l3p1n1_d1d2,8.847,32,26,6618,6445,140,21,19,21,44.396,4058,3738,320,0,5658,16,0,26
io4_l1n1p1_l3p2n1,8.952,8,26,6224,6548,267,40,18,40,39.203,4389,4069,320,0,5202,4,0,26
io4_l1n1p1_l3p2n1_d1d2,8.928,24,26,8528,8098,268,24,19,24,46.108,5909,5589,320,0,7276,8,8,26
io4_l1n1p1_l3p4n1,8.835,8,40,29638,14813,523,69,25,69,67.173,12860,10168,320,2372,23469,4,0,40
io4_l1n1p1_l3p4n1_d1d2,8.419,32,160,45621,27239,524,21,74,21,158.36,26018,20254,320,5444,33914,16,0,160
io4_l1n1p2_l3n1n1,8.419,8,5,2021,1902,17,10,13,10,15.627,1399,1143,256,0,1411,4,0,5
io4_l1n1p2_l3n1n1_d1d2,8.419,16,5,2025,2137,18,10,14,10,21.541,1780,1524,256,0,1665,0,16,5
io4_l1n1p2_l3n1n2,8.419,8,8,2272,2177,19,13,14,13,18.473,1431,1175,256,0,1590,4,0,8
io4_l1n1p2_l3n1n2_d1d2,8.419,16,8,2276,2670,20,13,15,13,24.144,2022,1766,256,0,1953,0,16,8
io4_l1n1p2_l3n1n4,8.419,8,14,2728,2345,23,10,16,10,23.297,1594,1338,256,0,1902,4,0,14
io4_l1n1p2_l3n1n4_d1d2,8.419,16,14,2732,2648,24,10,17,10,28.758,2040,1784,256,0,2271,0,16,14
io4_l1n1p2_l3n1p1,8.419,8,5,2045,1997,18,10,14,10,17.895,1403,1147,256,0,1402,4,0,5
io4_l1n1p2_l3n1p1_d1d2,8.419,16,5,2051,2232,19,10,15,10,23.81,1718,1462,256,0,1626,0,16,5
io4_l1n1p2_l3n1p2,8.419,8,5,2143,2142,20,13,14,13,17.253,1470,1214,256,0,1500,4,0,5
io4_l1n1p2_l3n1p2_d1d2,8.419,16,5,2149,2635,21,13,15,13,24.102,1768,1512,256,0,1693,0,16,5
io4_l1n1p2_l3n1p4,8.858,8,5,2339,2062,24,10,14,10,18.167,1468,1212,256,0,1698,4,0,5
io4_l1n1p2_l3n1p4_d1d2,8.858,16,5,2347,2365,25,10,15,10,22.474,1771,1515,256,0,1824,0,16,5
io4_l1n1p2_l3p1n1,8.858,8,26,6134,5215,141,24,18,24,39.129,3286,2966,320,0,5179,4,0,26
io4_l1n1p2_l3p1n1_d1d2,8.858,32,26,6657,6526,142,24,19,24,45.995,4233,3913,320,0,5823,16,0,26
io4_l1n1p2_l3p2n1,8.952,8,26,6254,6656,269,43,18,43,41.948,4587,4267,320,0,5232,4,0,26
io4_l1n1p2_l3p2n1_d1d2,9.322,24,26,8567,8320,270,27,19,27,48.218,6084,5764,320,0,7448,8,8,26
io4_l1n1p2_l3p4n1,9.229,8,40,29668,14921,525,72,25,72,81.211,12982,10290,320,2372,23498,4,0,40
io4_l1n1p2_l3p4n1_d1d2,8.813,32,160,45660,27464,526,24,74,24,168.485,26678,20914,320,5444,33913,12,0,160
io4_l1n1p4_l3n1n1,8.419,16,20,3318,2903,21,7,19,7,25.818,2010,1813,192,5,2088,8,0,20
io4_l1n1p4_l3n1n1_d1d2,8.419,24,20,3315,3236,22,7,20,7,30.953,2268,2071,192,5,2087,4,16,20
io4_l1n1p4_l3n1n2,8.419,16,20,3409,3082,23,10,19,10,27.666,2076,1879,192,5,2210,8,0,20
io4_l1n1p4_l3n1n2_d1d2,8.419,24,20,3406,3769,24,10,20,10,32.966,2338,2141,192,5,2208,4,16,20
io4_l1n1p4_l3n1n4,8.419,16,20,3417,2980,27,7,19,7,28.74,2103,1906,192,5,2121,8,0,20
io4_l1n1p4_l3n1n4_d1d2,8.419,24,20,3542,3441,28,7,20,7,33.252,2419,2222,192,5,2374,4,16,20
io4_l1n1p4_l3n1p1,8.419,16,20,3342,2998,22,7,20,7,29.309,2190,1993,192,5,2123,8,0,20
io4_l1n1p4_l3n1p1_d1d2,8.419,24,20,3341,3331,23,7,21,7,35.97,2390,2193,192,5,2117,4,16,20
io4_l1n1p4_l3n1p2,8.419,16,20,3472,3158,24,10,20,10,28.262,2197,2000,192,5,2248,8,0,20
io4_l1n1p4_l3n1p2_d1d2,8.419,24,20,3471,3845,25,10,21,10,34.302,2456,2259,192,5,2247,4,16,20
io4_l1n1p4_l3n1p4,8.847,16,20,3540,3073,28,7,20,7,29.392,2288,2091,192,5,2194,8,0,20
io4_l1n1p4_l3n1p4_d1d2,8.847,24,20,3669,3480,29,7,21,7,34.027,2461,2264,192,5,2445,4,16,20
io4_l1n1p4_l3p1n1,8.881,16,32,6855,5829,145,21,21,21,44.637,3846,3585,256,5,5575,8,0,32
io4_l1n1p4_l3p1n1_d1d2,8.847,40,32,7499,7262,146,21,22,21,53.25,4690,4429,256,5,6277,20,0,32
io4_l1n1p4_l3p2n1,8.952,16,32,6975,7341,273,40,21,40,45.464,4950,4689,256,5,5603,8,0,32
io4_l1n1p4_l3p2n1_d1d2,8.928,32,32,9409,8931,274,24,22,24,53.231,6577,6316,256,5,7694,12,8,32
io4_l1n1p4_l3p4n1,8.835,16,40,29708,14920,529,69,25,69,134.022,13653,11020,256,2377,23553,8,0,40
io4_l1n1p4_l3p4n1_d1d2,8.419,40,160,45821,27432,530,21,74,21,229.878,26394,20689,256,5449,33973,16,0,160
io4_l1p1n1_l3n1n1,8.419,16,40,7304,5567,138,21,24,21,43.387,5104,4912,192,0,5989,8,0,40
io4_l1p1n1_l3n1n1_d1d2,8.419,40,40,7301,6912,139,21,25,21,49.916,5340,5148,192,0,6085,20,0,40
io4_l1p1n1_l3n1n2,8.419,16,40,7363,5725,140,24,24,24,45.644,5111,4919,192,0,6077,8,0,40
io4_l1p1n1_l3n1n2_d1d2,8.419,40,40,7360,7616,141,24,25,24,52.737,5369,5177,192,0,6141,20,0,40
io4_l1p1n1_l3n1n4,8.419,16,40,7371,5637,144,21,24,21,48.22,5080,4888,192,0,6156,8,0,40
io4_l1p1n1_l3n1n4_d1d2,8.419,40,40,7496,7074,145,21,25,21,53.493,5298,5106,192,0,6279,20,0,40
io4_l1p1n1_l3n1p1,8.419,16,40,7328,5662,139,21,25,21,48.469,5162,4970,192,0,6010,8,0,40
io4_l1p1n1_l3n1p1_d1d2,8.419,40,40,7327,7007,140,21,26,21,56.131,5455,5263,192,0,6106,20,0,40
io4_l1p1n1_l3n1p2,8.813,16,40,7394,5804,141,24,25,24,48.563,5223,5031,192,0,6076,8,0,40
io4_l1p1n1_l3n1p2_d1d2,8.813,40,40,7393,7695,142,24,26,24,54.638,5587,5395,192,0,6216,20,0,40
io4_l1p1n1_l3n1p4,8.835,16,40,7398,5707,145,21,25,21,48.804,5153,4961,192,0,6070,8,0,40
io4_l1p1n1_l3n1p4_d1d2,8.835,40,40,7527,7122,146,21,26,21,54.378,5608,5416,192,0,6204,20,0,40
io4_l1p1n1_l3p1n1,9.24,16,40,9529,7888,262,35,22,35,52.89,6431,6175,256,0,8560,8,0,40
io4_l1p1n1_l3p1n1_d1d2,9.206,40,40,10653,10601,263,35,23,35,60.958,7935,7679,256,0,9676,20,0,40
io4_l1p1n1_l3p2n1,9.39,16,40,9912,9430,390,54,22,54,53.049,7465,7209,256,0,9030,8,0,40
io4_l1p1n1_l3p2n1_d1d2,8.952,40,40,12078,12156,391,38,23,38,64.414,9305,9049,256,0,10898,20,0,40
io4_l1p1n1_l3p4n1,8.847,16,40,30738,15743,646,83,22,83,145.59,14270,11642,256,2372,24588,8,0,40
io4_l1p1n1_l3p4n1_d1d2,8.813,40,160,47235,29217,647,35,71,35,254.53,28582,22882,256,5444,35800,20,0,160
io4_l1p2n1_l3n1n1,8.813,16,40,9137,6455,266,40,24,40,46.375,6252,6060,192,0,7840,8,0,40
io4_l1p2n1_l3n1n1_d1d2,8.419,40,80,13497,11193,267,24,41,24,81.733,9755,9563,192,0,11323,20,0,80
io4_l1p2n1_l3n1n2,8.813,16,40,9196,6601,268,43,24,43,49.31,6160,5968,192,0,7934,8,0,40
io4_l1p2n1_l3n1n2_d1d2,8.419,40,80,13556,11459,269,27,41,27,83.875,9965,9773,192,0,11374,20,0,80
io4_l1p2n1_l3n1n4,8.813,16,40,9204,6495,272,40,24,40,51.777,6137,5945,192,0,7999,8,0,40
io4_l1p2n1_l3n1n4_d1d2,8.419,40,80,13692,11347,273,24,41,24,85.896,10075,9883,192,0,11500,20,0,80
io4_l1p2n1_l3n1p1,8.813,16,40,9161,6550,267,40,25,40,50.286,6250,6058,192,0,7845,8,0,40
